Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
PARKSIDE NURSING AND REHABILITATION  CENTER,365363,908 SYMMES ROAD,FAIRFIELD,Butler,,,,,,,,
WARREN NURSING & REHAB,365539,2473 NORTH RD NE,WARREN,Trumbull,0,0,0,0,69,0,0,0
GOOD SHEPHERD VILLAGE,366236,422 NORTH BURNETT ROAD,SPRINGFIELD,Clark,0,0,12,0,69,0,0,0
GREENBRIAR NURSING CENTER THE,365854,501 WEST LEXINGTON ROAD,EATON,Preble,46,2,13,12,31,35,3,0
OTTERBEIN LEBANON RETIREMENT COMMUNITY,365346,585 NORTH STATE ROUTE 741,LEBANON,Warren,15,0,23,1,150,8,10,0
LAURELS OF DEFIANCE  THE,365389,1701 S JEFFERSON AVE,DEFIANCE,Defiance,27,1,20,1,76,19,2,0
KIRTLAND REHABILITATION & CARE,365290,9685 CHILLICOTHE RD,KIRTLAND,Lake,25,5,16,3,79,15,3,0
CEDARWOOD PLAZA,365033,12504 CEDAR ROAD,CLEVELAND HEIGHTS,Cuyahoga,1,0,27,0,106,4,4,0
THREE RIVERS HEALTHCARE CENTER,365081,7800 JANDARACRES DRIVE,CINCINNATI,Hamilton,7,0,2,0,87,4,5,0
PEARLVIEW REHAB & WELLNESS CTR,365452,4426 HOMESTEAD DR,BRUNSWICK,Medina,0,0,14,0,44,0,0,0
OMNI MANOR NURSING HOME,365433,3245 VESTAL ROAD,YOUNGSTOWN,Mahoning,74,0,46,16,110,30,1,0
OHIO LIVING LLANFAIR,365470,1701 LLANFAIR AVENUE,CINCINNATI,Hamilton,0,2,21,0,54,6,6,0
MONTGOMERY CARE CENTER,365327,7777 COOPER ROAD,CINCINNATI,Hamilton,19,0,12,3,77,12,1,0
EASTBROOK HEALTHCARE CENTER,365129,17322 EUCLID AVE,CLEVELAND,Cuyahoga,1,0,0,0,96,2,1,0
MADEIRA HEALTHCARE,365186,5970 KENWOOD ROAD,CINCINNATI,Hamilton,0,2,9,0,88,5,9,0
HERITAGE MANOR  JEWISH HM FOR,365114,517 GYPSY LANE,YOUNGSTOWN,Mahoning,0,1,27,0,60,0,3,0
ENGLEWOOD HEALTH AND REHAB,365088,425 LAURICELLA COURT,ENGLEWOOD,Montgomery,18,1,12,6,83,17,1,0
O'NEILL HEALTHCARE LAKEWOOD,365267,13900 DETROIT AVE,LAKEWOOD,Cuyahoga,61,9,17,0,81,72,8,0
OHIO LIVING MOUNT PLEASANT,365358,225 BRITTON LANE,MONROE,Butler,7,16,55,0,90,14,5,0
MONTEFIORE HOME THE,365046,ONE DAVID N MYERS PARKWAY,BEACHWOOD,Cuyahoga,,,,,,,,
AVON PLACE,365155,32900 DETROIT RD,AVON,Lorain,16,0,15,5,81,7,0,0
CONTINUING HEALTHCARE AT ADAMS LANE,365394,1856 ADAMS LANE,ZANESVILLE,Muskingum,0,0,15,0,94,3,0,0
ST CATHERINES MANOR OF WASHINGTON COURT HOUSE,365318,250 GLENN AVENUE,WASHINGTON COURT HOU,Fayette,17,19,12,5,45,5,1,0
SOUTHBROOK CARE CENTER,365424,2299  S  YELLOW SPRINGS STREET,SPRINGFIELD,Clark,19,1,16,3,65,9,2,0
ARBORS AT GALLIPOLIS,365348,170 PINECREST DRIVE,GALLIPOLIS,Gallia,0,7,7,0,80,2,6,0
COLUMBUS COLONY ELDERLY CARE,365421,1150 COLONY DRIVE,WESTERVILLE,Franklin,55,4,17,15,83,27,3,0
GREENEWOOD MANOR,365454,711 DAYTON-XENIA ROAD,XENIA,Greene,7,0,1,0,43,13,0,0
BEACHWOOD POINTE CARE CENTER,365071,23900 CHAGRIN BLVD,BEACHWOOD,Cuyahoga,14,24,11,1,92,7,3,0
GREEN HILLS CENTER,365362,6557 US 68 SOUTH,WEST LIBERTY,Logan,2,58,54,0,77,18,176,0
OXFORD HEALTHCARE CENTER,365257,6099 FAIRFIELD ROAD,OXFORD,Butler,15,1,1,0,44,10,2,0
BROOKVIEW HEALTHCARE CENTER,365447,214 HARDING STREET,DEFIANCE,Defiance,14,0,2,0,56,13,0,0
TROY REHABILITATION AND HEALTHCARE CENTER,365278,512 CRESCENT DRIVE,TROY,Miami,5,0,21,0,108,2,0,0
AUTUMNWOOD CARE CENTER,365380,670 E SR 18,TIFFIN,Seneca,5,0,0,0,76,7,0,0
DIPLOMAT HEALTHCARE,365432,9001 W 130TH ST,NORTH ROYALTON,Cuyahoga,32,9,21,6,121,15,2,0
FRIENDSHIP VILLAGE,365309,5790 DENLINGER ROAD,DAYTON,Montgomery,97,8,14,4,74,18,11,0
HYDE PARK HEALTH CENTER,365044,4001 ROSSLYN DRIVE,CINCINNATI,Hamilton,4,4,11,1,88,7,8,0
HOMESTEAD II,365236,60 WOOD ST,PAINESVILLE,Lake,0,1,0,0,39,0,0,0
CARINGTON PARK,365286,2217 WEST AVE,ASHTABULA,Ashtabula,3,0,1,0,156,1,0,0
WINDSOR HEALTH CARE CENTER,365460,1735 BELMONT AVENUE,YOUNGSTOWN,Mahoning,10,0,12,0,44,7,0,0
CONCORD CARE CENTER OF TOLEDO,365030,3121 GLANZMAN RD,TOLEDO,Lucas,9,14,69,22,77,18,26,8
LIMA MANOR,365303,750 BROWER ROAD,LIMA,Allen,19,35,13,0,62,8,12,0
SCHOENBRUNN HEALTHCARE,365152,2594 EAST HIGH AVENUE,NEW PHILADELPHIA,Tuscarawas,0,0,13,0,70,0,2,0
WILMINGTON NURSING & REHAB,365228,75 HALE STREET,WILMINGTON,Clinton,1,3,11,0,64,3,0,0
MADISON HEALTH CARE,365306,7600 S RIDGE RD,MADISON,Lake,31,0,4,0,112,12,0,0
LONDON HEALTH & REHAB CENTER,365241,218 ELM ST,LONDON,Madison,0,0,1,0,57,3,0,0
ALTENHEIM,365109,18627 SHURMER ROAD,STRONGSVILLE,Cuyahoga,48,6,46,24,113,22,16,0
NORTHCREST REHAB AND NURSING CENTER,365163,240 NORTHCREST DRIVE,NAPOLEON,Henry,56,6,25,13,63,88,0,0
SIGNATURE HEALTHCARE OF GALION,365351,935 ROSEWOOD DR,GALION,Crawford,0,0,10,0,54,1,4,0
MERIT HOUSE LLC,365279,4645 LEWIS AVE,TOLEDO,Lucas,2,0,12,0,48,4,4,0
