Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation
11/08/2020,145480,MATTOON REHAB & HCC,2121 SOUTH NINTH,MATTOON,IL,61938,Y,Y,0,0,17,77,16,73,7,38,7,8,148,66,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,0,0,Y,1,42,3,22,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1166.7,121.2,10.4,Coles,Y,N,POINT (-88.364275 39.461902)
11/08/2020,145469,PARIS HEALTH AND REHAB CENTER,1011 NORTH MAIN STREET,PARIS,IL,61944,N,,0,0,0,0,0,12,0,9,0,0,128,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,Edgar,,,POINT (-87.694416 39.626423)
11/08/2020,145135,RICHLAND NURSING & REHAB,900 EAST SCOTT STREET,OLNEY,IL,62450,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richland,,,POINT (-88.07309700000002 38.737779)
11/08/2020,145259,ALDEN PARK STRATHMOOR,5668 STRATHMOOR DRIVE,ROCKFORD,IL,61107,Y,Y,0,2,1,1,0,0,0,10,0,0,189,140,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,0,94,Y,4,8,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,18,0,Y,Y,7.1,0.0,0.0,Winnebago,N,Y,POINT (-89.005866 42.269059)
11/08/2020,145243,ACCOLADE HEALTHCARE DANVILLE,801 NORTH LOGAN AVENUE,DANVILLE,IL,61832,Y,Y,0,0,1,1,0,4,0,0,0,0,97,73,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,3,1,Y,3,19,0,32,0,0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.7,0.0,0.0,Vermilion,N,Y,POINT (-87.644911 40.137482)
11/08/2020,145062,HERITAGE HEALTH-STREATOR,1525 EAST MAIN STREET,STREATOR,IL,61364,Y,Y,0,0,0,2,0,0,0,8,0,0,130,83,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,3,4,Y,4,23,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,24.1,0.0,0.0,LaSalle,N,N,POINT (-88.810631 41.12102)
11/08/2020,145379,ALDEN VALLEY RIDGE REHAB & HCC,275 EAST ARMY TRAIL ROAD,BLOOMINGDALE,IL,60108,Y,Y,0,7,9,14,2,18,0,9,0,2,207,146,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,0,30,Y,4,7,0,7,0,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,95.9,13.7,14.3,DuPage,Y,N,POINT (-88.062328 41.93518)
11/08/2020,145446,MARIGOLD REHABILITATION HCC,275 EAST CARL SANDBURG DRIVE,GALESBURG,IL,61401,Y,N,2,2,33,47,0,0,6,34,4,4,172,111,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,19,120,Y,22,31,0,4,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0,0,,N,423.4,36.0,8.5,Knox,Y,N,POINT (-90.366004 40.976622)
11/08/2020,145336,WARREN BARR GOLD COAST,66 WEST OAK STREET,CHICAGO,IL,60610,Y,Y,0,7,13,43,0,22,2,39,1,5,221,169,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,Y,Y,N,N,,,,4,35,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,254.4,29.6,11.6,Cook,Y,N,POINT (-87.630392 41.900579)
11/08/2020,145142,ALDEN DEBES REHAB & HCC,550 SOUTH MULFORD AVENUE,ROCKFORD,IL,61108,Y,Y,0,7,0,9,0,4,1,31,0,6,268,153,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,0,0,Y,5,16,1,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,58.8,39.2,66.7,Winnebago,N,N,POINT (-88.99967200000002 42.260641)
