Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
VILLASPRING OF ERLANGER,185447,4220 HOUSTON ROAD,ERLANGER,Kenton,0,0,14,0,124,2,1,0
"NHC HEALTHCARE, GLASGOW",185093,109  HOMEWOOD BLVD.,GLASGOW,Barren,0,0,14,0,168,2,1,0
TRADEWATER POINTE,185133,100 WEST RAMSEY,DAWSON SPRINGS,Hopkins,0,1,1,0,47,0,0,0
REDBANKS,185124,851 KIMSEY LANE,HENDERSON,Henderson,0,0,0,0,162,0,0,0
HAZARD HEALTH AND REHABILITATION CENTER,185134,390 PARK AVENUE,HAZARD,Perry,1,22,8,0,187,1,10,0
"BRIGHTON CORNERSTONE GROUP, LLC",185013,55 EAST NORTH STREET,MADISONVILLE,Hopkins,0,0,0,0,45,0,0,0
"MADISONVILLE HEALTH AND REHABILITATION, LLC",185015,419 NORTH SEMINARY ST,MADISONVILLE,Hopkins,0,1,4,0,82,1,2,0
KENWOOD HEALTH AND REHABILITATION CENTER,185061,130 MEADOWLARK DRIVE,RICHMOND,Madison,1,0,7,0,78,0,2,0
PIKEVILLE NURSING AND REHAB CENTER,185094,260 SOUTH MAYO TRAIL,PIKEVILLE,Pike,0,9,15,0,83,0,5,0
SIGNATURE HEALTHCARE AT HILLCREST,185120,3740 OLD HARTFORD ROAD,OWENSBORO,Daviess,0,0,0,0,123,0,0,0
"FULTON NURSING AND REHABILITATION, LLC",185047,1004 HOLIDAY LANE,FULTON,Fulton,0,0,0,0,44,3,0,0
OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL LTC,185008,440 HOPKINSVILLE STREET,GREENVILLE,Muhlenberg,0,0,0,0,39,0,0,0
SIGNATURE HEALTHCARE OF ELIZABETHTOWN,185118,1117 WOODLAND DRIVE,ELIZABETHTOWN,Hardin,1,0,0,0,81,0,0,0
HILLSIDE CENTER,185012,1500 PRIDE AVENUE,MADISONVILLE,Hopkins,1,3,2,0,59,4,0,0
