Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
GREENBRIER NURSING HOME,375353,1119 EAST OWEN K GARRIOTT ROAD,ENID,Garfield,0,0,5,0,105,0,0,0
GRACE SKILLED AND NURSING THERAPY NORMAN,375122,4554 WEST MAIN,NORMAN,Cleveland,1,0,4,0,79,1,0,0
MCLOUD NURSING CENTER,375347,701 SOUTH 8TH STREET,MCLOUD,Pottawatomie,0,0,0,0,59,0,0,0
HERITAGE VILLAGE NURSING HOME,375199,801 HWY 48 NORTH,HOLDENVILLE,Hughes,1,0,12,0,61,1,0,0
LINDSAY NURSING & REHAB,375206,1103 WEST CHEROKEE,LINDSAY,Garvin,0,0,2,0,50,0,0,0
ROLLING HILLS CARE CENTER,375241,801 NORTH 193 EAST AVENUE,CATOOSA,Rogers,0,2,13,0,81,0,0,0
RIVERSIDE HEALTH SERVICES,375371,1008 ARKANSAS STREET,ARKOMA,Le Flore,0,0,0,0,38,0,0,0
SOUTHERN HILLS REHABILITATION CENTER,375172,5170 SOUTH VANDALIA,TULSA,Tulsa,20,22,4,3,59,0,0,1
JAN FRANCES CARE CENTER,375243,815 NORTH COUNTRY CLUB ROAD,ADA,Pontotoc,0,0,14,0,46,0,0,0
FOUR SEASONS REHABILITATION & CARE,375238,1212 FOUR SEASONS DRIVE,DURANT,Bryan,0,3,0,0,59,2,4,0
COUNTRYSIDE ESTATES,375341,HIGHWAY 64 EAST,WARNER,Muskogee,0,0,13,0,77,0,10,0
BRENTWOOD EXTENDED CARE & REHAB,375174,841 NORTH 38TH STREET,MUSKOGEE,Muskogee,0,0,0,0,72,0,0,0
BALLARD NURSING CENTER,375263,201 WEST 5TH STREET,ADA,Pontotoc,0,0,0,0,40,0,0,0
MANGUM SKILLED NURSING AND THERAPY,375207,320 CAREY STREET,MANGUM,Greer,0,1,12,12,35,0,1,0
KINGWOOD SKILLED NURSING AND THERAPY,375155,1921 NORTHEAST 21ST STREET,OKLAHOMA CITY,Oklahoma,0,0,4,0,70,0,0,0
THE FOUNTAINS AT CANTERBURY,375183,1400 NORTHWEST 122ND STREET,OKLAHOMA CITY,Oklahoma,0,1,0,0,41,0,8,0
