Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
TOWNER COUNTY LIVING CTR,355068,701 11TH ST,CANDO,Towner,0,2,0,0,26,0,12,0
MARIAN MANOR HEALTHCARE CENTER,355036,604 ASH AVE E,GLEN ULLIN,Morton,10,1,4,0,62,8,6,0
GOOD SAMARITAN SOCIETY - LAKOTA,355104,608 4TH AVE SW,LAKOTA,Nelson,0,1,4,0,40,1,8,0
NELSON COUNTY HEALTH SYSTEM CARE CENTER,355052,108 E NYHUS AVE,MCVILLE,Nelson,2,0,3,0,38,5,0,0
MOUNTRAIL BETHEL HOME,355044,615 6TH ST SE,STANLEY,Mountrail,0,5,2,0,32,4,7,0
ST VINCENT'S - A PROSPERA COMMUNITY,355060,1021 N 26TH ST,BISMARCK,Burleigh,,,,,,,,
ELIM CARE CENTER,355085,3534 UNIVERSITY DR S,FARGO,Cass,0,0,0,0,0,0,0,0
GRIGGS COUNTY CARE CENTER,355039,1200 ROBERTS AVE NE,COOPERSTOWN,Griggs,0,1,4,0,37,1,10,0
EVENTIDE HEARTLAND,355069,620 14TH AVE NE,DEVILS LAKE,Ramsey,1,4,4,1,71,3,35,0
ELM CREST MANOR,355110,100 ELM AVE,NEW SALEM,Morton,1,1,5,1,63,7,2,0
AVE MARIA VILLAGE,355082,501 19TH ST NE,JAMESTOWN,Stutsman,0,0,10,0,99,7,7,0
MAPLE MANOR CARE CENTER,355050,1116 9TH AVE,LANGDON,Cavalier,2,0,2,0,38,0,0,0
FOUR SEASONS HEALTH CARE INC,355103,483 4TH ST SW,FORMAN,Sargent,0,0,0,0,33,0,2,0
MISSOURI SLOPE,355059,2425 HILLVIEW AVE,BISMARCK,Burleigh,10,6,0,0,201,27,5,0
ASHLEY MEDICAL CENTER NURSING HOME,355091,612 CENTER AVE N,ASHLEY,McIntosh,6,2,6,1,24,12,46,0
NORTH DAKOTA VETERANS HOME,355114,1600 VETERANS DRIVE,LISBON,Ransom,0,0,3,0,49,1,2,0
DUNSEITH COM NURSING HOME,355080,15 1ST ST NE,DUNSEITH,Rolette,0,0,3,0,21,0,0,0
STRASBURG NURSING HOME,355049,409 S 3RD ST,STRASBURG,Emmons,0,2,3,0,43,3,3,0
"MILLER POINTE, A PROSPERA COMMUNITY",355106,3500 21ST ST SE,MANDAN,Morton,1,0,13,1,118,9,3,0
EVENTIDE AT SHEYENNE CROSSINGS,355124,125 13TH AVENUE WEST,WEST FARGO,Cass,3,0,0,0,62,13,2,0
HEART OF AMERICA CARE CENTER,355032,800 MAIN AVENUE SOUTH,RUGBY,Pierce,0,0,4,0,43,1,3,0
NORTHWOOD DEACONESS HEALTH CNT,355076,4 N PARK ST,NORTHWOOD,Grand Forks,2,0,5,0,37,1,1,0
TIOGA MEDICAL CENTER LTC,355034,810 N WELO ST,TIOGA,Williams,,,,,,,,
EVENTIDE JAMESTOWN,355078,1300 2ND PL NE,JAMESTOWN,Stutsman,1,8,1,0,91,10,20,0
SHEYENNE CARE CENTER,355077,979 CENTRAL AVE N,VALLEY CITY,Barnes,0,8,22,0,166,5,8,0
SUNSET DRIVE - A PROSPERA COMMUNITY,355065,1011 BOUNDARY ST NW,MANDAN,Morton,9,0,32,0,121,15,1,0
PRINCE OF PEACE CARE CENTER,355048,201 8TH ST N,ELLENDALE,Dickey,0,1,3,0,51,1,4,0
BETHANY ON 42ND,355123,4255 30TH AVE S,FARGO,Cass,5,0,20,0,112,17,32,0
