Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
AUGUSTANA HCC OF APPLE VALLEY,245264,14650 GARRETT AVENUE,APPLE VALLEY,Dakota,22,1,15,0,155,26,0,0
MILLE LACS HEALTH SYSTEM,245127,200 NORTH ELM STREET,ONAMIA,Mille Lacs,1,0,0,0,41,1,0,0
NORTH RIDGE HEALTH AND REHAB,245183,5430 BOONE AVENUE NORTH,NEW HOPE,Hennepin,102,19,68,35,231,97,121,1
NEILSON PLACE,245039,1000 ANNE STREET NORTHWEST,BEMIDJI,Beltrami,0,8,16,0,69,6,75,0
MEADOW LANE REHABILITATION & HEALTHCARE CTR,245313,2209 UTAH AVENUE,BENSON,Swift,1,0,0,0,30,1,0,0
BENEDICTINE CARE COMMUNITY,245502,201 9TH STREET WEST,ADA,Norman,1,1,5,0,45,1,9,0
SHAKOPEE FRIENDSHIP MANOR,245445,1340 THIRD AVENUE WEST,SHAKOPEE,Scott,27,8,31,4,49,11,5,0
THE WATERVIEW PINES LLC,245283,1201 8TH STREET SOUTH,VIRGINIA,St. Louis,6,2,12,3,69,6,11,0
STERLING PARK HEALTH CARE CENTER,245375,142 NORTH FIRST STREET,WAITE PARK,Stearns,18,2,11,4,29,15,4,0
LAKESHORE INN NURSING HOME,245388,108  8TH STREET NORTHWEST,WASECA,Waseca,18,12,16,7,21,20,14,0
VALLEY CARE AND REHAB LLC,245281,"600 FIFTH STREET SOUTHEAST, BOX 129",BARNESVILLE,Clay,0,0,0,0,29,0,0,0
NEW RICHLAND CARE CENTER,245316,312  NORTHEAST 1ST STREET,NEW RICHLAND,Waseca,1,10,16,0,40,3,35,0
MADONNA TOWERS OF ROCHESTER INC,245153,4001 19TH AVENUE NORTHWEST,ROCHESTER,Olmsted,0,0,9,0,57,3,0,0
CENTENNIAL GARDENS FOR NURSING & REHABILITATION,245289,3245 VERA CRUZ AVENUE NORTH,CRYSTAL,Hennepin,13,0,13,11,53,35,6,4
GOOD SAMARITAN SOCIETY - WOODLAND,245488,100 BUFFALO HILLS LANE,BRAINERD,Crow Wing,0,0,4,0,31,0,4,0
OSTRANDER CARE AND REHAB,245464,305 MINNESOTA STREET,OSTRANDER,Fillmore,0,0,3,0,18,0,0,0
LAKEVIEW METHODIST HEALTH CARE CENTER,245280,610 SUMMIT DRIVE,FAIRMONT,Martin,0,1,6,0,54,3,16,0
SOUTH SHORE CARE CENTER,245596,1307 SOUTH SHORE DRIVE PO BOX 69,WORTHINGTON,Nobles,,,,,,,,
FRIENDSHIP VILLAGE OF BLOOMINGTON,245229,8100 HIGHWOOD DRIVE,BLOOMINGTON,Hennepin,2,14,17,0,51,10,3,0
EDENBROOK OF EDINA,245275,6200 XERXES AVENUE SOUTH,MINNEAPOLIS,Hennepin,15,3,17,5,58,15,4,0
BOUNDARY WATERS CARE CENTER,245138,200 WEST CONAN STREET,ELY,St. Louis,0,3,6,0,32,3,5,0
CHOSEN VALLEY CARE CENTER,245423,1102 LIBERTY STREET SOUTHEAST,CHATFIELD,Fillmore,0,15,7,0,50,1,33,0
LAKESIDE MEDICAL CENTER,245374,129 EAST 6TH AVENUE,PINE CITY,Pine,0,5,5,0,28,0,11,0
CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME,245341,425 N ELM STREET,SAUK CENTRE,Stearns,2,3,11,0,50,3,12,0
WOODLYN HEIGHTS HEALTHCARE CENTER,245320,2060 UPPER 55TH STREET EAST,INVER GROVE HEIGHTS,Dakota,14,5,18,5,58,9,8,0
CREST VIEW LUTHERAN HOME,245018,4444 RESERVOIR BOULEVARD NORTHEAST,COLUMBIA HEIGHTS,Anoka,16,7,14,8,98,22,6,0
THE VILLA AT ST LOUIS PARK,245182,7500 WEST 22ND STREET,SAINT LOUIS PARK,Hennepin,1,9,16,0,90,8,12,0
CAMILIA ROSE CARE CENTER LLC,245353,11800 XEON BOULEVARD,COON RAPIDS,Anoka,40,3,29,29,52,11,0,0
PRESBYTERIAN HOMES OF ARDEN HILLS,245424,3220 LAKE JOHANNA BOULEVARD,ARDEN HILLS,Ramsey,48,0,94,21,132,44,19,0
AVERA MORNINGSIDE HEIGHTS CARE CENTER,245228,300 SOUTH BRUCE STREET,MARSHALL,Lyon,0,11,33,0,67,9,42,0
ECUMEN LAKESHORE,245215,4002 LONDON ROAD,DULUTH,St. Louis,0,2,1,0,37,0,18,0
PARK VIEW CARE CENTER,245474,200 PARK LANE,BUFFALO,Wright,15,9,20,4,97,15,25,0
WARROAD CARE CENTER,245329,1401 LAKE STREET NORTHWEST,WARROAD,Roseau,0,6,12,0,45,1,42,0
NEW BRIGHTON A VILLA CENTER,245164,825  FIRST AVENUE NORTHWEST,NEW BRIGHTON,Ramsey,25,8,13,6,75,7,7,0
ZUMBROTA CARE CENTER,245376,433 MILL STREET,ZUMBROTA,Goodhue,0,1,9,0,36,1,11,0
