Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
DOWNTOWN HEALTH AND REHABILITATION CENTER,455651,424 S ADAMS ST,FORT WORTH,Tarrant,50,2,24,8,106,18,0,0
GOLDEN PALMS RETIREMENT AND HEALTH CENTER,455672,2101 TREASURE HILLS BLVD,HARLINGEN,Cameron,4,3,8,0,41,7,11,0
MORNINGSIDE MANOR,455523,602 BABCOCK RD,SAN ANTONIO,Bexar,1,13,21,0,64,6,10,0
RETIREMENT AND NURSING CENTER AUSTIN,455862,6909 BURNET LN,AUSTIN,Travis,,,,,,,,
AVALON PLACE WHARTON,455699,1405 VALHALLA DR,WHARTON,Wharton,17,3,16,4,59,10,3,0
MARSHALL MANOR NURSING & REHABILITATION CENTER,455646,1007 S WASHINGTON AVE,MARSHALL,Harrison,115,27,31,2,86,77,33,0
VAN HEALTHCARE,455856,169 S OAK ST,VAN,Van Zandt,0,0,4,0,48,1,2,0
TLC WEST NURSING AND REHABILITATION,455522,1700 MARLANDWOOD RD,TEMPLE,Bell,17,2,1,0,42,21,0,0
SENIOR CARE OF CORPUS CHRISTI,455697,202 FORTUNE DR,CORPUS CHRISTI,Nueces,24,22,6,1,66,24,11,0
RETAMA MANOR NURSING CENTER/LAREDO-WEST,455528,1200 LANE,LAREDO,Webb,12,0,18,0,109,41,0,0
MERIDIAN CARE OF ALICE,455455,218 219 N KING ST,ALICE,Jim Wells,70,0,20,9,97,29,2,0
BEDFORD WELLNESS & REHABILITATION,455798,2001 FOREST RIDGE DR,BEDFORD,Tarrant,56,20,5,1,67,32,11,0
COURTYARD NURSING AND REHABILITATION,455613,7499 STANWICK DR,HOUSTON,Harris,5,0,2,1,73,0,3,0
MERIDIAN CARE MONTE VISTA,455450,616 W RUSSELL PL,SAN ANTONIO,Bexar,30,0,0,0,28,39,0,0
SPRING OAKS NURSING AND REHABILITATION LP,455889,901 CENTRAL TEXAS EXPWY,LAMPASAS,Lampasas,0,0,0,0,42,5,0,0
OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA,455703,1525 TULL DR,KATY,Harris,88,6,38,22,74,23,9,0
NORTHEAST REHABILITATION AND HEALTHCARE CENTER,455754,603 CORINNE ST,SAN ANTONIO,Bexar,58,2,2,2,63,24,5,0
COLONIAL MANOR NURSING CENTER,455631,2035 N GRANBURY ST,CLEBURNE,Johnson,61,43,29,21,83,49,22,0
CARTHAGE HEALTHCARE CENTER,455963,701 S MARKET ST,CARTHAGE,Panola,2,0,3,1,56,3,0,0
CLARKSVILLE NURSING CENTER,455985,300 E BAKER ST,CLARKSVILLE,Red River,39,23,12,10,41,20,39,0
WHITE SETTLEMENT NURSING CENTER,455475,7820 SKYLINE PARK DR,WHITE SETTLEMENT,Tarrant,26,49,3,0,91,6,2,0
MONUMENT REHABILITATION AND NURSING CENTER,455715,120 STATE LOOP 92,LA GRANGE,Fayette,5,29,1,0,62,5,5,0
MARSHALL MANOR WEST,455879,207 W MERRITT ST,MARSHALL,Harrison,7,0,18,13,48,30,4,0
PEBBLE CREEK NURSING CENTER,455718,11608 SCOTT SIMPSON DR,EL PASO,El Paso,88,3,15,10,72,48,3,0
SKYLINE NURSING CENTER,455653,3326 BURGOYNE,DALLAS,Dallas,29,2,2,2,145,8,2,0
JEFFREY PLACE HEALTHCARE CENTER,455489,820 JEFFREY DR,WACO,McLennan,40,5,11,4,72,20,7,0
LYNWOOD NURSING AND REHABILITATION LP,455871,803 S ALAMO,LEVELLAND,Hockley,54,9,25,20,46,29,1,0
ROWLETT HEALTH AND REHABILITATION CENTER,455904,9300 LAKEVIEW PKWY,ROWLETT,Dallas,2,0,22,0,128,9,3,0
SENIOR CARE OF WESTERN HILLS,455785,512 DRAPER DR,TEMPLE,Bell,,,,,,,,
PARK VIEW CARE CENTER,455606,3301 VIEW ST,FORT WORTH,Tarrant,23,4,21,23,154,27,10,0
THE LAKES AT TEXAS CITY,455490,424 N TARPEY RD,TEXAS CITY,Galveston,11,18,20,11,57,22,4,0
THE ARBORS HEALTHCARE AND REHABILITATION CENTER,455840,1884 LOOP 343 WEST,RUSK,Cherokee,50,16,24,12,49,30,9,0
DENISON NURSING AND REHABILITATION LP,455563,601 E HWY 69,DENISON,Grayson,6,0,3,0,23,1,0,0
LAKE JACKSON HEALTHCARE CENTER,455477,413 GARLAND DR,LAKE JACKSON,Brazoria,0,1,0,0,55,5,4,0
PLUM CREEK HEALTHCARE RESIDENCE,455675,5601 PLUM CREEK DR,AMARILLO,Potter,47,5,17,10,96,40,0,0
WESTVIEW MANOR AND REHABILITATION CENTER,455554,414 JOHNSON DR,MC GREGOR,McLennan,6,2,20,1,89,7,0,0
ENNIS CARE CENTER,455486,1200 S HALL ST,ENNIS,Ellis,23,17,19,7,78,10,9,0
RETAMA MANOR NURSING CENTER/SAN ANTONIO NORTH,455817,501 OGDEN,SAN ANTONIO,Bexar,43,0,14,0,78,35,0,0
VISTA DEL MAR HEALTH & REHABILITATION,455359,1314 3RD STREET,CORPUS CHRISTI,Nueces,10,0,2,1,47,12,2,1
WELLINGTON OAKS NURSING AND REHABILITATION LP,455674,701 SAINT LOUIS AVE,FORT WORTH,Tarrant,91,3,13,10,61,41,4,0
SENIOR CARE AT STEPHENVILLE,455906,2601 NORTHWEST LOOP,STEPHENVILLE,Erath,2,1,30,0,86,6,4,0
CHANDLER NURSING CENTER,455910,300 CHERRY ST,CHANDLER,Henderson,46,5,15,8,49,32,3,0
COPPERAS COVE LTC PARTNERS INC,455515,607 W AVE B,COPPERAS COVE,Coryell,0,0,0,0,64,6,3,0
BUENA VIDA NURSING AND REHAB-SAN ANTONIO,455390,5027 PECAN GROVE,SAN ANTONIO,Bexar,46,1,13,2,73,24,4,0
AFTON OAKS NURSING CENTER,455682,7514 KINGSLEY ST,HOUSTON,Harris,31,23,7,5,107,47,8,0
NORTHWEST HEALTH AND REHABILITATION CENTER,455714,17600 CALI DR,HOUSTON,Harris,67,0,27,5,105,17,0,0
GRANBURY REHAB & NURSING,455929,2124 PALUXY HWY,GRANBURY,Hood,41,16,18,7,71,28,11,0
WEDGEWOOD NURSING HOME,455572,6621 DAN DANCIGER RD,FORT WORTH,Tarrant,0,0,1,1,75,1,3,0
COUNTRYSIDE NURSING AND REHABILITATION LP,455930,1700 N WASHINGTON,PILOT POINT,Denton,56,5,12,6,55,23,6,0
THE ROSEWOOD RETIREMENT COMMUNITY,455503,5700 E CENTRAL TEXAS EXPWY,KILLEEN,Bell,26,3,8,3,33,15,12,0
PARKWOOD IN THE PINES,455673,902 HILL STREET,LUFKIN,Angelina,1,0,2,0,82,9,1,0
PALESTINE HEALTHCARE CENTER,455565,1816 TILE FACTORY RD,PALESTINE,Anderson,38,5,10,8,58,39,10,0
SAN JOSE NURSING CENTER,45E312,406 SHARMAIN PL,SAN ANTONIO,Bexar,0,0,0,0,41,1,0,0
MESA VISTA INN HEALTH CENTER,455444,5756 N KNOLL DR,SAN ANTONIO,Bexar,55,4,29,6,94,16,1,0
THE WOODLANDS HEALTHCARE CENTER,455876,4650 S PANTHER CREEK DR,THE WOODLANDS,Montgomery,66,0,44,4,120,18,8,0
ADVANCED HEALTH & REHAB CENTER OF GARLAND,455731,1201 COLONEL DRIVE,GARLAND,Dallas,2,6,19,0,104,4,3,0
KENNEDY HEALTH & REHAB,455855,504 N JOHN REDDITT DR,LUFKIN,Angelina,31,0,8,2,72,18,0,1
LANDMARK OF PLANO REHABILITATION AND NURSING CENTE,455861,1621 COIT RD,PLANO,Collin,0,0,0,0,58,17,8,0
UNIVERSITY PARK NURSING AND REHABILITATION LP,455916,4511 CORONADO AVE,WICHITA FALLS,Wichita,69,0,1,1,72,23,1,0
VISTA HILLS HEALTH CARE CENTER,455493,1599 LOMALAND DR,EL PASO,El Paso,,,,,,,,
DIVERSICARE OF LAKE HIGHLANDS,455895,9009 WHITE ROCK TR,DALLAS,Dallas,45,4,20,3,141,35,5,0
SCC AT VALLEY GRANDE,455423,901 WILDROSE LN,BROWNSVILLE,Cameron,60,8,21,15,65,46,6,2
RICHLAND HILLS REHABILITATION AND HEALTHCARE CENTE,455576,3109 KINGS CT,FORT WORTH,Tarrant,39,1,17,4,56,14,1,0
GRACE CARE CENTER OF OLNEY,455611,1402 W ELM,OLNEY,Young,80,10,7,0,43,15,1,0
SHARPVIEW RESIDENCE AND REHABILITATION CENTER,455333,7505 BELLERIVE,HOUSTON,Harris,3,6,21,21,59,8,6,0
RENAISSANCE PARK MULTI CARE CENTER,455891,4252 BRYANT IRVIN RD,FORT WORTH,Tarrant,45,3,13,5,37,22,18,0
WURZBACH NURSING AND REHABILITATION,455824,8300 WURZBACH RD,SAN ANTONIO,Bexar,0,0,27,0,89,4,0,0
GRACE CARE CENTER OF HENRIETTA,455893,807 W BOIS D ARC,HENRIETTA,Clay,8,0,6,0,35,3,2,0
ALTA VISTA REHABILITATION AND HEALTHCARE,455625,510 PAREDES LINE RD,BROWNSVILLE,Cameron,39,13,9,7,69,19,16,1
FOCUSED CARE AT CLARKSVILLE,455944,2407 WEST MAIN STREET,CLARKSVILLE,Red River,0,2,1,0,46,6,0,0
KNOPP HEALTHCARE AND REHAB CENTER INC,455278,1208 N LLANO,FREDERICKSBURG,Gillespie,9,16,11,0,54,3,1,0
OAK BROOK HEALTH CARE CENTER,455753,107 STACY,WHITEHOUSE,Smith,71,8,32,11,87,25,0,0
GREENVIEW MANOR,455638,401 OWEN LN,WACO,McLennan,13,0,25,1,93,12,0,0
STEVENS HEALTHCARE OF YOAKUM,455544,204 WALTER ST,YOAKUM,DeWitt,18,4,14,3,49,17,3,0
PORT LAVACA NURSING AND REHABILITATION CENTER,455999,524 VILLAGE RD,PORT LAVACA,Calhoun,0,0,12,0,99,7,0,0
OAKMONT GUEST CARE CENTER LLC,455626,2712 N HURSTVIEW,HURST,Tarrant,2,2,0,0,115,2,4,0
ROBSTOWN NURSING AND REHABILITATION CENTER,455838,603 E AVE J,ROBSTOWN,Nueces,16,25,1,1,57,19,14,0
BROOKDALE WESTLAKE HILLS,455866,1034 LIBERTY PARK DR,AUSTIN,Travis,1,0,12,0,41,15,9,0
THE FORUM AT MEMORIAL WOODS HEALTHCARE CENTER,455854,777 N POST OAK RD,HOUSTON,Harris,5,0,13,0,21,8,3,0
MOUNTAIN VIEW HEALTH & REHABILITATION,455471,1600 MURCHISON RD,EL PASO,El Paso,31,1,57,32,111,71,2,0
MISSION NURSING & REHABILITATION CENTER,455761,1013 S BRYAN RD,MISSION,Hidalgo,54,22,29,14,87,28,23,0
VERANDA REHABILITATION AND HEALTHCARE,455925,4301 S EXPRESSWAY 83,HARLINGEN,Cameron,5,0,9,3,79,7,10,0
DFW NURSING & REHAB,455881,900 W LEUDA ST,FORT WORTH,Tarrant,,,,,,,,
