Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
KABUL NURSING HOMES INC,265055,1000 MAIN STREET,CABOOL,Texas,0,0,9,0,45,9,0,0
WILSON'S CREEK NURSING & REHAB,265161,3403 WEST MT VERNON,SPRINGFIELD,Greene,90,6,5,5,119,38,6,0
"NHC HEALTHCARE, JOPLIN",265175,"2700 EAST 34TH STREET,  PO BOX 2877",JOPLIN,Newton,63,10,22,9,65,50,26,0
LEWIS & CLARK GARDENS,265160,1221 BOONES LICK ROAD,SAINT CHARLES,St. Charles,69,4,18,8,74,25,12,0
"VILLA AT BLUE RIDGE, THE",265251,701 BLUE RIDGE ROAD,COLUMBIA,Boone,5,2,2,0,67,7,6,0
MARIES MANOR,265249,174 BALLPARK ROAD,VIENNA,Maries,3,0,5,1,57,11,0,0
WARRENTON MANOR,265181,65 STATE HWY AA,WRIGHT CITY,Warren,0,0,8,0,78,1,0,0
MARYMOUNT MANOR,265140,"313 AUGUSTINE RD, PO BOX 600",EUREKA,St. Louis,44,0,0,12,76,5,0,0
"MARY, QUEEN AND MOTHER CENTER",265159,7601 WATSON ROAD,SHREWSBURY,St. Louis,73,56,42,26,101,44,14,2
OSAGE BEACH REHABILITATION AND HEALTH CARE CENTER,265171,844 PASSOVER ROAD,OSAGE BEACH,Camden,60,5,29,12,51,33,0,0
CHARLESTON MANOR,265165,1220 EAST MARSHALL,CHARLESTON,Mississippi,14,1,3,2,35,13,7,0
FRIENDSHIP VILLAGE CHESTERFIELD,265121,15201 OLIVE BOULEVARD,CHESTERFIELD,St. Louis,27,27,29,10,65,17,40,0
SPRINGFIELD REHABILITATION & HEALTH CARE CENTER,265157,"2800 SOUTH FORT AVENUE, PO BOX 3438GS",SPRINGFIELD,Greene,3,0,29,1,97,9,3,0
DELMAR GARDENS OF CHESTERFIELD,265170,14855 NORTH OUTER 40 ROAD,CHESTERFIELD,St. Louis,66,101,39,5,151,29,43,0
CLINTON HEALTHCARE AND REHABILITATION CENTER,265255,1009 EAST OHIO,CLINTON,Henry,5,1,6,0,67,3,0,0
ST ANDREW'S AT FRANCIS PLACE,265195,300 FORBY ROAD,EUREKA,St. Louis,20,0,0,0,92,14,0,0
