Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
PARHAM HEALTH CARE & REHAB CEN,495097,2400 E PARHAM ROAD,RICHMOND,Henrico,0,0,17,0,152,6,1,0
FARMVILLE HEALTH & REHAB CENTER,495249,1575 SCOTT DRIVE  ROUTE 5,FARMVILLE,Prince Edward,76,10,13,4,98,12,3,0
THE ORCHARD,495364,20 DELFAE DRIVE,WARSAW,Richmond,1,9,9,2,70,4,47,0
CONSULATE HEALTHCARE OF WILLIAMSBURG,495190,1811 JAMESTOWN ROAD,WILLIAMSBURG,James City,8,24,20,3,82,5,5,0
WOODHAVEN HALL AT WILLIAMSBURG LANDING,495184,5500 WILLIAMSBURG LANDING DR,WILLIAMSBURG,James City,1,1,0,0,46,10,0,0
MANORCARE HEALTH SERVICES-IMPERIAL,495283,1719 BELLEVUE AVENUE,RICHMOND,Henrico,28,46,23,11,78,15,39,0
ELIZABETH ADAM CRUMP HEALTH AND REHAB,495299,3600 MOUNTAIN ROAD,GLEN ALLEN,Henrico,5,0,0,0,,6,3,0
WARREN MEMORIAL HOSP LYNN CARE,495316,1000 SHENANDOAH AVENUE,FRONT ROYAL,Warren,8,1,8,1,92,13,3,0
LANCASHIRE CONVALESCENT AND REHABILITATION CENTER,495345,287 SCHOOL STREET,KILMARNOCK,Lancaster,1,18,14,0,82,2,18,0
HERITAGE HALL  FRONT ROYAL,495301,400 WEST STRASBURG ROAD,FRONT ROYAL,Warren,37,10,16,8,30,8,4,0
WESTMINSTER-CANTERBURY OF RICHMOND,495096,1600 WESTBROOK AVE,RICHMOND,Henrico,32,59,70,0,132,41,136,0
LOUISA HEALTH & REHABILITATION CENTER,495282,210 ELM STREET,LOUISA,Louisa,23,0,4,3,63,18,9,0
HERITAGE HALL-RICH CREEK,495371,120  OLD VIRGINIA AVENUE,RICH CREEK,Giles,13,0,12,0,98,21,4,0
WALTER REED CONVALESCENT AND REHABILITATION CENTER,495276,POST OFFICE BOX 887,GLOUCESTER,Gloucester,1,42,32,0,126,5,36,0
SUMMIT HEALTH & REHABILITATION CENTER,495381,1300 ENTERPRISE DRIVE,LYNCHBURG,Lynchburg City,1,0,14,0,68,10,0,0
WESTWOOD CENTER,495200,WESTWOOD MEDICAL PARK,BLUEFIELD,Tazewell,4,4,21,0,53,8,4,0
HENRICO HEALTH & REHABILITATION CENTER,495193,561 NORTH AIRPORT DRIVE,HIGHLAND SPRINGS,Henrico,47,1,7,5,78,25,0,0
FRANKLIN HEALTH AND REHABILITATION CENTER,495207,720 ORCHARD AVENUE,ROCKY MOUNT,Franklin,6,20,21,1,100,13,20,0
FREDERICKSBURG HEALTH AND REHAB,495240,3900 PLANK ROAD,FREDERICKSBURG,Spotsylvania,42,0,0,0,74,30,1,0
NORTHAMPTON CONVALESCENT AND REHABILITATION CENTER,495367,1028 TOPPING LANE,HAMPTON,Hampton City,35,27,16,0,28,8,9,0
CHERRYDALE HEALTH AND REHABILITATION CENTER,495121,3710 LEE HIGHWAY,ARLINGTON,Arlington,84,14,20,8,132,31,0,0
GRACE HEALTH AND REHAB CENTER OF GREENE COUNTY,495343,355 WILLIAM MILLS DRIVE,STANARDSVILLE,Greene,3,20,10,0,71,29,45,0
