Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
11/29/2020,515116,GOOD SAMARITAN SOCIETY OF BARBOUR COUNTY,216 SAMARITAN CIRCLE,BELINGTON,WV,26250,Y,Y,0,9,0,0,,0,0,0,0,0,56,43,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0,56,,3,6,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Barbour,N,N,,Week 28 - Nov 29
11/29/2020,515029,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26651,Y,Y,0,0,0,0,,1,0,4,0,0,52,50,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,50,80,,0,3,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Nicholas,N,N,POINT (-80.831136 38.291903),Week 28 - Nov 29
11/29/2020,515065,ELDERCARE HEALTH AND REHABILITATION,107 MILLER DRIVE,RIPLEY,WV,25271,Y,Y,0,3,0,70,,10,1,33,0,15,120,79,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0,0,,0,36,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,886.1,189.9,21.4,Jackson,N,N,POINT (-81.724172 38.820384),Week 28 - Nov 29
11/29/2020,515122,STONERISE KEYSER,135 SOUTHERN DRIVE,KEYSER,WV,26726,Y,Y,0,0,38,68,,9,6,38,6,8,122,93,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,15,156,,11,26,0,28,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,408.6,64.5,731.2,86.0,11.8,Mineral,Y,N,POINT (-78.992811 39.428869000000006),Week 28 - Nov 29
11/29/2020,515123,STONERISE WELLSBURG,70 VALLEY HAVEN DR,WELLSBURG,WV,26070,Y,Y,0,0,0,48,,7,0,20,0,8,60,44,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0,77,,0,19,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,1090.9,181.8,16.7,Brooke,N,N,,Week 28 - Nov 29
11/29/2020,515140,TRINITY HEALTH CARE OF LOGAN,1000 WEST PARK AVENUE,LOGAN,WV,25601,Y,Y,0,9,0,121,,0,0,29,0,16,120,78,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,75,127,,0,64,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,1551.3,205.1,13.2,Logan,N,N,POINT (-81.98706 37.84917),Week 28 - Nov 29
11/29/2020,515100,WHITE SULPHUR SPRINGS CENTER,345 POCAHONTAS TRAIL,WHITE SULPHUR SPRING,WV,24986,Y,Y,0,0,0,2,,6,0,19,0,0,68,66,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,9,69,,0,0,0,5,0,0,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,0,0,30.3,0.0,0.0,Greenbrier,N,N,POINT (-80.286294 37.805127),Week 28 - Nov 29
11/29/2020,515141,STONERISE BRIDGEPORT,41 CRESTVIEW TERRACE,BRIDGEPORT,WV,26330,Y,Y,0,0,0,43,,35,2,19,1,4,60,46,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0,68,,0,29,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,21.7,934.8,87.0,9.3,Harrison,N,N,POINT (-80.267866 39.302073),Week 28 - Nov 29
11/29/2020,515137,STONERISE BERKELEY SPRINGS,456 AUTUMN ACRES ROAD,BERKELEY SPRINGS,WV,25411,Y,Y,0,0,0,0,,20,2,28,0,0,120,78,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0,226,,0,1,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Morgan,N,N,POINT (-78.224312 39.571709000000006),Week 28 - Nov 29
11/29/2020,515103,GLENVILLE CENTER,111 FAIRGROUND ROAD,GLENVILLE,WV,26351,Y,Y,0,0,0,0,,14,0,17,0,0,65,58,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,8,64,,0,3,0,13,0,0,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Gilmer,N,N,POINT (-80.818562 38.937437),Week 28 - Nov 29
