Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
OASIS PAVILION NURSING & REHABILITATION CENTER,035276,161 WEST RODEO ROAD SUITE 1,CASA GRANDE,Pinal,24,4,7,6,89,23,12,1
THE GARDENS REHAB & CARE CENTER,035249,3131 WESTERN AVENUE,KINGMAN,Mohave,46,0,16,5,69,22,24,0
GOOD SAMARITAN SOCIETY-PRESCOTT VILLAGE,035158,1030 SCOTT DRIVE,PRESCOTT,Yavapai,6,11,6,0,45,8,3,0
BELLA VITA HEALTH AND REHABILITATION CENTER,035092,5125 NORTH 58TH AVENUE,GLENDALE,Maricopa,71,32,43,21,158,25,27,0
MOUNTAIN VIEW MANOR,035114,1045 SANDRETTO DRIVE,PRESCOTT,Yavapai,3,0,7,2,49,2,2,0
SANTA ROSA CARE CENTER,035004,1650 NORTH SANTA ROSA AVENUE,TUCSON,Pima,1,0,12,0,116,6,0,0
IMMANUEL CAMPUS OF CARE,035250,11301 NORTH 99TH AVENUE,PEORIA,Maricopa,25,16,29,10,149,27,9,0
CHRISTIAN CARE NURSING CENTER,035173,11812 NORTH 19TH AVE,PHOENIX,Maricopa,23,31,13,7,33,19,22,0
NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,035087,9155 NORTH THIRD STREET,PHOENIX,Maricopa,1,2,10,2,151,53,15,0
PLAZA HEALTHCARE,035084,1475 NORTH GRANITE REEF ROAD,SCOTTSDALE,Maricopa,44,32,22,2,134,37,70,0
SPLENDIDO AT RANCHO VISTOSO,035273,13500 NORTH RANCHO VISTOSO BLVD,TUCSON,Pima,0,3,11,0,37,5,40,0
HANDMAKER HOME FOR THE AGING,035016,2221 NORTH ROSEMONT BOULEVARD,TUCSON,Pima,20,3,37,16,76,24,2,0
ALTA MESA HEALTH AND REHABILITATION,035171,5848 EAST UNIVERSITY DRIVE,MESA,Maricopa,19,3,11,0,39,27,8,0
HAVEN OF YUMA,035197,2470 SOUTH ARIZONA AVENUE,YUMA,Yuma,55,9,38,17,73,52,22,0
HAVEN OF SCOTTSDALE,035059,3293 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,Maricopa,0,1,7,0,38,6,3,0
HAVEN OF SEDONA,035094,505 JACKS CANYON ROAD,SEDONA,Coconino,0,0,13,0,58,4,4,0
THE FORUM AT DESERT HARBOR,035201,13840 NORTH DESERT HARBOR DRIVE,PEORIA,Maricopa,2,0,2,0,10,5,1,0
HAVEN OF LAKE HAVASU,035240,2781 OSBORNE DRIVE,LAKE HAVASU CITY,Mohave,40,13,30,10,52,19,19,0
HAVEN OF GLOBE,035233,1100 MONROE STREET,GLOBE,Gila,53,0,22,6,64,24,12,0
PEORIA POST ACUTE AND REHABILITATION,035144,13215 NORTH 94TH DRIVE,PEORIA,Maricopa,40,59,6,0,102,32,12,0
CORONADO HEALTHCARE CENTER,035132,11411 NORTH 19TH AVE,PHOENIX,Maricopa,40,36,18,1,180,22,14,0
MESA CHRISTIAN HEALTH AND REHABILITATION CENTER,035196,255 WEST BROWN ROAD,MESA,Maricopa,22,11,18,3,106,19,0,0
HAVASU NURSING CENTER,035100,3576 KEARSAGE DRIVE,LAKE HAVASU CITY,Mohave,0,0,10,0,43,1,0,0
SUNCREST HEALTHCARE CENTER,035205,2211 EAST SOUTHERN AVENUE,PHOENIX,Maricopa,23,0,0,0,57,40,8,0
DESERT TERRACE HEALTHCARE CENTER,035014,2509 NORTH 24TH STREET,PHOENIX,Maricopa,56,53,15,10,84,23,17,0
MARAVILLA CARE CENTER,035175,8825 SOUTH 7TH STREET,PHOENIX,Maricopa,33,7,15,3,119,18,1,0
ADVANCED HEALTHCARE OF MESA,035266,5755 EAST MAIN STREET,MESA,Maricopa,16,6,1,0,36,26,21,0
HAVEN OF SAFFORD,035172,1933 PEPPERTREE DRIVE,SAFFORD,Graham,55,12,45,16,58,23,29,0
MOUNTAIN VIEW CARE CENTER,035232,1313 WEST MAGEE ROAD,TUCSON,Pima,11,6,10,1,78,5,6,0
CARING HOUSE,035216,510 SOUTH OCOTILLO ROAD,SACATON,Pinal,3,8,18,0,69,18,209,0
SIERRA WINDS,035231,17300 NORTH 88TH AVE,PEORIA,Maricopa,1,0,14,0,45,13,8,0
FOOTHILLS REHABILITATION CENTER,035064,2250 NORTH CRAYCROFT ROAD,TUCSON,Pima,9,47,1,1,120,27,5,0
BEATITUDES CAMPUS,035176,1712 WEST GLENDALE AVENUE,PHOENIX,Maricopa,21,3,17,8,44,24,9,0
MARYLAND GARDENS CARE CENTER,035247,31 WEST MARYLAND AVENUE,PHOENIX,Maricopa,11,15,0,2,44,4,6,0
HAVEN OF DOUGLAS,035180,1400 NORTH SAN ANTONIO AVENUE,DOUGLAS,Cochise,24,2,18,4,38,10,6,0
HORIZON POST ACUTE AND REHABILITATION CENTER,035159,4704 WEST DIANA AVENUE,GLENDALE,Maricopa,52,17,10,8,147,36,1,0
HAVEN OF SAGUARO VALLEY,035085,6651 EAST CARONDELET DRIVE,TUCSON,Pima,19,2,8,1,59,3,0,0
FOUNTAIN VIEW VILLAGE,035260,16455 EAST AVENUE OF THE FOUNTAINS,FOUNTAIN HILLS,Maricopa,1,1,6,0,26,0,12,0
PARK AVENUE HEALTH AND REHABILITATION CENTER,035174,2001 NORTH PARK AVENUE,TUCSON,Pima,28,15,20,5,119,12,3,0
PUEBLO NORTE SENIOR LIVING COMMUNITY,035090,7100 EAST MESCAL STREET,SCOTTSDALE,Maricopa,0,0,13,0,65,12,1,0
LIFE CARE CENTER OF SCOTTSDALE,035143,9494 EAST BECKER LANE,SCOTTSDALE,Maricopa,29,24,9,4,28,13,9,0
GOOD SAMARITAN SOCIETY-QUIBURI MISSION,035214,850 SOUTH HIGHWAY 80,BENSON,Cochise,0,7,7,0,54,1,0,0
APACHE JUNCTION HLTH CENTER,035112,2012 WEST SOUTHERN AVE,APACHE JUNCTION,Pinal,7,16,15,0,102,12,13,0
DESERT BLOSSOM HEALTH & REHAB CENTER,035164,60 SOUTH 58TH STREET,MESA,Maricopa,0,0,21,6,76,2,1,0
PROVIDENCE PLACE AT GLENCROFT,035154,8641 NORTH 67TH AVE,GLENDALE,Maricopa,63,0,30,30,105,45,0,0
CASAS ADOBES POST ACUTE REHAB CENTER,035070,1919 WEST MEDICAL STREET,TUCSON,Pima,77,49,43,29,90,43,48,0
WELLSPRINGS THERAPY CENTER OF GILBERT,035285,3319 SOUTH MERCY ROAD,GILBERT,Maricopa,1,8,0,0,14,6,7,0
ARIZONA STATE VETERAN HOME-PHX,035234,4141 NORTH S HERRERA WAY,PHOENIX,Maricopa,28,33,28,6,113,34,24,0
SANTE OF CHANDLER,035283,825 SOUTH 94TH STREET,CHANDLER,Maricopa,12,0,6,1,68,5,10,0
DESERT HIGHLANDS CARE CENTER,035169,1081 KATHLEEN AVE,KINGMAN,Mohave,17,0,2,0,64,3,0,0
PAYSON CARE CENTER,035117,107 EAST LONE PINE DRIVE,PAYSON,Gila,3,2,7,1,73,9,3,1
THE REHABILITATION CENTER AT THE PALAZZO,035116,6246 NORTH 19TH AVENUE,PHOENIX,Maricopa,1,1,21,4,40,1,0,1
HERITAGE HEALTH CARE CENTER,035141,1300  SOUTH STREET,GLOBE,Gila,3,2,3,0,60,2,2,0
HAVEN OF COTTONWOOD,035093,197 SOUTH WILLARD STREET,COTTONWOOD,Yavapai,0,0,6,0,38,0,1,0
SANTE OF SURPRISE,035282,14775 WEST YORKSHIRE DRIVE,SURPRISE,Maricopa,36,12,6,2,52,36,5,0
SPRINGDALE VILLAGE HEALTHCARE,035207,7255 EAST BROADWAY ROAD,MESA,Maricopa,23,26,17,5,55,17,16,0
CAMELBACK POST ACUTE AND REHABILITATION,035088,4635 NORTH 14TH STREET,PHOENIX,Maricopa,41,19,7,4,68,4,0,0
HERITAGE COURT POST ACUTE OF SCOTTSDALE,035083,3339 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,Maricopa,18,12,18,1,63,15,10,0
SUN HEALTH LA LOMA CARE CENTER,035264,14260 SOUTH DENNY BOULEVARD,LITCHFIELD PARK,Maricopa,1,4,2,0,26,7,18,0
THE LEGACY REHAB & CARE CENTER,035097,2812 SILVER CREEK ROAD,BULLHEAD CITY,Mohave,57,15,28,12,59,42,52,1
HAVEN OF LAKESIDE,035277,3401 NORTH LOCKWOOD DRIVE,LAKESIDE,Navajo,44,0,11,5,54,28,9,0
ADVANCE HEALTH CARE OF SCOTTSDALE,035268,9846 NORTH 95TH STREET,SCOTTSDALE,Maricopa,14,22,2,1,30,25,11,0
LIFESTREAM AT COOK HEALTH CARE,035137,11527 WEST PEORIA AVE,YOUNGTOWN,Maricopa,5,7,20,9,55,18,20,0
SUNVIEW RESPIRATORY AND REHABILITATION,035245,12207 NORTH 113TH AVENUE,YOUNGTOWN,Maricopa,21,5,11,1,105,24,7,0
RIDGECREST HEALTHCARE,035125,16640 NORTH 38TH STREET,PHOENIX,Maricopa,37,51,23,10,111,20,26,0
CATALINA POST ACUTE AND REHABILITATION,035190,2611 NORTH WARREN AVENUE,TUCSON,Pima,33,2,8,0,76,14,0,0
MONTECITO POST ACUTE CARE AND REHABILITATION,035135,51 SOUTH 48TH STREET,MESA,Maricopa,128,7,43,10,193,53,2,0
RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,035134,807 WEST LONGHORN ROAD,PAYSON,Gila,58,28,48,21,49,29,5,0
THE GARDENS OF SCOTTSDALE,035259,6001 EAST THOMAS ROAD,SCOTTSDALE,Maricopa,0,0,1,0,35,10,0,0
LIFE CARE CENTER OF PARADISE VALLEY,035146,4065 EAST BELL ROAD,PHOENIX,Maricopa,89,47,15,14,81,39,38,0
"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",035281,22605 NORTH 74TH STREET,SCOTTSDALE,Maricopa,3,4,1,0,20,7,3,0
NORTH CHANDLER PLACE -  A CONTINUUM OF CARE COMMUN,035251,2555 NORTH PRICE ROAD,CHANDLER,Maricopa,15,28,16,5,32,11,16,0
MI CASA NURSING CENTER,035120,330 SOUTH PINNULE CIRCLE,MESA,Maricopa,26,11,7,3,92,23,7,0
CHANDLER POST ACUTE AND REHABILITATION,035101,2121 WEST ELGIN STREET,CHANDLER,Maricopa,26,4,6,6,95,13,0,0
HAVASU REGIONAL MEDICAL CENTER,035287,1811  MESQUITE AVE,LAKE HAVASU CITY,Mohave,5,1,0,0,18,9,2,0
ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,035263,FEDERAL ROUTE 15 MILE POST 9,SELLS,Pima,8,2,0,0,42,20,23,0
SUN CITY HEALTH AND REHABILITATION CENTER,035225,9940 WEST UNION HILLS DRIVE,SUN CITY,Maricopa,7,1,22,0,64,10,2,0
PALM VALLEY REHAB & CARE CTR,035255,13575 WEST MCDOWELL ROAD,GOODYEAR,Maricopa,,,,,,,,
SUN WEST CHOICE HEALTHCARE & REHAB,035110,14002 WEST MEEKER BLVD,SUN CITY WEST,Maricopa,29,11,38,13,116,6,6,0
ADVANCED HEALTH CARE OF GLENDALE,035275,16825 NORTH 63RD AVENUE,GLENDALE,Maricopa,20,51,5,2,32,23,20,0
MISSION PALMS POST ACUTE,035071,6461 EAST BAYWOOD AVENUE,MESA,Maricopa,,,,,,,,
PHOENIX MOUNTAIN POST ACUTE,035072,13232 NORTH TATUM BLVD,PHOENIX,Maricopa,63,5,21,11,121,20,17,0
ALLEGIANT HEALTHCARE OF MESA,035193,3130 EAST BROADWAY ROAD,MESA,Maricopa,24,33,18,1,109,7,4,0
