Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
VILLAGE HEALTH CARE,385068,3955 SE 182ND AVENUE,GRESHAM,Multnomah,23,13,12,8,61,14,8,0
DALLAS RETIREMENT VILLAGE HEALTH CENTER,385207,377 NW JASPER STREET,DALLAS,Polk,0,0,5,0,96,0,8,0
REGENCY CARE OF ROGUE VALLEY,385064,1710 NE FAIRVIEW AVENUE,GRANTS PASS,Josephine,0,1,2,0,36,0,3,0
CHEHALEM HEALTH & REHAB,385199,1900 E. FULTON STREET,NEWBERG,Yamhill,0,0,3,0,42,0,1,0
CORVALLIS MANOR,385072,160 NE CONIFER BLVD,CORVALLIS,Benton,6,18,5,0,53,1,11,0
WILLAMETTE VIEW HEALTH CENTER,385200,13145 SE RIVER ROAD,MILWAUKIE,Clackamas,0,0,0,0,5,1,0,0
ROSE LINN CARE CENTER,385278,2330 DEBOK ROAD,WEST LINN,Clackamas,0,0,4,0,63,0,0,0
PRESTIGE POST-ACUTE & REHAB CENTER - MILWAUKIE,385270,12045 SE STANLEY AVENUE,MILWAUKIE,Clackamas,1,4,0,0,52,4,3,0
MARQUIS MILL PARK,385214,1475 SE 100TH AVENUE,PORTLAND,Multnomah,0,0,2,0,63,2,2,0
MEADOW PARK HEALTH & SPECIALTY CARE CENTER,385222,75 SHORE DRIVE,SAINT HELENS,Columbia,0,0,0,0,35,0,0,0
GLISAN CARE CENTER,385136,9750 NE GLISAN STREET,PORTLAND,Multnomah,0,4,0,0,65,0,2,0
AVAMERE COURT AT KEIZER,385233,5210 RIVER ROAD N.,KEIZER,Marion,2,46,14,1,50,3,2,0
CASCADE TERRACE,385187,5601 SE 122ND AVENUE,PORTLAND,Multnomah,1,17,0,0,61,0,6,0
MARQUIS CENTENNIAL POST ACUTE REHAB,385183,725 SE 202ND AVENUE,PORTLAND,Multnomah,0,0,0,0,72,0,0,0
GOOD SAMARITAN SOCIETY - FAIRLAWN VILLAGE,385133,3457 NE DIVISION STREET,GRESHAM,Multnomah,0,0,1,0,62,0,1,0
LAGRANDE POST ACUTE REHAB,385211,91 ARIES LANE,LA GRANDE,Union,0,0,2,0,26,0,0,0
LAURELHURST VILLAGE,385010,3060 SE STARK STREET,PORTLAND,Multnomah,42,0,270,4,144,0,17,0
AIDAN SENIOR LIVING AT REEDSPORT,385164,600 RANCH ROAD,REEDSPORT,Douglas,0,0,2,0,16,0,0,0
PARK FOREST CARE CENTER,385258,8643 NE BEECH STREET,PORTLAND,Multnomah,0,1,0,0,36,0,0,0
OREGON CITY HEALTH CARE CENTER,385245,148 HOOD STREET,OREGON CITY,Clackamas,0,0,2,0,34,0,2,0
REGENCY ALBANY,385220,805 19TH AVENUE SE,ALBANY,Linn,0,5,5,0,37,0,0,0
ROGUE VALLEY MANOR,385250,1200 MIRA MAR AVENUE,MEDFORD,Jackson,0,7,6,0,35,0,24,0
PRESTIGE CARE AND REHABILITATION OF REEDWOOD,385055,3540 SE FRANCIS STREET,PORTLAND,Multnomah,0,9,0,0,42,2,1,0
GOOD SAMARITAN SOCIETY - CURRY VILLAGE,385165,1 PARK AVENUE,BROOKINGS,Curry,0,0,3,0,27,0,0,0
NEHALEM VALLEY CARE CENTER,385244,280 ROWE STREET,WHEELER,Tillamook,0,0,6,0,22,0,0,0
VALLEY WEST HEALTH CARE CENTER,385120,2300 WARREN STREET,EUGENE,Lane,0,8,11,0,61,0,24,0
AVAMERE CRESTVIEW OF PORTLAND,385031,6530 SW 30TH AVENUE,PORTLAND,Multnomah,0,3,5,0,79,0,9,0
LAUREL HILL NURSING CENTER,385232,859 NE 6TH STREET,GRANTS PASS,Josephine,0,0,2,0,25,0,0,0
MARQUIS MT TABOR,385141,6040 SE BELMONT STREET,PORTLAND,Multnomah,0,6,9,0,85,3,11,0
AVAMERE REHABILITATION OF CLACKAMAS,385203,220 E. HEREFORD,GLADSTONE,Clackamas,0,3,2,0,44,3,4,0
REGENCY CARE OF CENTRAL OREGON,385282,119 SE WILSON AVENUE,BEND,Deschutes,0,0,0,0,33,0,0,0
VILLAGE AT HILLSIDE,385269,400 NW HILLSIDE PARK WAY,MCMINNVILLE,Yamhill,1,23,0,0,11,0,1,0
REGENCY GRESHAM NURSING & REHAB CENTER,385015,5905 SE POWELL VALLEY RD,GRESHAM,Multnomah,1,2,0,0,82,0,0,0
HIGHLAND HOUSE NURSING & REHABILITATION CENTER,385149,2201 NW HIGHLAND AVENUE,GRANTS PASS,Josephine,0,0,18,0,78,0,1,0
CORNERSTONE CARE OPTION,38E173,12640 SE BUSH,PORTLAND,Multnomah,0,1,0,0,40,0,0,0
MARYVILLE,385166,14645 SW FARMINGTON ROAD,BEAVERTON,Washington,0,0,29,0,124,2,20,0
MARQUIS VERMONT HILLS,385218,6010 SW SHATTUCK ROAD,PORTLAND,Multnomah,0,1,3,0,59,0,0,0
SOUTH HILLS REHABILITATION CEN,385167,1166 E. 28TH AVENUE,EUGENE,Lane,0,0,7,0,77,0,2,0
"EAST CASCADE RETIREMENT COMMUNITY, LLC",385181,175 NE 16TH STREET,MADRAS,Jefferson,0,0,0,0,17,0,0,0
REGENCY REDMOND REHABILITATION AND NURSING CENTER,385230,3025 SW RESERVOIR DRIVE,REDMOND,Deschutes,0,0,0,0,30,0,9,0
TIMBERVIEW CARE CENTER,385107,1023 6TH AVE SW,ALBANY,Linn,0,1,1,0,55,0,0,0
MARQUIS PIEDMONT POST ACUTE REHAB,385208,319 NE RUSSET,PORTLAND,Multnomah,0,5,8,0,62,0,2,0
ROBISON JEWISH HEALTH CENTER,385145,6125 SW BOUNDARY STREET,PORTLAND,Multnomah,0,19,0,0,68,2,34,0
MARQUIS FOREST GROVE POST ACUTE REHAB,385204,3300 19TH AVENUE,FOREST GROVE,Washington,0,6,4,0,47,1,1,0
LINDA VISTA NURSING & REHAB CENTER,385197,135 MAPLE STREET,ASHLAND,Jackson,0,1,1,0,49,0,7,0
BLUE MOUNTAIN CARE CENTER,38E040,112 EAST FIFTH STREET,PRAIRIE CITY,Grant,0,0,2,0,15,0,1,0
CREEKSIDE REHABILITATION AND NURSING,385277,812 SE 48TH AVENUE,PORTLAND,Multnomah,0,0,0,0,39,0,0,0
AVAMERE REHABILITATION OF BEAVERTON,385195,11850 SW ALLEN BLVD.,BEAVERTON,Washington,2,4,1,0,65,2,2,0
ROYALE GARDENS HEALTH & REHABILITATION CENTER,385148,2075 NW HIGHLAND AVENUE,GRANTS PASS,Josephine,0,1,3,0,92,0,3,0
"PEARL AT KRUSE WAY, THE",385271,4550 CARMAN DRIVE,LAKE OSWEGO,Clackamas,0,1,1,0,34,8,2,0
AVAMERE REHABILITATION OF COOS BAY,385239,2625 KOOS BAY BLVD,COOS BAY,Coos,1,1,2,0,43,0,4,0
PACIFIC HEALTH AND REHABILITATION,385272,14145 SW 105TH AVENUE,TIGARD,Washington,0,0,11,14,40,1,2,0
FRENCH PRAIRIE NURSING & REHABILITATION CENTER,385117,601 EVERGREEN ROAD,WOODBURN,Marion,0,0,3,0,52,0,3,0
GREEN VALLEY REHABILITATION HEALTH CENTER,385156,1735 ADKINS STREET,EUGENE,Lane,0,1,11,0,101,1,5,0
GOOD SAMARITAN SOCIETY - EUGENE VILLAGE,385147,3500 HILYARD STREET,EUGENE,Lane,0,0,2,0,38,0,0,0
MARQUIS MARIAN ESTATES,385240,390 SE CHURCH STREET,SUBLIMITY,Marion,2,1,0,0,56,0,5,0
CRESWELL HEALTH AND REHABILITATION CENTER,385182,735 SOUTH 2ND STREET,CRESWELL,Lane,0,5,0,0,46,0,1,0
MARQUIS NEWBERG,385180,441 WERTH BLVD,NEWBERG,Yamhill,0,6,0,0,46,0,1,0
