Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
MANORCARE HEALTH SERVICES-WEST DEPTFORD,315246,550 JESSUP ROAD,WEST DEPTFORD,Gloucester,45,3,34,27,82,42,0,2
TRINITAS HOSPITAL,315442,655 EAST JERSEY STREET,ELIZABETH,Union,51,54,16,13,90,32,36,0
HOLLY MANOR CENTER,315143,84 COLD HILL ROAD,MENDHAM,Morris,56,0,31,22,62,16,1,1
COUNTRY ARCH CARE CENTER,315433,114 PITTSTOWN ROAD,PITTSTOWN,Hunterdon,22,0,4,3,61,0,0,0
MCAULEY HALL HEALTH CARE CENTE,315337,1633 HIGHWAY 22,WATCHUNG,Somerset,22,1,19,6,52,19,0,0
BAYSHORE HEALTH CARE CENTER,315252,715 NORTH BEERS STREET,HOLMDEL,Monmouth,4,0,11,9,151,9,15,0
FOREST MANOR HCC,315224,145 STATE PARK ROAD,HOPE,Warren,81,84,30,21,75,26,32,0
ATRIUM POST ACUTE CARE OF WAYNE,315335,1120 ALPS ROAD,WAYNE,Passaic,112,2,49,36,108,32,0,0
KING MANOR CARE AND REHABILITATION CENTER,315299,2303 WEST BANGS AVE,NEPTUNE,Monmouth,5,0,1,0,79,0,0,0
SILVER HEALTHCARE CENTER,315280,1417 BRACE ROAD,CHERRY HILL,Camden,112,142,25,19,124,24,32,0
MEDFORD LEAS,315144,ONE MEDFORD LEAS WAY,MEDFORD,Burlington,2,0,2,2,1,3,0,0
ROYAL HEALTH GATE NRSG REHAB,315455,1314 BRUNSWICK AVENUE,TRENTON,Mercer,3,1,0,0,108,1,1,0
HOUSE OF THE GOOD SHEPHERD,315422,798 WILLOW GROVE STREET,HACKETTSTOWN,Warren,,,,,,,,
LITTLE BROOK NURSING AND CONVALESCENT HOME,315467,78 SLIKER ROAD,CALIFON,Hunterdon,0,0,0,0,31,0,0,0
HAMPTON RIDGE HEALTHCARE AND REHABILITATION,315312,94 STEVENS ROAD,TOMS RIVER,Ocean,90,8,29,17,134,38,16,0
NEPTUNE GARDENS NURSING AND REHAB LLC,315056,101 WALNUT ST,NEPTUNE,Monmouth,30,126,4,0,73,28,0,0
MYSTIC MEADOWS REHAB & NURSING CENTER,315456,151 NINTH AVENUE,LITTLE EGG HARBOR TW,Ocean,23,5,3,2,97,12,0,0
DAUGHTERS OF ISRAEL PLEASANT VALLEY HOME,315029,1155 PLEASANT VALLEY WAY,WEST ORANGE,Essex,5,55,22,17,176,48,0,0
COMPLETE CARE AT WOODLANDS,315273,1400 WOODLAND AVE,PLAINFIELD,Union,0,0,1,0,69,3,0,0
EAGLEVIEW HEALTH AND REHABILITATION,315014,849 BIG OAK ROAD,PITTSGROVE,Salem,3,0,1,0,73,2,0,0
OAKLAND REHABILITATION AND HEALTHCARE  CENTER,315171,20 BREAKNECK ROAD,OAKLAND,Bergen,110,17,42,42,145,60,13,4
HARBORAGE (THE),315307,7600 RIVER ROAD,NORTH BERGEN,Hudson,136,5,55,36,155,54,47,2
ARNOLD WALTER NURSING HOME,315119,622 S LAUREL AVENUE,HAZLET,Monmouth,7,4,7,6,86,15,2,0
RIVERSIDE NURSING AND REHABILITATION CENTER,315235,325 JERSEY STREET,TRENTON,Mercer,55,104,34,13,98,60,41,1
MERIDIAN NURSING & REHAB AT SHREWSBURY,315136,89 AVENUE AT THE COMMON,SHREWSBURY,Monmouth,3,5,4,0,103,6,3,0
NEW JERSEY VETERANS MEMORIAL HOME MENLO,315459,132 EVERGREEN RD,EDISON,Middlesex,13,4,11,10,182,26,0,1
ARISTACARE AT CHERRY HILL,315245,1399 CHAPEL AVE WEST,CHERRY HILL,Camden,14,0,15,13,83,18,0,0
VILLAGE POINT,315269,THREE DAVID BRAINERD DRIVE,MONROE TOWNSHIP,Middlesex,13,3,4,17,84,9,0,0
CREST POINTE REHABILITATION AND HEALTHCARE CENTER,315135,1515 HULSE ROAD,PT PLEASANT,Ocean,85,2,16,13,95,19,2,0
BROOKHAVEN HEALTH CARE CENTER,315268,120 PARK END PLACE,EAST ORANGE,Essex,,,,,,,,
REGENCY GRANDE NURS & REHAB CE,315355,65 NORTH SUSSEX STREET,DOVER,Morris,25,0,21,18,112,16,0,0
REHAB AT RIVER'S EDGE,315140,633 ROUTE 28,RARITAN,Somerset,17,0,5,4,112,1,1,0
PEACE CARE ST ANN'S,315413,198 OLD BERGEN ROAD,JERSEY CITY,Hudson,42,0,27,11,80,25,0,0
MERIDIAN NURSING AND REHABILITATION AT OCEAN GROVE,315365,160 MAIN STREET,OCEAN GROVE,Monmouth,38,2,0,4,77,16,3,0
"COMPLETE CARE AT HAMILTON, LLC",315221,56 HAMILTON AVENUE,PASSAIC,Passaic,27,4,63,29,77,30,3,6
TOWER LODGE CARE CENTER,315069,1506 GULLY ROAD,WALL,Monmouth,1,1,0,0,57,0,3,0
LEISURE PARK HEALTH CENTER,315256,1400 ROUTE 70,LAKEWOOD,Ocean,1,0,3,3,31,1,0,2
JFK HARTWYCK AT EDISON ESTATES,315279,10 BRUNSWICK AVENUE,EDISON,Middlesex,133,0,28,27,164,33,0,0
CARE ONE AT EVESHAM,315464,870 EAST ROUTE 70,MARLTON,Burlington,,,,,,,,
PHILLIPSBURG CENTER,315311,843 WILBUR AVENUE,PHILLIPSBURG,Warren,1,0,4,0,51,1,0,0
FOREST HILL HEALTHCARE CENTER,315375,497 MT PROSPECT AVE,NEWARK,Essex,0,0,0,0,66,0,0,0
CHRISTIAN HEALTH CARE CENTER,315376,301 SICOMAC AVE,WYCKOFF,Bergen,11,0,10,7,191,32,0,0
"MANOR, THE",315153,689 WEST MAIN ST,FREEHOLD,Monmouth,11,0,29,26,67,7,0,2
BISHOP MCCARTHY CENTER FOR REHABILITATION & HC,315126,1045 E CHESTNUT AVE,VINELAND,Cumberland,26,10,1,0,144,23,6,0
CHILDRENS SPECIALIZED HOSPITAL TOMS RIVER,315443,94 STEVENS ROAD,TOMS RIVER,Ocean,2,2,0,0,20,11,4,0
OUR LADY'S CENTER FOR REHABILITATION & HC,315054,1100 CLEMATIS AVE,PLEASANTVILLE,Atlantic,13,9,9,7,123,7,8,0
ALARIS HEALTH AT BOULEVARD EAST,315254,6819 BOULEVARD EAST,GUTTENBERG,Hudson,1,0,0,0,73,0,0,0
BROADWAY HOUSE FOR CONTINUING,315343,298 BROADWAY,NEWARK,Essex,18,0,6,3,63,26,0,0
ATLANTIC COAST REHAB & HEALTH,315115,485 RIVER AVE,LAKEWOOD,Ocean,92,15,13,11,108,18,0,0
ANDOVER SUBACUTE AND REHAB II,315248,99 MULFORD ROAD,ANDOVER,Sussex,142,31,100,58,349,71,40,1
COUNTY MANOR REHABILITATION & HCC,315164,133 COUNTY ROAD,TENAFLY,Bergen,28,15,12,11,37,11,11,0
IMPERIAL CARE CENTER,315199,919 GREEN GROVE ROAD,NEPTUNE,Monmouth,,,,,,,,
SHORE MEADOWS REHAB & NURSING CENTER,315454,231 WARNER STREET,TOMS RIVER,Ocean,0,0,1,0,113,1,0,0
ASHBROOK CARE & REHABILITATION CENTER,315064,1610 RARITAN ROAD,SCOTCH PLAINS,Union,6,1,3,4,102,3,0,0
CARE ONE AT MORRIS,315468,100 MAZDABROOK ROAD,PARSIPPANY TROY HILL,Morris,21,6,7,2,101,1,0,0
VOORHEES PEDIATRIC FACILITY,315289,1304 LAUREL OAK ROAD,VOORHEES,Camden,0,0,3,0,106,1,1,0
JEWISH HOME AT ROCKLEIGH,315473,10 LINK DRIVE,ROCKLEIGH,Bergen,84,0,58,22,120,61,12,0
PINE BROOK CARE CENTER,315282,104 PENSION ROAD,ENGLISHTOWN,Monmouth,2,0,4,4,61,0,0,0
CARE ONE AT SOMERSET VALLEY,315002,1621 ROUTE 22 WEST,BOUND BROOK,Somerset,6,0,0,0,43,4,1,1
NORTH CAPE CENTER,315350,700 TOWNBANK ROAD,CAPE MAY,Cape May,53,2,21,11,61,30,6,0
LLANFAIR HOUSE CARE & REHABILITATION CENTER,315142,1140 BLACK OAK RIDGE ROAD,WAYNE,Passaic,0,2,7,5,110,0,2,0
"COMPLETE CARE AT LINWOOD, LLC",315185,201 NEW ROAD AND CENTRAL AVE,LINWOOD,Atlantic,9,6,30,26,117,3,3,0
CARE CONNECTION RAHWAY,315146,865 STONE STREET,RAHWAY,Union,9,0,11,2,11,1,0,0
ST CATHERINE OF SIENA,315471,7 RYERSON AVENUE,CALDWELL,Essex,13,0,1,0,24,19,0,0
LINCOLN SPECIALTY CARE CENTER,315233,1640 SOUTH LINCOLN AVENUE,VINELAND,Cumberland,0,1,1,0,146,6,0,2
