Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
EDENBROOK OF ROCHESTER,245409,1875 19TH STREET NORTHWEST,ROCHESTER,Olmsted,20,3,16,4,54,16,2,0
RAMSEY COUNTY CARE CENTER,245352,2000 WHITE BEAR AVENUE,MAPLEWOOD,Ramsey,16,0,12,1,105,31,34,0
SLEEPY EYE CARE CENTER,245225,1105 3RD AVENUE SOUTHWEST,SLEEPY EYE,Brown,0,0,0,0,53,4,4,0
TALAHI NURSING AND REHAB CENTER,245438,1717 UNIVERSITY DRIVE SOUTHEAST,SAINT CLOUD,Stearns,32,0,7,3,59,28,2,0
NEW BRIGHTON A VILLA CENTER,245164,825  FIRST AVENUE NORTHWEST,NEW BRIGHTON,Ramsey,34,11,17,6,75,13,8,0
ST OTTOS CARE CENTER,245257,920 SOUTHEAST 4TH STREET,LITTLE FALLS,Morrison,2,4,19,0,78,14,56,0
FAIRWAY VIEW NEIGHBORHOODS,245451,201 MARK DRIVE,ORTONVILLE,Big Stone,0,8,12,0,42,8,3,0
PARKVIEW CARE CENTER - WELLS,245436,55 TENTH STREET SOUTHEAST,WELLS,Faribault,0,1,6,0,35,4,1,0
SAINT ANNE EXTENDED HEALTHCARE,245233,1347 WEST BROADWAY,WINONA,Winona,1,7,20,0,85,20,26,0
ST ELIZABETH MEDICAL CENTER,245487,1200 FIFTH GRANT BOULEVARD WEST,WABASHA,Wabasha,5,7,13,0,91,10,89,0
GOOD SHEPHERD LUTHERAN HOME,245393,"800 HOME STREET,  BOX 747",RUSHFORD,Fillmore,1,0,11,0,58,5,0,0
WOODLYN HEIGHTS HEALTHCARE CENTER,245320,2060 UPPER 55TH STREET EAST,INVER GROVE HEIGHTS,Dakota,24,6,24,7,51,21,11,0
TRUMAN SENIOR LIVING,245346,400 NORTH 4TH AVENUE EAST,TRUMAN,Martin,15,5,11,5,23,14,1,0
LAKEVIEW METHODIST HEALTH CARE CENTER,245280,610 SUMMIT DRIVE,FAIRMONT,Martin,0,1,9,0,52,6,21,0
PARMLY ON THE LAKE LLC,245328,28210 OLD TOWNE ROAD,CHISAGO CITY,Chisago,20,1,5,1,72,7,9,0
PERHAM LIVING,245486,735 THIRD STREET SOUTHWEST,PERHAM,Otter Tail,13,4,20,0,81,17,7,0
CAMILIA ROSE CARE CENTER LLC,245353,11800 XEON BOULEVARD,COON RAPIDS,Anoka,55,3,31,30,59,11,0,0
LB BROEN HOME,245453,824 SOUTH SHERIDAN,FERGUS FALLS,Otter Tail,2,9,26,0,70,24,85,0
KODA LIVING COMMUNITY,245426,2255 30TH STREET NW,OWATONNA,Steele,1,13,43,0,76,9,20,0
KNUTE NELSON,245435,420 12TH AVENUE EAST,ALEXANDRIA,Douglas,4,6,27,0,63,18,39,0
AUGUSTANA CARE HASTINGS HEALTH AND REHABILITATION,245224,930 WEST 16TH STREET,HASTINGS,Dakota,3,4,3,0,52,12,0,0
RIVERVIEW HOSPITAL & NURSING HOME,245251,323 SOUTH MINNESOTA,CROOKSTON,Polk,0,2,2,0,20,3,53,0
ST CRISPIN LIVING COMMUNITY,245449,213 PIONEER ROAD,RED WING,Goodhue,0,3,11,0,59,9,11,0
AICOTA HEALTH CARE CENTER,245363,850 SECOND STREET NORTHWEST,AITKIN,Aitkin,38,20,23,10,46,31,67,0
FRANCISCAN HEALTH CENTER,245258,3910 MINNESOTA AVENUE,DULUTH,St. Louis,0,3,23,0,47,5,10,0
LUTHER HAVEN,245259,1109 EAST HIGHWAY 7,MONTEVIDEO,Chippewa,6,0,14,0,76,12,48,1
