Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
BURIEN NURSING AND REHABILITATION CENTER,505252,1031 SOUTHWEST 130TH STREET,BURIEN,King,58,6,12,7,68,31,7,0
MANORCARE HEALTH SERVICES - LACEY,505525,4524 INTELCO LOOP SE,LACEY,Thurston,1,24,1,0,73,2,9,0
ADVANCED POST ACUTE,505355,414 - 17TH SOUTHEAST,AUBURN,King,0,9,8,0,64,7,27,0
WASHINGTON STATE WALLA WALLA VETERANS HOME,505530,92 WAINWRIGHT DRIVE,WALLA WALLA,Walla Walla,0,13,14,0,76,5,30,0
REGENCY OMAK,505303,901 SHUMWAY RD,OMAK,Okanogan,0,0,1,0,43,1,0,0
LIFE CARE CENTER OF RICHLAND,505070,44 GOETHALS DRIVE,RICHLAND,Benton,0,1,5,0,38,2,1,0
BAYVIEW MANOR,505439,11 WEST ALOHA STREET,SEATTLE,King,0,0,0,0,42,1,0,0
MANORCARE HEALTH SERVICES - SALMON CREEK,505522,2811 NE 139TH STREET,VANCOUVER,Clark,17,28,2,1,83,16,10,0
NORTH AUBURN REHAB & HEALTH CENTER,505195,2830  I  STREET NORTHEAST,AUBURN,King,0,0,5,0,78,2,3,0
LIFE CARE CENTER OF KENNEWICK,505080,1508 WEST SEVENTH AVENUE,KENNEWICK,Benton,26,17,8,6,45,13,5,0
DISCOVERY NURSING & REHAB OF VANCOUVER,505341,5220 NORTHEAST HAZEL DELL AVENUE,VANCOUVER,Clark,0,1,2,0,64,1,1,0
LAKELAND VILLAGE NURSING FACILITY,50A263,STATE HIGHWAY 902 & SALNAVE ROAD,MEDICAL LAKE,Spokane,0,2,7,0,86,10,42,0
PRESTIGE POST-ACUTE & REHAB CTR - KITTITAS VALLLEY,505263,1050 E MOUNTAIN VIEW,ELLENSBURG,Kittitas,36,24,52,28,43,42,36,0
ROO LAN HEALTH & REHAB,505254,1505 CARPENTER ROAD SE,LACEY,Thurston,0,0,16,0,85,1,0,0
PROVIDENCE MOTHER JOSEPH CARE,505387,3333 ENSIGN ROAD NORTHEAST,OLYMPIA,Thurston,1,27,20,0,107,4,14,0
CASHMERE CARE CENTER,505151,817 PIONEER AVENUE,CASHMERE,Chelan,29,4,10,2,77,14,0,0
COVENANT SHORES HEALTH CENTER,505504,9107 FORTUNA DRIVE,MERCER ISLAND,King,6,3,4,0,34,7,6,0
AVAMERE OLYMPIC REHABILITATION OF SEQUIM,505327,1000 5TH AVENUE SOUTH,SEQUIM,Clallam,0,11,13,0,82,1,12,0
MOUNTAIN VIEW REHABILITATION AND CARE CENTER,505407,5925 47TH AVENUE NE,MARYSVILLE,Snohomish,33,16,5,4,56,18,4,0
REGENCY OLYMPIA REHABILITATION AND NURSING CENTER,505515,1811 EAST 22ND AVENUE,OLYMPIA,Thurston,0,1,7,0,20,1,5,0
LIFE CARE CENTER OF KIRKLAND,505334,10101 NORTHEAST 120TH STREET,KIRKLAND,King,0,0,2,0,66,0,2,0
REGENCY HARMONY HOUSE REHAB & NURSING,505430,100 RIVER PLAZA,BREWSTER,Okanogan,48,20,8,3,38,19,20,0
PARK RIDGE CARE CENTER,505009,1250 NORTHEAST 145TH STREET,SEATTLE,King,0,3,1,0,75,7,1,0
"SPRINGS AT PACIFIC REGENT, THE",505371,919-109TH AVENUE NORTHEAST,BELLEVUE,King,0,0,9,0,28,1,5,0
REGENCY NORTH BEND REHAB & NURSING CENTER,505339,219 CEDAR AVENUE SOUTH,NORTH BEND,King,0,0,5,0,44,3,3,0
HEARTWOOD EXTENDED HEALTHCARE,505326,1649 EAST 72ND,TACOMA,Pierce,36,1,24,9,86,11,0,0
PROVIDENCE MOUNT ST VINCENT,505182,4831 35TH AVENUE SOUTHWEST,SEATTLE,King,19,45,49,6,135,26,37,0
WOODLAND CONVALESCENT CENTER,505232,310 FOURTH STREET,WOODLAND,Cowlitz,0,2,20,0,50,2,5,0
PRESTIGE POST-ACUTE AND REHAB CENTER - EDMONDS,505527,21008 76TH AVENUE WEST,EDMONDS,Snohomish,22,8,3,0,62,13,12,0
ARLINGTON HEALTH AND REHABILITATION,505351,620 SOUTH HAZEL STREET,ARLINGTON,Snohomish,0,0,11,0,49,2,0,0
WASHINGTON CARE CENTER,505017,2821 SOUTH WALDEN STREET,SEATTLE,King,23,43,28,14,148,33,16,0
CHRISTIAN HEALTH CARE CENTER,505406,855 AARON DRIVE,LYNDEN,Whatcom,0,1,49,0,101,2,3,0
COTTESMORE OF LIFE CARE,505499,2909 14TH AVENUE NORTHWEST,GIG HARBOR,Pierce,0,9,9,0,76,1,34,0
PANORAMA CITY CONV & REHAB CTR,505059,1600 SLEATER KINNEY ROAD SE,LACEY,Thurston,0,3,13,0,118,0,0,0
STAFFORD HEALTHCARE AT RIDGEMONT,505217,2051 POTTERY AVENUE,PORT ORCHARD,Kitsap,0,3,13,0,66,1,1,0
PRESTIGE CARE & REHABILITATION - CAMAS,505273,740 NE DALLAS STREET,CAMAS,Clark,4,14,8,0,45,8,19,0
PUGET SOUND HEALTHCARE CENTER,505299,4001 CAPITOL MALL DR SOUTHWEST,OLYMPIA,Thurston,0,2,0,0,96,1,2,0
MISSION HEALTHCARE AT RENTON,505532,17420 106TH PL SE,RENTON,King,0,0,3,0,42,1,0,0
CRESTWOOD HEALTH AND REHABILITATION CENTER,505185,1116 E LAURIDSEN BOULEVARD,PORT ANGELES,Clallam,0,0,10,0,85,0,0,0
NORTH CENTRAL CARE CENTER,505441,N 1812 WALL STREET,SPOKANE,Spokane,0,0,2,0,80,4,0,0
GRAYS HARBOR HEALTH & REHABILITATION CENTER,505016,920 ANDERSON DRIVE,ABERDEEN,Grays Harbor,33,8,12,5,55,9,14,0
"MANOR CARE OF TACOMA WA, LLC",505289,5601 S ORCHARD STREET,TACOMA,Pierce,48,16,18,8,68,17,10,0
