Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
PRESTIGE CARE AND REHABILITATION - MENLO PARK,385044,745 NE 122ND AVENUE,PORTLAND,Multnomah,2,3,0,0,69,6,9,0
GREEN VALLEY REHABILITATION HEALTH CENTER,385156,1735 ADKINS STREET,EUGENE,Lane,1,1,20,0,103,2,5,0
HOOD RIVER CARE CENTER,385104,729 HENDERSON ROAD,HOOD RIVER,Hood River,0,2,10,0,51,4,27,0
MARQUIS MILL PARK,385214,1475 SE 100TH AVENUE,PORTLAND,Multnomah,1,0,9,0,69,5,2,0
AVAMERE REHABILITATION OF KING CITY,385132,16485 SW PACIFIC HIGHWAY,TIGARD,Washington,1,6,4,0,68,2,3,0
MARQUIS FOREST GROVE POST ACUTE REHAB,385204,3300 19TH AVENUE,FOREST GROVE,Washington,0,15,4,0,46,2,7,0
THE OAKS AT SHERWOOD PARK,385241,4062 ARLETA AVENUE NE,KEIZER,Marion,13,3,5,1,42,4,5,0
WINDSOR HEALTH & REHABILITATION CENTER,385224,820 COTTAGE STREET NE,SALEM,Marion,0,4,0,0,27,3,11,0
MARQUIS NEWBERG,385180,441 WERTH BLVD,NEWBERG,Yamhill,0,13,0,0,43,0,3,0
AVAMERE REHABILITATION OF BEAVERTON,385195,11850 SW ALLEN BLVD.,BEAVERTON,Washington,3,4,3,0,76,5,5,0
REGENCY PRINEVILLE REHABILITATION & NURSING CENTER,385261,950 NE ELM STREET,PRINEVILLE,Crook,0,0,0,0,28,0,0,0
MARQUIS VERMONT HILLS,385218,6010 SW SHATTUCK ROAD,PORTLAND,Multnomah,4,1,13,0,49,3,0,0
MARQUIS AUTUMN HILLS MEMORY CARE,38A026,6630 SW BVTRN-HILLS HWY,PORTLAND,Washington,0,0,8,0,36,0,2,0
EMPRES HILLSBORO HEALTH AND REHABILITATION CENTER,385217,1778 NE CORNELL ROAD,HILLSBORO,Washington,13,0,0,0,53,6,4,0
HILLSIDE HEIGHTS REHABILITATION CENTER,385046,1201 MCLEAN BLVD.,EUGENE,Lane,0,2,0,0,52,1,9,0
AVAMERE REHABILITATION OF CLACKAMAS,385203,220 E. HEREFORD,GLADSTONE,Clackamas,0,4,8,0,46,4,4,0
AVAMERE REHABILITATION OF HILLSBORO,385251,650 SE OAK STREET,HILLSBORO,Washington,0,0,20,0,75,3,0,0
REGENCY GRESHAM NURSING & REHAB CENTER,385015,5905 SE POWELL VALLEY RD,GRESHAM,Multnomah,1,2,0,0,82,1,0,0
PROVIDENCE CHILD CENTER,38A001,830 NE 47TH AVENUE,PORTLAND,Multnomah,0,0,0,0,28,2,0,0
AVAMERE TRANSITIONAL CARE AT SUNNYSIDE,385189,4515 SUNNYSIDE ROAD SE,SALEM,Marion,0,2,1,0,73,0,4,0
AVAMERE REHABILITATION OF OREGON CITY,385125,1400 DIVISION STREET,OREGON CITY,Clackamas,3,2,0,0,61,1,1,0
AVAMERE CRESTVIEW OF PORTLAND,385031,6530 SW 30TH AVENUE,PORTLAND,Multnomah,20,18,9,2,75,8,15,0
MARQUIS MT TABOR,385141,6040 SE BELMONT STREET,PORTLAND,Multnomah,3,10,14,0,86,5,13,0
AVAMERE REHABILITATION OF LEBANON,385168,350 S. 8TH,LEBANON,Linn,0,7,3,0,76,0,0,0
REGENCY ALBANY,385220,805 19TH AVENUE SE,ALBANY,Linn,0,15,5,0,36,0,5,0
PROVIDENCE BENEDICTINE NURSING CENTER,385018,540 SOUTH MAIN STREET,MOUNT ANGEL,Marion,2,0,7,0,68,6,0,0
PRESTIGE POST-ACUTE & REHAB CENTER - MCMINNVILLE,385225,421 SE EVANS STREET,MCMINNVILLE,Yamhill,0,0,8,0,45,0,2,0
UMPQUA VALLEY NURSING & REHABILITATION CENTER,385143,525 W. UMPQUA STREET,ROSEBURG,Douglas,0,0,13,0,81,2,2,0
AVAMERE COURT AT KEIZER,385233,5210 RIVER ROAD N.,KEIZER,Marion,2,46,20,1,61,4,3,0
CORVALLIS MANOR,385072,160 NE CONIFER BLVD,CORVALLIS,Benton,6,25,9,0,69,2,14,0
INDEPENDENCE HEALTH AND REHABILITATION CENTER,385188,1525 MONMOUTH STREET,INDEPENDENCE,Polk,0,1,2,0,32,1,0,0
COLUMBIA BASIN CARE FACILITY,385049,1015 WEBBER STREET,THE DALLES,Wasco,0,0,9,0,63,1,2,0
GATEWAY CARE AND RETIREMENT,385268,39 NE 102ND AVENUE,PORTLAND,Multnomah,,,,,,,,
LAURELHURST VILLAGE,385010,3060 SE STARK STREET,PORTLAND,Multnomah,43,0,957,4,182,2,23,0
AVAMERE REHABILITATION OF COOS BAY,385239,2625 KOOS BAY BLVD,COOS BAY,Coos,3,6,3,0,42,2,10,0
LINDA VISTA NURSING & REHAB CENTER,385197,135 MAPLE STREET,ASHLAND,Jackson,0,2,2,0,53,2,9,0
HEARTHSTONE NURSING & REHABILITATION CENTER,385091,2901 E. BARNETT ROAD,MEDFORD,Jackson,0,3,0,0,73,0,9,0
LIFE CARE CTR OF COOS BAY,385157,2890 OCEAN BLVD,COOS BAY,Coos,0,0,5,0,47,0,0,0
COLUMBIA CARE CENTER,385283,33910 E. COLUMBIA AVENUE,SCAPPOOSE,Columbia,0,7,1,0,27,0,12,0
HIGHLAND HOUSE NURSING & REHABILITATION CENTER,385149,2201 NW HIGHLAND AVENUE,GRANTS PASS,Josephine,0,2,23,0,112,0,2,0
CASCADE TERRACE,385187,5601 SE 122ND AVENUE,PORTLAND,Multnomah,10,25,6,0,57,8,12,0
PACIFIC HEALTH AND REHABILITATION,385272,14145 SW 105TH AVENUE,TIGARD,Washington,0,0,25,28,44,3,5,0
FERNHILL ESTATES,385237,5737 NE 37TH AVENUE,PORTLAND,Multnomah,0,3,1,0,41,4,12,0
MOLALLA MANOR CARE CENTER,385150,301 RIDINGS AVENUE,MOLALLA,Clackamas,0,3,0,0,36,0,3,0
MIRABELLA PORTLAND,385274,3550 SW BOND AVE,PORTLAND,Multnomah,0,1,3,0,33,1,20,0
AVAMERE HEALTH SERVICES OF ROGUE VALLEY,385024,625 STEVENS STREET,MEDFORD,Jackson,0,0,6,0,56,2,2,0
WILLOWBROOK TERRACE,385201,707 SW 37TH STREET,PENDLETON,Umatilla,0,0,1,0,36,1,8,0
COAST FORK NURSING CENTER,385152,515 GRANT STREET,COTTAGE GROVE,Lane,0,1,11,0,41,0,8,0
SHERIDAN CARE CENTER,385275,411 SE SHERIDAN ROAD,SHERIDAN,Yamhill,0,12,0,0,41,0,58,0
AVAMERE REHABILITATION OF NEWPORT,385162,835 SW 11TH STREET,NEWPORT,Lincoln,24,10,7,6,42,23,8,0
SALEM TRANSITIONAL CARE,385234,3445 BOONE ROAD SE,SALEM,Marion,11,8,9,3,64,12,8,0
OREGON CITY HEALTH CARE CENTER,385245,148 HOOD STREET,OREGON CITY,Clackamas,0,2,2,0,31,0,6,0
NEHALEM VALLEY CARE CENTER,385244,280 ROWE STREET,WHEELER,Tillamook,0,0,8,0,26,0,0,0
CHEHALEM HEALTH & REHAB,385199,1900 E. FULTON STREET,NEWBERG,Yamhill,0,0,7,0,42,2,1,0
AVAMERE RIVERPARK OF EUGENE,385185,425 ALEXANDER LOOP,EUGENE,Lane,1,0,0,0,105,3,0,0
BEND TRANSITIONAL CARE,385253,900 NE 27TH STREET,BEND,Deschutes,0,46,25,0,45,3,5,0
SOUTH HILLS REHABILITATION CEN,385167,1166 E. 28TH AVENUE,EUGENE,Lane,0,1,19,0,83,2,3,0
PILOT BUTTE REHABILITATION CENTER,385138,1876 NE HIGHWAY 20,BEND,Deschutes,0,0,7,0,24,2,4,0
MILTON FREEWATER HEALTH AND REHABILITATION CENTER,385161,120 ELZORA STREET,MILTON FREEWATER,Umatilla,,,,,,,,
GOOD SAMARITAN SOCIETY - CURRY VILLAGE,385165,1 PARK AVENUE,BROOKINGS,Curry,0,0,10,0,20,0,0,0
FRIENDSHIP HEALTH CENTER,385121,3320 SE HOLGATE BLVD,PORTLAND,Multnomah,0,63,0,0,69,10,38,0
GRACELEN TERRACE NF,38E188,10948 S.E. BOISE,PORTLAND,Multnomah,0,0,0,0,70,12,0,0
MEADOW PARK HEALTH & SPECIALTY CARE CENTER,385222,75 SHORE DRIVE,SAINT HELENS,Columbia,0,0,1,0,38,1,0,0
GLISAN CARE CENTER,385136,9750 NE GLISAN STREET,PORTLAND,Multnomah,1,5,0,0,57,1,4,0
CREEKSIDE REHABILITATION AND NURSING,385277,812 SE 48TH AVENUE,PORTLAND,Multnomah,24,2,2,1,23,0,1,0
EAST PORTLAND CARE CENTER,38E157,34 NE 20TH AVENUE,PORTLAND,Multnomah,0,0,0,0,21,8,4,0
REGENCY CARE OF CENTRAL OREGON,385282,119 SE WILSON AVENUE,BEND,Deschutes,0,0,0,0,31,0,0,0
MARQUIS TUALATIN POST ACUTE REHAB,385279,19945 SW BOONES FERRY ROAD,TUALATIN,Clackamas,0,0,1,0,48,5,3,0
FRENCH PRAIRIE NURSING & REHABILITATION CENTER,385117,601 EVERGREEN ROAD,WOODBURN,Marion,46,46,13,10,29,30,43,0
FOREST GROVE REHABILITATION AND CARE CENTER,385155,3900 PACIFIC AVENUE,FOREST GROVE,Washington,1,17,10,0,59,3,7,0
MARYVILLE,385166,14645 SW FARMINGTON ROAD,BEAVERTON,Washington,26,5,39,3,91,29,59,0
ROYALE GARDENS HEALTH & REHABILITATION CENTER,385148,2075 NW HIGHLAND AVENUE,GRANTS PASS,Josephine,0,9,3,0,107,0,5,0
VALLEY WEST HEALTH CARE CENTER,385120,2300 WARREN STREET,EUGENE,Lane,1,12,16,0,66,1,26,0
HOLLADAY PARK PLAZA,385259,1300 NE 16TH AVENUE,PORTLAND,Multnomah,0,6,3,0,33,2,32,0
CLATSOP CARE CENTER,385144,646 16TH STREET,ASTORIA,Clatsop,0,0,4,0,26,1,1,0
AVAMERE REHABILITATION OF JUNCTION CITY,385229,530 BIRCH STREET,JUNCTION CITY,Lane,0,1,25,0,38,0,0,0
DALLAS RETIREMENT VILLAGE HEALTH CENTER,385207,377 NW JASPER STREET,DALLAS,Polk,0,0,14,0,91,2,25,0
ROSE VILLA SENIOR LIVING COMMUNITY,38A031,13505 SE RIVER ROAD,PORTLAND,Clackamas,0,0,2,0,36,2,3,0
MARQUIS PLUM RIDGE POST ACUTE REHAB,385137,1401 BRYANT WILLIAMS DR.,KLAMATH FALLS,Klamath,0,0,21,0,79,0,6,0
AVAMERE REHABILITATION OF EUGENE,385053,2360 CHAMBERS STREET,EUGENE,Lane,0,3,0,0,74,0,1,0
WILLAMETTE VIEW HEALTH CENTER,385200,13145 SE RIVER ROAD,MILWAUKIE,Clackamas,0,0,0,0,5,1,0,0
GRESHAM POST ACUTE CARE AND REHABILITATION,385190,405 NE 5TH STREET,GRESHAM,Multnomah,1,0,0,0,48,4,0,0
GOOD SAMARITAN SOCIETY - EUGENE VILLAGE,385147,3500 HILYARD STREET,EUGENE,Lane,0,0,10,0,27,0,0,0
REGENCY HERMISTON NURSING & REHAB CENTER,385263,970 W JUNIPER AVENUE,HERMISTON,Umatilla,60,18,15,11,39,44,3,0
BLUE MOUNTAIN CARE CENTER,38E040,112 EAST FIFTH STREET,PRAIRIE CITY,Grant,0,0,4,0,14,0,1,0
LAKEVIEW GARDENS,385115,1230 SOUTH 9TH ST,LAKEVIEW,Lake,0,2,0,0,,0,0,0
CASCADE MANOR,385276,65 WEST 30TH AVENUE,EUGENE,Lane,0,2,0,0,19,0,18,0
ROSE HAVEN NURSING CENTER,385151,740 NW HILL,ROSEBURG,Douglas,0,0,14,0,84,0,0,0
PRESTIGE POST-ACUTE & REHAB CENTER - MILWAUKIE,385270,12045 SE STANLEY AVENUE,MILWAUKIE,Clackamas,3,11,0,0,51,4,4,0
MARQUIS CENTENNIAL POST ACUTE REHAB,385183,725 SE 202ND AVENUE,PORTLAND,Multnomah,37,42,2,1,55,20,2,0
"PEARL AT KRUSE WAY, THE",385271,4550 CARMAN DRIVE,LAKE OSWEGO,Clackamas,0,1,1,0,41,10,2,0
ROGUE VALLEY MANOR,385250,1200 MIRA MAR AVENUE,MEDFORD,Jackson,0,9,12,0,30,1,45,0
MARQUIS SPRINGFIELD,385077,1333 N. 1ST STREET,SPRINGFIELD,Lane,0,8,1,0,80,2,8,0
PORTLAND HEALTH & REHABILITATION  CENTER,385228,12441 SE STARK STREET,PORTLAND,Multnomah,0,0,0,0,41,3,4,0
PRESTIGE CARE AND REHABILITATION OF REEDWOOD,385055,3540 SE FRANCIS STREET,PORTLAND,Multnomah,0,10,1,0,45,2,1,0
MARQUIS HOPE VILLAGE,385260,1577 S IVY,CANBY,Clackamas,36,53,8,7,41,45,0,0
ROSE LINN CARE CENTER,385278,2330 DEBOK ROAD,WEST LINN,Clackamas,0,0,7,0,62,1,3,0
ROBISON JEWISH HEALTH CENTER,385145,6125 SW BOUNDARY STREET,PORTLAND,Multnomah,2,24,2,1,65,6,49,0
"EAST CASCADE RETIREMENT COMMUNITY, LLC",385181,175 NE 16TH STREET,MADRAS,Jefferson,0,0,0,0,15,1,0,0
LAUREL HILL NURSING CENTER,385232,859 NE 6TH STREET,GRANTS PASS,Josephine,0,0,5,0,23,0,2,0
TIMBERVIEW CARE CENTER,385107,1023 6TH AVE SW,ALBANY,Linn,0,1,1,0,56,0,2,0
MARQUIS MARIAN ESTATES,385240,390 SE CHURCH STREET,SUBLIMITY,Marion,2,1,0,0,61,1,10,0
MARQUIS WILSONVILLE POST ACUTE REHAB,385266,30900 SW PARKWAY AVENUE,WILSONVILLE,Clackamas,0,1,0,0,42,2,2,0
AIDAN SENIOR LIVING AT REEDSPORT,385164,600 RANCH ROAD,REEDSPORT,Douglas,0,0,4,0,16,0,2,0
MENNONITE HOME,385206,5353 COLUMBUS STREET SE,ALBANY,Linn,0,2,8,0,67,2,15,0
VILLAGE HEALTH CARE,385068,3955 SE 182ND AVENUE,GRESHAM,Multnomah,25,13,12,8,60,14,8,0
TIERRA ROSE CARE CENTER,38E075,4254 WEATHERS STREET NE,SALEM,Marion,1,3,14,0,64,9,7,0
GOOD SAMARITAN SOCIETY - FAIRLAWN VILLAGE,385133,3457 NE DIVISION STREET,GRESHAM,Multnomah,0,0,5,0,59,2,1,0
VILLAGE AT HILLSIDE,385269,400 NW HILLSIDE PARK WAY,MCMINNVILLE,Yamhill,1,23,3,0,13,4,1,0
LAGRANDE POST ACUTE REHAB,385211,91 ARIES LANE,LA GRANDE,Union,0,7,2,0,29,1,1,0
REGENCY CARE OF ROGUE VALLEY,385064,1710 NE FAIRVIEW AVENUE,GRANTS PASS,Josephine,0,5,4,0,45,0,8,0
LEBANON VETERANS HOME,385280,600 NORTH 5TH STREET,LEBANON,Linn,21,1,54,7,127,16,5,0
PORTHAVEN HEALTHCARE CENTER,385045,5330 NE PRESCOTT STREET,PORTLAND,Multnomah,1,8,11,0,61,1,0,0
CRESWELL HEALTH AND REHABILITATION CENTER,385182,735 SOUTH 2ND STREET,CRESWELL,Lane,0,10,0,0,47,0,1,0
MARQUIS OREGON CITY POST ACUTE REHAB,385221,1680 MOLALLA AVENUE,OREGON CITY,Clackamas,9,7,4,0,58,6,1,0
REGENCY FLORENCE,385142,1951 E. 21ST STREET,FLORENCE,Lane,0,1,11,0,45,0,4,0
OREGON VETERANS HOME,385257,700 VETERANS DRIVE,THE DALLES,Wasco,1,5,8,0,114,2,28,0
MYRTLE POINT CARE CENTER,385254,637 ASH STREET,MYRTLE POINT,Coos,0,2,4,0,21,0,5,0
WEST HILLS HEALTH & REHABILITATION,385112,5701 SW MULTNOMAH BLVD,PORTLAND,Multnomah,1,39,10,0,81,6,72,0
SECORA REHABILITATION OF CASCADIA,385264,10435 SE CORA STREET,PORTLAND,Multnomah,1,0,0,0,51,2,0,0
AVAMERE AT THREE FOUNTAINS,385126,835 CRATER LAKE AVENUE,MEDFORD,Jackson,0,2,11,0,97,3,0,0
PARK FOREST CARE CENTER,385258,8643 NE BEECH STREET,PORTLAND,Multnomah,0,4,0,0,36,1,3,0
THE DALLES HEALTH AND REHABILITATION CENTER,385172,1023 W. 25TH STREET,THE DALLES,Wasco,0,0,4,0,28,1,0,0
LIFE CARE CENTER OF MCMINNVILLE,385171,1309  NE 27TH STREET,MCMINNVILLE,Yamhill,9,8,3,0,46,11,9,0
CORNERSTONE CARE OPTION,38E173,12640 SE BUSH,PORTLAND,Multnomah,0,1,4,0,40,0,0,0
VILLAGE MANOR,38E174,2060 NE 238TH DRIVE,WOOD VILLAGE,Multnomah,0,0,0,0,57,3,1,0
REGENCY REDMOND REHABILITATION AND NURSING CENTER,385230,3025 SW RESERVOIR DRIVE,REDMOND,Deschutes,0,1,0,0,28,7,16,0
PIONEER NURSING HOME,385273,1060 D STREET WEST,VALE,Malheur,1,1,7,0,22,4,9,0
MARQUIS PIEDMONT POST ACUTE REHAB,385208,319 NE RUSSET,PORTLAND,Multnomah,0,6,14,0,60,4,7,0
