Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
THERMOPOLIS REHABILITATION AND WELLNESS,535051,1210 CANYON HILLS RD,THERMOPOLIS,Hot Springs,0,0,3,0,39,0,1,0
WESTON COUNTY HEALTH SERVICES,535023,1124 WASHINGTON BLVD,NEWCASTLE,Weston,5,0,7,2,47,8,0,0
WYOMING RETIREMENT CENTER,535021,890 US HWY 20 SOUTH,BASIN,Big Horn,1,1,7,0,65,3,8,0
WESTWARD HEIGHTS CARE CENTER,535034,150 CARING WAY,LANDER,Fremont,0,2,9,0,55,4,3,0
WORLAND HEALTHCARE AND REHABILITATION CENTER,535048,1901 HOWELL AVENUE,WORLAND,Washakie,16,0,11,5,61,12,0,0
MORNING STAR CARE CENTER,535050,4 NORTH FORK ROAD,FORT WASHAKIE,Fremont,0,0,3,0,28,6,2,0
STAR VALLEY CARE CENTER,53A050,130 HOSPITAL LANE,AFTON,Lincoln,0,3,7,0,16,3,2,0
SHERIDAN MANOR,535026,1851 BIG HORN AVE,SHERIDAN,Sheridan,1,2,21,0,79,2,0,0
SARATOGA CARE CENTER LLC,535055,207 EAST HOLLY AVENUE / PO BOX 630,SARATOGA,Carbon,0,0,1,0,21,2,0,0
RAWLINS REHABILITATION AND WELLNESS,535036,542 16TH STREET,RAWLINS,Carbon,0,0,8,0,42,1,1,0
SOUTH LINCOLN NURSING CENTER,53A051,711 ONYX STREET,KEMMERER,Lincoln,1,0,3,0,23,5,2,0
ST JOHN'S NURSING HOME,535046,625 EAST BROADWAY,JACKSON,Teton,8,10,4,0,36,5,5,0
LIFE CARE CENTER OF CHEYENNE,535032,1330 PRAIRIE AVENUE,CHEYENNE,Laramie,87,51,55,13,80,53,79,0
WESTVIEW HEALTH CARE CENTER,535039,1990 WEST LOUCKS STREET,SHERIDAN,Sheridan,0,0,17,0,54,3,3,0
PLATTE COUNTY LEGACY HOME,535053,100 19TH ST,WHEATLAND,Platte,0,3,9,0,49,3,6,0
GOSHEN HEALTHCARE COMMUNITY,535057,2009 LARAMIE STREET,TORRINGTON,Goshen,21,1,19,4,71,26,21,3
POWELL VALLEY CARE CENTER,535045,777 AVENUE H,POWELL,Park,0,0,13,0,79,6,0,0
MISSION AT CASTLE ROCK REHABILITATION CENTER,535033,1445 UINTA DRIVE,GREEN RIVER,Sweetwater,0,1,19,0,48,3,12,0
LARAMIE CARE CENTER,535043,503 S 18TH ST,LARAMIE,Albany,20,0,21,3,53,6,1,0
ROCKY MOUNTAIN CARE - EVANSTON,535038,475 YELLOW CREEK ROAD,EVANSTON,Uinta,0,0,11,0,42,2,2,0
CODY REGIONAL HEALTH LONG TERM CARE CENTER,535027,707 SHERIDAN AVENUE,CODY,Park,0,1,4,0,75,9,2,0
CROOK COUNTY MEDICAL SERVICES DISTRICT LTC,535029,713 OAK STREET,SUNDANCE,Crook,20,0,8,0,28,12,0,0
DOUGLAS CARE CENTER LLC,535040,1108 BIRCH STREET,DOUGLAS,Converse,0,0,4,0,45,3,0,0
LIFE CARE CENTER OF CASPER,535049,4041 SOUTH POPLAR STREET,CASPER,Natrona,0,6,7,0,80,9,27,0
GRANITE REHABILITATION AND WELLNESS,535013,3128 BOXELDER DRIVE,CHEYENNE,Laramie,5,3,13,0,121,14,18,0
CHEYENNE HEALTH CARE CENTER,535025,2700 E 12TH STREET,CHEYENNE,Laramie,2,0,24,1,98,2,0,0
GREEN HOUSE LIVING FOR SHERIDAN,535054,2311 SHIRLEY COVE,SHERIDAN,Sheridan,0,0,3,0,43,3,2,0
SHEPHERD OF THE VALLEY REHABILITION AND WELLNESS,535042,60 MAGNOLIA,CASPER,Natrona,50,30,22,17,118,28,52,0
CASPER MOUNTAIN REHABILITATION AND CARE CENTER,535024,4305 S POPLAR,CASPER,Natrona,27,8,19,4,77,19,5,0
AMIE HOLT CARE CENTER,53A002,497 W LOTT,BUFFALO,Johnson,0,5,5,0,38,1,30,0
BONNIE BLUEJACKET MEMORIAL NURSING HOME,535019,388 SOUTH US HWY 20,BASIN,Big Horn,0,3,2,0,26,10,9,0
NEW HORIZONS CARE CENTER,535030,1111 LANE 12,LOVELL,Big Horn,31,34,11,9,53,39,39,0
WIND RIVER REHABILITATON AND WELLNESS,535031,1002 FOREST DRIVE,RIVERTON,Fremont,4,2,15,1,69,15,15,0
SUBLETTE CENTER,535017,333 N BRIDGER AVE,PINEDALE,Sublette,0,0,0,0,35,2,14,0
THE LEGACY LIVING AND REHABILITATION CENTER,535022,1000 S DOUGLAS HWY,GILLETTE,Campbell,10,11,45,2,133,16,9,0
SAGE VIEW CARE CENTER,535056,1325 SAGE STREET,ROCK SPRINGS,Sweetwater,3,7,19,1,42,8,11,0
