Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
THE OAKS AT BYRON CENTER,235639,2280 BYRON VIEW DR SW,BYRON CENTER,Kent,0,0,6,0,41,53,0,0
SKLD ZEELAND,235347,285 N STATE ST,ZEELAND,Ottawa,0,7,29,0,127,7,10,0
SKLD WYOMING,235441,625 36TH ST SW,WYOMING,Kent,1,3,149,0,83,0,8,0
REGENCY AT WHITMORE LAKE,235545,8633 N MAIN ST,WHITMORE LAKE,Washtenaw,23,8,6,0,115,0,10,0
NOVI LAKES HEALTH CAMPUS,235718,41795 W 12 MILE ROAD,NOVI,Oakland,0,0,0,0,48,9,0,0
OAKVIEW MEDICAL CARE FACILITY,235072,1000 DIANA ST,LUDINGTON,Mason,0,7,18,0,83,0,53,0
ST JAMES NURSING CENTER,235527,15063 GRATIOT AVE,DETROIT,Wayne,1,0,13,12,103,0,0,0
HOYT NURSING & REHAB CENTRE,235056,1202 WEISS ST,SAGINAW,Saginaw,12,8,12,7,84,4,4,0
PROMEDICA MONROE SKILLED NURSING AND REHAB,235520,700 STEWART RD,MONROE,Monroe,0,1,16,0,70,1,3,0
ALLEGRA NURSING AND REHAB,235016,434 W NORTH ST,JACKSON,Jackson,0,2,2,0,59,0,13,0
PROVINCIAL HOUSE OF ADRIAN,235287,700 LAKESHIRE TR,ADRIAN,Lenawee,0,3,58,0,70,6,42,0
APPLEWOOD NURSING CENTER INC,235375,18500 VAN HORN RD,WOODHAVEN,Wayne,0,0,4,0,129,0,0,0
HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,235540,2589 44TH ST SE,GRAND RAPIDS,Kent,0,0,2,0,40,11,0,0
"LAURELS OF FULTON,THE",235513,4735 RANGER RD,PERRINTON,Gratiot,0,0,1,0,45,1,2,0
MEDILODGE OF CASS CITY,235286,4782 HOSPITAL DR,CASS CITY,Tuscola,34,46,8,3,53,12,16,0
MISSION POINT NSG & PHY REHAB CTR OF HANCOCK,235552,1400 POPLAR ST,HANCOCK,Houghton,0,0,0,0,56,0,20,0
THE LODGE AT TAYLOR,235541,22950 NORTHLINE RD,TAYLOR,Wayne,,,,,,,,
MARWOOD MANOR NURSING HOME,235369,1300 BEARD ST,PORT HURON,St. Clair,0,2,58,0,219,0,38,0
TUSCOLA COUNTY MEDICAL CARE FACILITY,235089,1285 CLEAVER RD,CARO,Tuscola,23,15,31,11,140,10,111,0
SKLD IONIA,235032,814 E LINCOLN AVE,IONIA,Ionia,0,0,50,0,74,8,0,0
MARVIN & BETTY DANTO FAMILY HEALTH CARE CENTER,235288,6800 WEST MAPLE,WEST BLOOMFIELD,Oakland,9,11,4,4,99,26,29,0
ST FRANCIS HOME,235249,915 N RIVER RD,SAGINAW,Saginaw,0,22,4,0,73,1,7,0
"DURAND SENIOR CARE AND REHAB CENTER, L L C",235123,8750 E MONROE RD,DURAND,Shiawassee,11,12,20,14,87,42,15,0
MEDILODGE OF CLARE,235022,600 SE 4TH ST,CLARE,Clare,0,0,6,0,80,0,4,0
HALLMARK LIVING BENTON HARBOR,235544,1385 E EMPIRE AVE,BENTON HARBOR,Berrien,0,9,0,0,42,0,0,0
FRIENDSHIP VILLAGE,235248,1400 N DRAKE RD,KALAMAZOO,Kalamazoo,0,6,3,0,49,1,7,0
FAIRVIEW NURSING AND REHABILITATION COMMUNITY,235013,441 E MAIN ST,CENTREVILLE,St. Joseph,4,0,5,0,49,1,0,0
MEDILODGE OF ST CLAIR,235370,4220 S HOSPITAL DR,EAST CHINA,St. Clair,58,24,31,26,91,26,10,0
LAKE WOODS NURSING & REHABILITATION CENTER,235116,1684 VULCAN ST,MUSKEGON,Muskegon,2,0,76,0,66,21,3,0
RESTHAVEN CARE CENTER,235378,280 W 40TH ST,HOLLAND,Allegan,0,1,4,0,143,1,6,0
"ST JOSEPH'S, A VILLA CENTER",235383,9400 CONANT STREET,HAMTRAMCK,Wayne,0,0,4,0,116,0,0,0
HEARTLAND HEALTH CARE CENTER-BRIARWOOD,235184,3011 N CENTER RD,FLINT,Genesee,11,29,10,4,57,70,14,0
PORTER HILLS HEALTH CENTER,235310,3600 FULTON ST E,GRAND RAPIDS,Kent,8,19,46,0,63,56,13,0
BROOKCREST,235039,3400 WILSON AVE,GRANDVILLE,Kent,1,1,7,0,84,3,8,0
WELLSPRING LUTHERAN SERVICES,235400,1390 MAPLE DRIVE,FAIRVIEW,Oscoda,0,0,0,0,34,0,0,0
SANCTUARY AT FRASER VILLA,235453,33300 UTICA RD,FRASER,Macomb,44,0,37,9,102,41,10,0
IRON CO MEDICAL CARE FACILITY,235257,1523 U S HIGHWAY 2,CRYSTAL FALLS,Iron,0,13,39,0,154,1,48,0
ARBOR MANOR CARE CENTER,235360,151 2ND ST,SPRING ARBOR,Jackson,2,0,32,1,62,16,1,0
MAPLE LAWN MEDICAL CARE FACILI,235008,50 SANDERSON LANE,COLDWATER,Branch,0,1,1,0,104,1,72,0
THE VILLA AT PARKRIDGE,235503,28 S PROSPECT ST,YPSILANTI,Washtenaw,28,11,28,25,108,22,2,1
"SAGINAW SENIOR CARE AND REHAB CENTER, L L C",235113,4322 MACKINAW ROAD,SAGINAW,Saginaw,0,4,0,0,58,8,6,0
FOUR CHAPLAINS NRSG CARE CTR,235467,28349 JOY RD,WESTLAND,Wayne,47,3,15,12,56,28,23,4
SPECTRUM HEALTH - REED CITY CA,235205,300 NORTH PATTERSON RD,REED CITY,Osceola,0,1,0,0,45,0,3,0
MEDILODGE OF LUDINGTON,235358,1000 E TINKHAM AVE,LUDINGTON,Mason,1,0,0,0,67,1,20,0
MANISTEE COUNTY MEDICAL CARE FACILITY,235003,1505 E PARKDALE AVENUE,MANISTEE,Manistee,0,0,29,0,62,0,1,0
ADVANTAGE LIVING CENTER - SOUTHGATE,235266,15400 TRENTON ROAD,SOUTHGATE,Wayne,45,0,5,7,69,2,11,0
WILLOWBROOK MANOR,235550,G-4436 BEECHER RD,FLINT,Genesee,5,0,17,11,82,2,2,0
RIVERVIEW HEALTH AND REHAB CENTER NORTH,235476,18300 E WARREN,DETROIT,Wayne,,,,,,,,
PINE RIDGE - A REHABILITATION AND NURSING CENTER,235164,4368 CLEVELAND AVE,STEVENSVILLE,Berrien,13,0,2,1,88,38,21,0
POMEROY LIVING ROCHESTER SKILLED REHABILITATION,235477,3500 WEST SOUTH BLVD,ROCHESTER HILLS,Oakland,,,,,,,,
THE VILLAGE OF EAST HARBOR,235528,33875 KIELY DR,CHESTERFIELD TOWNSHI,Macomb,60,35,59,20,62,48,105,0
"LAURELS OF COLDWATER,THE",235302,90 N MICHIGAN AVE,COLDWATER,Branch,0,7,7,0,132,0,7,0
VALLEY VIEW CARE CENTER,235377,1050 FOUR MILE NW,GRAND RAPIDS,Kent,0,0,0,0,118,0,0,0
MANORCARE NURSING AND REHABILITATION CENTER,235267,1225 WOODWARD AVENUE,KINGSFORD,Dickinson,0,0,45,0,82,0,0,0
HOLLAND HOME - RAYBROOK MANOR,235440,2121 RAYBROOK SE,GRAND RAPIDS,Kent,0,2,8,0,81,16,1,0
WARREN WOODS HEALTH AND REHABILITATION CENTER,235259,11525 E TEN MILE RD,WARREN,Macomb,38,1,30,21,128,3,0,1
ELY MANOR,235264,1200 ELY ST,ALLEGAN,Allegan,0,0,24,0,81,0,0,0
FROH COMMUNITY HOME,235345,307 N FRANKS AVENUE,STURGIS,St. Joseph,0,8,4,0,64,2,0,0
ADVANTAGE LIVING CENTER - NORTHWEST,235539,16181 HUBBELL ST,DETROIT,Wayne,23,4,4,3,111,1,0,0
MEDILODGE OF HILLMAN,235423,631 CARING ST,HILLMAN,Montmorency,0,0,6,0,38,0,0,0
HEARTLAND HEALTH CARE CENTER-HAMPTON,235411,800 MULHOLLAND RD,BAY CITY,Bay,9,18,4,4,22,11,15,0
BURCHAM HILLS RETIREMENT CTR,235236,2700 BURCHAM DRIVE,EAST LANSING,Ingham,3,1,52,2,98,9,34,0
