Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
"VALLEY INN, THE",065306,211 3RD AVE,MANCOS,Montezuma,0,0,7,0,54,0,0,0
HORIZONS CARE CENTER,065258,11411 HWY 65,ECKERT,Delta,0,0,23,0,56,0,1,0
GRACE MANOR CARE CENTER,065284,465 5TH ST,BURLINGTON,Kit Carson,8,3,7,3,22,7,3,0
SOUTHEAST COLORADO HOSPITAL LTC,06A185,373 E 10TH AVE,SPRINGFIELD,Baca,0,0,1,0,47,1,0,0
"LAMAR ESTATES, LLC",065294,205 SOUTH 10TH STREET,LAMAR,Prowers,,,,,,,,
FOREST STREET COMPASSIONATE CARE CENTER,065387,3345 FOREST ST,DENVER,Denver,0,0,10,6,35,0,0,0
"GRACE POINTE CONT CARE SR CAMPUS, SKILLED NURSING",065397,1919 68TH AVE,GREELEY,Weld,4,7,0,0,42,3,5,0
"REHABILITATION CENTER AT SANDALWOOD,THE",065292,3835 HARLAN ST,WHEAT RIDGE,Jefferson,11,2,13,0,67,11,9,0
PARKMOOR VILLAGE HEALTHCARE CENTER,065252,3625 PARKMOOR VILLAGE DR,COLORADO SPRINGS,El Paso,0,0,12,0,103,1,4,0
POWERBACK REHABILITATION LAKEWOOD,065400,7395 W EASTMAN PL,LAKEWOOD,Denver,7,2,23,19,53,2,2,0
LEMAY AVENUE HEALTH AND REHABILITATION FACILITY,065142,4824 S LEMAY AVE,FORT COLLINS,Larimer,2,0,0,1,109,1,0,0
RIO GRANDE INN,065399,39 CALLE MILLER,LA JARA,Conejos,0,0,12,0,41,0,0,0
"GREEN HOUSE HOMES AT MIRASOL, THE",065412,490 MIRASOL DRIVE,LOVELAND,Larimer,0,0,0,0,59,2,0,0
SUNDANCE SKILLED NURSING AND REHABILITATION,065152,2612 W CUCHARRAS ST,COLORADO SPRINGS,El Paso,0,0,0,0,64,0,0,0
SPANISH PEAKS VETERANS COMMUNITY LIVING CENTER,06A190,23500 US HWY 160,WALSENBURG,Huerfano,0,2,1,0,84,0,0,0
PEAKS CARE CENTER THE,065189,1440 COFFMAN ST,LONGMONT,Boulder,48,0,20,18,40,33,0,0
COLUMBINE COMMONS HEALTH AND REHAB LLC,065410,1475 MAIN ST,WINDSOR,Weld,0,1,1,0,28,0,1,0
MANORCARE HEALTH SERVICES-DENVER,065241,290 S MONACO PKWY,DENVER,Denver,2,5,1,2,81,0,1,0
VI AT HIGHLANDS RANCH SKILLED NURSING,065398,9085 RANCH RIVER CIR,HIGHLANDS RANCH,Douglas,0,1,0,0,24,2,3,0
LAKEWOOD VILLA,065408,1625 SIMMS ST,LAKEWOOD,Jefferson,0,0,1,0,56,0,0,0
BROOKDALE SKYLINE,065382,2365 PATRIOT HTS,COLORADO SPRINGS,El Paso,0,0,1,0,26,0,4,0
GOOD SAMARITAN SOCIETY -- LOVELAND VILLAGE,065139,2101 S GARFIELD AVE,LOVELAND,Larimer,0,0,10,0,77,1,2,0
RIDGEVIEW POST ACUTE,065283,5230 E 66TH WY,COMMERCE CITY,Adams,7,2,5,4,91,0,5,0
KENTON MANOR,065219,850 27TH AVE,GREELEY,Weld,25,0,9,9,77,14,0,0
REHABILITATION AND NURSING CENTER OF THE ROCKIES,065192,1020 PATTON ST,FORT COLLINS,Larimer,0,2,2,0,65,1,3,0
VALLEY VIEW VILLA,065181,815 FREMONT AVE,FORT MORGAN,Morgan,0,0,3,0,58,0,9,0
NEURORESTORATIVE COLORADO,065402,5945 S WRIGHT ST,LITTLETON,Arapahoe,0,0,2,0,22,0,0,0
CHRISTOPHER HOUSE REHABILITATION AND CARE COMMUNIT,065273,6270 W 38TH AVE,WHEAT RIDGE,Jefferson,0,6,1,0,56,6,14,0
TERRACE GARDENS HEALTHCARE CENTER,065172,2438 E FOUNTAIN BLVD,COLORADO SPRINGS,El Paso,0,1,11,0,74,1,0,0
AUTUMN HEIGHTS HEALTH CARE CENTER,065191,3131 S FEDERAL BLVD,DENVER,Denver,41,3,14,12,94,10,12,0
"SUITES AT HOLLY CREEK CARE CENTER, THE",065395,5590 E PEAKVIEW AVE,CENTENNIAL,Arapahoe,7,3,4,4,20,7,7,0
EAGLE RIDGE AT GRAND VALLEY,065286,2425 TELLER AVE,GRAND JUNCTION,Mesa,0,0,1,0,63,0,0,0
