Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
SENATOBIA HEALTHCARE & REHAB,255302,402 GETWELL DR,SENATOBIA,Tate,0,0,0,0,81,3,0,0
WASHINGTON CARE CENTER,255314,1920 LISA DRIVE EXTENDED,GREENVILLE,Washington,1,2,0,0,52,1,1,0
BRANDON COURT,255266,100 BURNHAM ROAD,BRANDON,Rankin,0,0,0,0,81,0,0,0
BEDFORD CARE CENTER OF HATTIESBURG,255158,10 MEDICAL BOULEVARD,HATTIESBURG,Forrest,25,2,8,13,77,18,2,1
ASHLAND HEALTH AND REHABILITATION,255138,16056 BOUNDRY DRIVE/PO BOX 490,ASHLAND,Benton,,,,,,,,
"HILLCREST NURSING CENTER, LLC",255278,1401 FIRST AVENUE NORTHEAST,MAGEE,Simpson,0,0,4,0,107,0,0,0
"UNION CO HEALTH AND REHAB CENTER, INC",255312,1111 BRATTON ROAD,NEW ALBANY,Union,23,0,11,7,35,14,1,0
VAIDEN COMMUNITY LIVING CENTER,255283,868 MULBERRY STREET,VAIDEN,Carroll,,,,,,,,
LANDMARK OF DESOTO,255281,3068 NAIL ROAD WEST,HORN LAKE,DeSoto,1,0,12,0,47,0,16,0
WALTER B CROOK NURSING FACILITY,25A422,840 NORTH OAK AVENUE,RULEVILLE,Sunflower,0,0,0,0,58,0,0,0
GREENBRIAR NURSING CENTER,255323,4347 WEST GAY ROAD,DIBERVILLE,Harrison,0,0,0,0,76,0,0,0
CHADWICK NURSING AND REHABILITATION CENTER LLC,255125,1900 CHADWICK DRIVE,JACKSON,Hinds,0,0,4,0,90,0,1,0
PERRY COUNTY NURSING CENTER,255159,202 BAY AVENUE WEST,RICHTON,Perry,0,0,0,0,50,0,0,0
PONTOTOC NURSING HOME,25A380,176 SOUTH MAIN STREET,PONTOTOC,Pontotoc,0,6,0,0,44,1,0,0
WHITFIELD NURSING HOME,25E015,2101 EAST PROPER STREET,CORINTH,Alcorn,0,0,0,0,21,0,0,0
PINEVIEW HEALTH AND REHABILITATION CENTER,255286,1304 WALNUT ST,WAYNESBORO,Wayne,0,0,13,0,86,1,3,0
DIVERSICARE OF EUPORA,255117,156 E WALNUT AVE,EUPORA,Webster,41,0,9,4,94,25,4,0
CAMELLIA ESTATES,255280,1714 WHITE STREET,MCCOMB,Pike,14,0,8,7,18,6,2,0
AURORA HEALTH AND REHABILITATION,255206,310 EMERALD DRIVE,COLUMBUS,Lowndes,0,0,1,0,98,1,0,0
HOLMES COUNTY LONG TERM CARE CENTER - DURANT,255332,15481 BOWLING GREEN ROAD,DURANT,Holmes,57,85,10,9,66,32,42,0
MEADVILLE CONVALESCENT HOME,255213,300 HWY 556/ROUTE 2 BOX 66,MEADVILLE,Franklin,3,2,6,1,46,4,2,0
DIVERSICARE OF AMORY,255119,1215 EARL FRYE DRIVE,AMORY,Monroe,0,7,6,6,92,2,10,0
HUMPHREYS CO NURSING CENTER,255259,500 CCC ROAD,BELZONI,Humphreys,12,3,5,3,39,0,3,0
"MAGNOLIA SENIOR CARE, LLC",255275,3701 PETER QUINN DRIVE,JACKSON,Hinds,0,0,0,0,53,3,0,0
OXFORD HEALTH & REHAB CENTER,255269,1301 BELK BOULEVARD,OXFORD,Lafayette,0,7,0,0,125,6,0,0
THE PILLARS OF BILOXI,255093,2279 ATKINSON ROAD,BILOXI,Harrison,1,0,3,0,153,0,0,0
NOXUBEE COUNTY NURSING HOME,25A374,78 HOSPITAL RD,MACON,Noxubee,1,0,0,0,54,3,0,0
COMFORT CARE NURSING CENTER,25A381,1100 WEST DRIVER,LAUREL,Jones,23,3,4,4,110,20,7,0
PASS CHRISTIAN HEALTH AND REHABILIATION CENTER,255287,538 MENGE AVENUE,PASS CHRISTIAN,Harrison,0,0,0,0,56,0,0,0
HIGHLAND HOME,255274,638 HIGHLAND COLONY PARKWAY,RIDGELAND,Madison,0,0,3,0,85,1,1,0
CORNERSTONE REHABILITATION AND HEALTHCARE CENTER,255232,302 ALCORN DRIVE,CORINTH,Alcorn,0,0,3,0,72,0,4,0
JAMES T CHAMPION,25A418,1455 NORTH LAKELAND DRIVE,MERIDIAN,Lauderdale,25,7,5,4,91,24,0,0
GREENBOUGH HEALTH AND REHABILITATION CENTER,255294,340 DESOTO AVE EXTENDED,CLARKSDALE,Coahoma,0,0,0,0,51,0,0,0
CLAIBORNE COUNTY SENIOR CARE,255192,2124 OLD HWY 61 SOUTH,PORT GIBSON,Claiborne,42,1,4,4,65,19,13,0
YAZOO CITY REHABILITATION AND HEALTHCARE CENTER,255146,925 CALHOUN AVENUE,YAZOO CITY,Yazoo,17,1,13,4,145,18,19,0
BRUCE COMMUNITY LIVING CENTER,255324,176 HIGHWAY 9 SOUTH  BOX 1280,BRUCE,Calhoun,0,0,0,0,31,4,0,0
SINGING RIVER SKILLED NURSING FACILITY,255346,2809 DENNY AVENUE,PASCAGOULA,Jackson,,,,,,,,
QUEEN CITY NURSING CENTER,255166,1201 28TH AVENUE,MERIDIAN,Lauderdale,41,4,14,9,52,2,0,0
