Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
RIVER RIDGE REHABILITATION AND CARE CENTER,045157,1100 EAST MARTIN DRIVE,WYNNE,Cross,22,1,21,0,57,14,6,0
LEGACY HEALTH AND REHABILITATION CENTER,045267,3310 NORTH 50TH STREET,FORT SMITH,Sebastian,70,4,26,7,76,43,9,0
ALCOA PINES HEALTH AND REHABILITATION,045408,3300 ALCOA ROAD,BENTON,Saline,1,1,12,0,88,1,1,0
THE PINES NURSING AND REHABILITATION CENTER,045243,524 CARPENTER DAM ROAD,HOT SPRINGS,Garland,0,1,15,0,93,0,1,0
"NASHVILLE WELLNESS, LLC",045180,1407 NORTH MAIN STREET,NASHVILLE,Howard,0,0,2,0,67,2,0,0
AUTUMN HILL,045295,500 HAMMOND AVENUE,BERRYVILLE,Carroll,0,1,0,0,55,0,2,0
OUACHITA NURSING AND REHABILITATION CENTER,045207,1411 COUNTRY CLUB ROAD,CAMDEN,Ouachita,7,2,13,3,64,6,1,0
"LEGACY HEIGHTS NURSING AND REHAB, LLC",045410,900 WEST 12TH ST,RUSSELLVILLE,Pope,57,9,16,7,59,26,41,0
SOUTHERN PINES HEALTH AND REHAB,045470,700 MANOR RD,PRESCOTT,Nevada,55,0,11,11,43,18,4,0
DIERKS HEALTH & REHAB,045346,402 S ARKANSAS AVENUE,DIERKS,Howard,,,,,,,,
ARKANSAS CONVALESCENT CENTER,045277,6301 SOUTH  HAZEL STREET,PINE BLUFF,Jefferson,70,29,15,10,59,29,7,0
BUTTERFIELD TRAIL VILLAGE,045125,1923 EAST JOYCE BLVD,FAYETTEVILLE,Washington,0,0,0,0,50,3,5,0
HIGHLAND HEALTHCARE AND REHABILITATION CENTER,045402,670 ROGERS ROAD,BELLA VISTA,Benton,23,5,11,4,41,16,0,0
STELLA MANOR NURSING AND REHABILITATION CENTER,045247,400 NORTH VANCOUVER AVENUE,RUSSELLVILLE,Pope,0,0,0,0,74,7,0,0
