Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
LINCOLN COMMUNITY CARE CENTER,265761,205 TIMBERLINE DRIVE,LINCOLN,Benton,0,0,8,0,57,1,0,0
LAWSON MANOR & REHAB,265666,210 WEST 8TH TERRACE,LAWSON,Ray,0,0,7,0,42,2,0,0
BELLEVIEW VALLEY NURSING HOME,265258,23144 HIGHWAY 32,BELLEVIEW,Iron,6,1,7,0,94,2,12,0
HIGHLAND REHABILITATION & HEALTH CARE CENTER,265167,904 EAST 68TH STREET,KANSAS CITY,Jackson,16,0,1,0,100,15,0,0
HEART OF THE OZARKS HEALTHCARE CENTER,265254,"2004 CRESTVIEW STREET, PO BOX 727",AVA,Douglas,55,0,29,14,71,34,0,0
"NHC HEALTHCARE, DESLOGE",265158,"801 BRIM STREET, PO BOX AA",DESLOGE,St. Francois,58,11,12,6,69,24,4,0
CEDARGATE HEALTHCARE,265205,2350 KANELL BLVD,POPLAR BLUFF,Butler,43,3,26,5,43,30,10,1
KABUL NURSING HOMES INC,265055,1000 MAIN STREET,CABOOL,Texas,0,0,10,0,48,9,0,0
"NHC HEALTHCARE, KENNETT",265168,"1120 FALCON,  PO BOX 696",KENNETT,Dunklin,32,23,19,3,79,36,47,0
SPRINGFIELD REHABILITATION & HEALTH CARE CENTER,265157,"2800 SOUTH FORT AVENUE, PO BOX 3438GS",SPRINGFIELD,Greene,54,16,35,5,78,21,4,0
BIG BEND WOODS HEALTHCARE CENTER,265130,110 HIGHLAND AVENUE,VALLEY PARK,St. Louis,5,3,10,0,91,10,10,0
DELMAR GARDENS SOUTH,265310,5300 BUTLER HILL ROAD,SAINT LOUIS,St. Louis,56,16,58,18,173,44,23,0
FRIENDSHIP VILLAGE CHESTERFIELD,265121,15201 OLIVE BOULEVARD,CHESTERFIELD,St. Louis,27,27,30,10,64,17,40,0
"MARY, QUEEN AND MOTHER CENTER",265159,7601 WATSON ROAD,SHREWSBURY,St. Louis,76,56,44,28,103,48,16,2
COX MEDICAL CENTERS MEYER ORTHOPEDIC AND REHAB,265289,3535 S NATIONAL AVE,SPRINGFIELD,Greene,0,1,0,0,,15,5,0
TABLEROCK HEALTHCARE,265288,276 FOUNTAIN LANE,KIMBERLING CITY,Stone,5,1,0,0,0,5,2,0
DELMAR GARDENS ON THE GREEN,265156,15197 CLAYTON ROAD,CHESTERFIELD,St. Louis,35,10,27,5,105,17,6,0
ST SOPHIA HEALTH & REHABILITATION CENTER,265120,936 CHARBONIER ROAD,FLORISSANT,St. Louis,84,11,62,19,143,39,10,0
"NHC HEALTHCARE, TOWN & COUNTRY",265001,13995 CLAYTON ROAD,TOWN AND COUNTRY,St. Louis,91,49,31,17,102,41,7,0
CAMDENTON WINDSOR ESTATES,265091,2042 N BUSINESS ROUTE 5,CAMDENTON,Camden,5,0,11,1,56,8,7,0
TRUMAN HEALTHCARE & REHABILITATION CENTER,265253,206 WEST FIRST STREET,LAMAR,Barton,23,0,16,0,102,24,0,0
TWIN PINES ADULT CARE CENTER,265198,1900 S JAMISON,KIRKSVILLE,Adair,0,1,16,0,54,2,3,0
GAINESVILLE HEALTH CARE CENTER,265312,"77 MEDICAL DRIVE, PO BOX 628",GAINESVILLE,Ozark,0,1,5,0,48,6,1,0
CHATEAU GIRARDEAU,265142,3120 INDEPENDENCE STREET,CAPE GIRARDEAU,Cape Girardeau,22,1,7,2,37,38,8,0
CARONDELET MANOR,265303,621 CARONDELET DRIVE,KANSAS CITY,Jackson,43,2,1,1,99,22,3,0
"NHC HEALTHCARE, ST CHARLES",265166,35 SUGAR MAPLE LANE,SAINT CHARLES,St. Charles,83,14,23,4,69,44,6,0
"NHC HEALTHCARE, WEST PLAINS",265155,"211 DAVIS DRIVE, PO BOX 497",WEST PLAINS,Howell,53,5,35,17,54,30,2,0
JOHN KNOX VILLAGE CARE CENTER,265095,600 NW PRYOR ROAD,LEES SUMMIT,Jackson,123,19,179,35,136,128,4,0
DELMAR GARDENS WEST,265105,13550 SOUTH OUTER 40 ROAD,TOWN AND COUNTRY,St. Louis,,,,,,,,
MARIES MANOR,265249,174 BALLPARK ROAD,VIENNA,Maries,17,3,7,2,56,14,0,0
LIFE CARE CENTER OF CARROLLTON,265294,300 LIFE CARE LANE,CARROLLTON,Carroll,38,1,12,9,52,31,2,0
LEBANON NORTH NURSING & REHAB,265123,596 MORTON ROAD,LEBANON,Laclede,76,1,53,12,80,30,10,0
MARYMOUNT MANOR,265140,"313 AUGUSTINE RD, PO BOX 600",EUREKA,St. Louis,51,0,0,12,78,14,0,0
MASON POINTE CARE CENTER,265071,13190 SOUTH OUTER 40 ROAD,CHESTERFIELD,St. Louis,52,26,31,9,113,69,5,0
AURORA NURSING CENTER,265182,1700 SOUTH HUDSON AVENUE,AURORA,Lawrence,17,3,4,0,55,24,4,0
MILAN HEALTH CARE CENTER,265238,52435 INFIRMARY ROAD,MILAN,Sullivan,34,0,5,5,90,14,2,0
COLONIAL SPRINGS HEALTHCARE CENTER,265245,"750 WEST COOPER, PO BOX 978",BUFFALO,Dallas,53,30,55,17,77,47,72,0
CLINTON HEALTHCARE AND REHABILITATION CENTER,265255,1009 EAST OHIO,CLINTON,Henry,27,1,8,1,64,19,0,0
FRIENDSHIP VILLAGE SUNSET HILLS,265136,12509 VILLAGE CIRCLE DRIVE,SAINT LOUIS,St. Louis,30,8,22,0,102,26,12,0
RIVER OAKS CARE CENTER,265210,1001 NORTH WALNUT,STEELE,Pemiscot,42,0,7,0,72,21,0,0
MAPLE LAWN NURSING HOME,265237,"1410 WEST LINE STREET, PO BOX 232",PALMYRA,Marion,4,0,15,0,64,22,5,0
CHARLESTON MANOR,265165,1220 EAST MARSHALL,CHARLESTON,Mississippi,16,1,3,2,35,16,7,0
PARKSIDE MANOR,265302,1201 HUNT AVENUE,COLUMBIA,Boone,1,13,0,0,73,10,20,0
SPRING VALLEY HEALTH & REHABILITATION CENTER,265188,2915 SOUTH FREMONT AVE,SPRINGFIELD,Greene,75,40,20,12,113,37,19,0
WESTWOOD HILLS HEALTH & REHABILITATION CENTER,265193,3100 WARRIOR LANE,POPLAR BLUFF,Butler,42,5,28,9,44,49,42,0
MARK TWAIN MANOR,265236,11988 MARK TWAIN LANE,BRIDGETON,St. Louis,51,40,29,16,52,27,8,0
"SCENIC NURSING AND REHABILITATION CENTER, LLC",265216,1333 SCENIC DRIVE,HERCULANEUM,Jefferson,57,0,14,7,153,24,2,0
