Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
07/26/2020,195177,TRINITY NEUROLOGIC REHABILITATION CENTER,1400 LINDBERG DRIVE,SLIDELL,LA,70458,Y,Y,0,2,0,1,0,0,0,13,0,0,110,95,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27,0,Y,Y,0,0,10.5,0.0,0.0,St. Tammany,N,N,POINT (-89.754008 30.281540999999997),Week 10 - Jul 26
07/26/2020,195430,COLFAX REUNION NURSING AND REHABILITATION CENTER,366 WEBB SMITH DRIVE,COLFAX,LA,71417,Y,N,0,0,25,36,15,18,2,21,2,2,140,92,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,35,2,5,2,2,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,,,,,271.7,21.7,391.3,21.7,5.6,Grant,Y,N,POINT (-92.690024 31.524621),Week 10 - Jul 26
07/26/2020,195469,AMELIA MANOR NURSING HOME,903 CENTER STREET,LAFAYETTE,LA,70501,Y,Y,0,12,0,36,0,2,0,10,0,3,143,96,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,,,,,0,0,375.0,31.3,8.3,Lafayette,N,N,POINT (-91.992588 30.238959),Week 10 - Jul 26
07/26/2020,195150,VILLA FELICIANA CHRONIC DISEASE,5002 HIGHWAY 10,JACKSON,LA,70748,Y,Y,0,1,0,4,0,0,0,0,0,0,289,136,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,29.4,0.0,0.0,East Feliciana,N,N,POINT (-91.157855 30.829624),Week 10 - Jul 26
07/26/2020,195258,GRACE NURSING HOME,1181 HWY 19,SLAUGHTER,LA,70777,Y,Y,0,23,0,6,0,9,1,18,0,6,128,86,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,69.8,69.8,100.0,East Feliciana,N,N,POINT (-91.14172 30.724272999999997),Week 10 - Jul 26
07/26/2020,195203,WALDON HEALTH CARE CENTER,2401 IDAHO STREET,KENNER,LA,70062,Y,Y,0,0,0,29,0,0,0,21,0,4,205,86,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,0,0,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,337.2,46.5,13.8,Jefferson,N,N,POINT (-90.239044 29.999565),Week 10 - Jul 26
07/26/2020,195398,"WEST CARROLL CARE CENTER, INC",706 ROSS STREET,OAK GROVE,LA,71263,Y,Y,1,8,0,32,0,1,1,11,0,7,80,63,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,507.9,111.1,21.9,West Carroll,N,N,POINT (-91.383196 32.867813),Week 10 - Jul 26
07/26/2020,195412,"AUTUMN LEAVES NURSING AND REHAB CTR, LLC",342 COUNTRY CLUB ROAD,WINNFIELD,LA,71483,Y,Y,0,0,0,2,0,0,0,6,0,0,124,99,Y,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,20.2,0.0,0.0,Winn,N,N,POINT (-92.661942 31.914394),Week 10 - Jul 26
07/26/2020,195302,TRINITY TRACE COMMUNITY CARE CENTER,612 HOLY TRINITY DRIVE,COVINGTON,LA,70433,Y,Y,0,8,0,12,0,0,0,10,0,4,116,62,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,193.5,64.5,33.3,St. Tammany,N,N,POINT (-90.072193 30.414004),Week 10 - Jul 26
07/26/2020,195184,CHATEAU LIVING CENTER,716 VILLAGE ROAD,KENNER,LA,70065,Y,Y,0,2,0,2,0,0,1,22,0,0,256,166,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,12.0,0.0,0.0,Jefferson,N,N,POINT (-90.257867 30.023478),Week 10 - Jul 26
