Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
GOOD SHEPHERD HEALTH CENTER,165072,302 SECOND STREET NE,MASON CITY,Cerro Gordo,72,10,18,14,158,50,37,0
MANORCARE HEALTH SERVICES,165033,815 EAST LOCUST STREET,DAVENPORT,Scott,0,0,7,0,66,0,2,0
KAHL HOME FOR THE AGED & INFIRMED,165146,6701 JERSEY RIDGE ROAD,DAVENPORT,Scott,0,0,1,0,93,2,4,0
RIDGECREST VILLAGE,165049,4130 NORTHWEST BOULEVARD,DAVENPORT,Scott,0,9,11,0,62,4,98,0
HENRY COUNTY HEALTH CENTER,165147,401 SOUTH VAN BUREN,MOUNT PLEASANT,Henry,0,0,0,0,35,0,4,0
CHAUTAUQUA GUEST HOME #2,165019,602 ELEVENTH STREET,CHARLES CITY,Floyd,1,6,15,1,43,0,4,0
MERCYONE DUBUQUE MEDICAL CENTER,165116,250 MERCY DRIVE,DUBUQUE,Dubuque,3,0,0,0,4,0,3,0
MANORCARE HEALTH SERVICES,165034,201 WEST RIDGEWAY AVENUE,WATERLOO,Black Hawk,0,0,4,0,72,1,0,0
GREAT RIVER KLEIN CENTER,165110,1221 S GEAR STREET,WEST BURLINGTON,Des Moines,1,15,17,0,101,0,26,0
ROWLEY MEMORIAL MASONIC HOME,165149,3000 EAST WILLIS AVENUE,PERRY,Dallas,20,1,18,9,32,15,0,0
MANORCARE HEALTH SERVICES,165104,901 WEST THIRD STREET,DUBUQUE,Dubuque,2,0,2,1,60,5,20,0
FRIENDSHIP VILLAGE RETIREMENT,165081,600 PARK LANE,WATERLOO,Black Hawk,24,5,14,9,55,29,0,0
STRAWBERRY POINT LUTHERAN HOME,165135,313 ELKADER STREET,STRAWBERRY POINT,Clayton,0,2,0,0,16,0,5,0
OAKNOLL RETIREMENT RESIDENCE,165030,1 OAKNOLL CT,IOWA CITY,Johnson,0,0,3,0,46,1,0,0
SHADY OAKS,165082,1409 WEST MAIN STREET,LAKE CITY,Calhoun,0,25,3,0,50,0,16,0
MISSISSIPPI VALLEY,165151,PO BOX 1270,KEOKUK,Lee,0,3,6,0,69,0,1,0
EMBASSY REHAB AND CARE CENTER,165145,206 PORT NEAL ROAD,SERGEANT BLUFF,Woodbury,0,0,0,0,39,0,4,0
