Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
"THE WATERS OF CLINTON, LLC",445135,220 LONGMIRE RD,CLINTON,Anderson,4,1,34,0,87,5,7,0
SIGNATURE HEALTHCARE OF ROCKWOOD REHAB & WELLNESS,445143,5580 ROANE STATE HWY,ROCKWOOD,Roane,0,0,3,0,71,10,0,0
HARTSVILLE CONVALESCENT CENTER,445256,649 MCMURRY BLVD,HARTSVILLE,Trousdale,20,3,6,1,51,14,0,0
LAUDERDALE COMMUNITY LIVING CENTER,445354,215 LACKEY LANE,RIPLEY,Lauderdale,0,0,8,0,43,11,1,0
THE HEALTH CENTER AT RICHLAND PLACE,445166,504 ELMINGTON AVENUE,NASHVILLE,Davidson,14,1,23,4,127,23,0,0
"GALLATIN HEALTH CARE CENTER, LLC",445183,438 NORTH WATER AVE,GALLATIN,Sumner,7,5,19,5,115,14,15,0
"NHC HEALTHCARE, MURFREESBORO",445108,420 N UNIVERSITY ST,MURFREESBORO,Rutherford,0,0,40,0,141,8,0,0
HOLSTON MANOR,445295,3641 MEMORIAL BLVD,KINGSPORT,Sullivan,2,0,32,1,114,15,0,0
BRIARWOOD COMMUNITY LIVING CTR,445333,"41 HOSPITAL DRIVE, PO BOX 1067",LEXINGTON,Henderson,17,5,5,3,33,8,0,0
DONALSON CARE CENTER,445173,1681 WINCHESTER HIGHWAY,FAYETTEVILLE,Lincoln,2,3,15,0,111,7,37,0
BETHANY CENTER FOR REHABILITATION AND HEALING LLC,445159,421 OCALA DRIVE,NASHVILLE,Davidson,76,0,58,12,121,55,1,1
"NHC HEALTHCARE, LAWRENCEBURG",445180,374 BRINK ST PO BOX 906,LAWRENCEBURG,Lawrence,17,6,29,4,81,13,6,0
CLAIBORNE HEALTH AND REHABILITATION CENTER,445071,1850 OLD KNOXVILLE ROAD,TAZEWELL,Claiborne,0,1,8,0,75,2,0,0
GOOD SAMARITAN HEALTH AND REHAB CENTER,445170,500 HICKORY HOLLOW TERRACE,ANTIOCH,Davidson,31,14,22,19,73,17,0,0
CHURCH HILL CARE & REHAB CTR,445237,701 WEST MAIN BLVD,CHURCH HILL,Hawkins,61,13,16,8,78,41,19,0
WOODLAND TERRACE CARE AND REHAB,445205,8249 STANDIFER GAP ROAD,CHATTANOOGA,Hamilton,0,1,8,0,34,1,1,0
