Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
DUNLAP SPECIALTY CARE,165193,1403 HARRISON ROAD,DUNLAP,Harrison,,,,,,,,
MANORCARE HEALTH SERVICES,165104,901 WEST THIRD STREET,DUBUQUE,Dubuque,5,1,5,1,63,14,26,0
HENRY COUNTY HEALTH CENTER,165147,401 SOUTH VAN BUREN,MOUNT PLEASANT,Henry,0,0,0,0,35,0,4,0
GOOD SHEPHERD HEALTH CENTER,165072,302 SECOND STREET NE,MASON CITY,Cerro Gordo,98,10,33,14,160,74,41,0
SHADY OAKS,165082,1409 WEST MAIN STREET,LAKE CITY,Calhoun,0,25,5,0,51,3,20,0
MISSISSIPPI VALLEY,165151,PO BOX 1270,KEOKUK,Lee,3,12,6,0,72,13,21,0
EMBASSY REHAB AND CARE CENTER,165145,206 PORT NEAL ROAD,SERGEANT BLUFF,Woodbury,32,4,3,3,37,20,6,0
RIDGECREST VILLAGE,165049,4130 NORTHWEST BOULEVARD,DAVENPORT,Scott,11,21,22,3,55,8,153,0
MADRID HOME FOR THE AGED,165118,613 WEST NORTH STREET,MADRID,Boone,4,9,18,1,49,13,12,0
MANORCARE HEALTH SERVICES,165017,1940 FIRST AVENUE NE,CEDAR RAPIDS,Linn,14,4,25,11,65,7,10,0
GREAT RIVER KLEIN CENTER,165110,1221 S GEAR STREET,WEST BURLINGTON,Des Moines,3,25,20,0,108,17,65,0
MANORCARE HEALTH SERVICES,165034,201 WEST RIDGEWAY AVENUE,WATERLOO,Black Hawk,17,0,16,0,68,9,1,0
KAHL HOME FOR THE AGED & INFIRMED,165146,6701 JERSEY RIDGE ROAD,DAVENPORT,Scott,5,0,5,1,83,9,5,0
MANORCARE HEALTH SERVICES,165033,815 EAST LOCUST STREET,DAVENPORT,Scott,0,0,11,0,62,3,3,0
IOWA JEWISH SENIOR LIFE CENTER,165006,900 POLK BOULEVARD,DES MOINES,Polk,37,12,23,15,34,39,10,0
CHAUTAUQUA GUEST HOME #2,165019,602 ELEVENTH STREET,CHARLES CITY,Floyd,1,6,19,1,43,2,4,0
FRIENDSHIP VILLAGE RETIREMENT,165081,600 PARK LANE,WATERLOO,Black Hawk,26,5,19,9,54,35,2,0
OAKNOLL RETIREMENT RESIDENCE,165030,1 OAKNOLL CT,IOWA CITY,Johnson,0,0,5,0,49,4,1,0
ROWLEY MEMORIAL MASONIC HOME,165149,3000 EAST WILLIS AVENUE,PERRY,Dallas,20,1,18,9,41,15,0,0
STRAWBERRY POINT LUTHERAN HOME,165135,313 ELKADER STREET,STRAWBERRY POINT,Clayton,0,2,0,0,15,2,5,0
NORTHERN MAHASKA SPECIALTY CARE,165274,2401 CRESTVIEW DRIVE,OSKALOOSA,Mahaska,3,2,9,0,64,6,8,0
BETHANY LUTHERAN HOME,165524,SEVEN ELLIOTT STREET,COUNCIL BLUFFS,Pottawattamie,0,25,56,0,79,11,76,0
HILLCREST HEALTH CARE CENTER,165245,2121 AVENUE L,HAWARDEN,Sioux,0,0,7,0,49,4,9,0
GOLDENROD MANOR,165489,225 WEST LAPERLA DRIVE,CLARINDA,Page,0,0,9,0,34,4,0,0
BLACKHAWK LIFE CARE CENTER,165499,73 WEST 5TH STREET,LAKE VIEW,Sac,0,1,9,0,23,2,8,0
THE ALVERNO SENIOR CARE COMMUNITY,165509,849 13TH AVENUE NORTH,CLINTON,Clinton,51,15,15,3,66,44,36,0
GRAND MEADOWS,165618,5300 GRAND MEADOW DRIVE,ASBURY,Dubuque,3,0,6,1,31,8,14,0
OAKWOOD SPECIALTY CARE,165313,200 16TH AVENUE EAST,ALBIA,Monroe,59,1,9,7,40,16,0,0
CLARKSVILLE SKILLED NURSING & REHAB CENTER,165495,115 NORTH HILTON ST,CLARKSVILLE,Butler,0,2,7,0,32,4,19,0
METH-WICK HEALTH CENTER,165542,1224 13TH STREET NW,CEDAR RAPIDS,Linn,2,0,11,0,62,9,14,0
GOOD SAMARITAN SOCIETY - POSTVILLE,165239,400 HARDIN DRIVE,POSTVILLE,Allamakee,0,0,9,0,43,7,1,0
THE NEW HOMESTEAD,165525,2306 STATE STREET,GUTHRIE CENTER,Guthrie,0,32,3,0,46,7,19,0
ACCURA HEALTHCARE OF BANCROFT,165408,546 EAST RAMSEY STREET,BANCROFT,Kossuth,1,0,0,0,24,2,0,0
MERCYONE NORTH IOWA MEDICAL SERVICES,165183,910 NORTH EISENHOWER AVENUE,MASON CITY,Cerro Gordo,7,0,0,0,21,1,2,0
