Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
MANOR OF THE PLAINS,175306,200 CAMPUS DRIVE,DODGE CITY,Ford,5,5,1,0,26,29,182,0
GOOD SAMARITAN SOCIETY - ATWOOD,175366,650 LAKE ROAD #216,ATWOOD,Rawlins,0,1,3,0,33,1,0,0
THE WHEATLANDS HEALTH CARE CENTER,175521,750 W WASHINGTON ST,KINGMAN,Kingman,0,0,0,0,41,0,0,0
HOLIDAY RESORT,175173,2700 W 30TH STREET,EMPORIA,Lyon,57,73,32,19,82,61,107,0
ANTHONY COMMUNITY CARE CENTER,17E630,212 N 5TH AVE,ANTHONY,Harper,4,1,0,0,24,7,2,0
TANGLEWOOD NURSING & REHABILITATION,175463,5015 SW 28TH STREET,TOPEKA,Shawnee,14,0,10,3,44,6,0,0
MEDICALODGES COFFEYVILLE,175237,720 W 1ST STREET,COFFEYVILLE,Montgomery,0,1,1,0,22,1,5,0
PARKWAY OPERATOR LLC,175229,749 BLAKE STREET,EDWARDSVILLE,Wyandotte,0,0,10,0,41,3,0,0
LEGACY AT SALINA,175127,623 S 3RD STREET,SALINA,Saline,0,0,4,0,37,5,12,0
ORCHARD GARDENS,175452,1600 S. WOODLAWN BLVD,WICHITA,Sedgwick,31,0,5,2,66,9,5,0
MOUNDRIDGE MANOR,175553,710 N CHRISTIAN AVENUE,MOUNDRIDGE,McPherson,14,20,8,2,72,16,29,0
CENTER AT WATERFRONT LLC,175564,1541 NORTH LINDBERG CIRCLE,WICHITA,Sedgwick,2,0,17,0,54,7,10,0
COMMUNITY HOSPITAL ONAGA LTCU,17E242,206 GRAND AVENUE,ST MARYS,Pottawatomie,0,3,6,0,30,5,11,0
SHERIDAN COUNTY HOSPITAL LTCU,17E424,"826 18TH STREET,  BOX 167",HOXIE,Sheridan,20,18,5,1,28,24,8,0
"KAW RIVER OPERATOR, LLC",175219,750 BLAKE STREET,EDWARDSVILLE,Wyandotte,12,0,10,2,34,12,2,0
TREGO CO-LEMKE MEMORIAL HOSPITAL LTCU,17A020,320 N 13TH ST,WAKEENEY,Trego,8,4,13,2,29,6,9,0
MEDICALODGES FRONTENAC,175363,206 S DITTMAN STREET,FRONTENAC,Crawford,0,1,11,0,35,5,13,0
MORTON COUNTY SENIOR LIVING COMMUNITY,175552,400 BUCKMASTER DRIVE,ELKHART,Morton,5,7,5,1,43,9,11,0
OVERLAND PARK CENTER FOR REHABILITATION AND HEALTH,175180,5211 W 103RD STREET,OVERLAND PARK,Johnson,38,25,2,1,115,48,15,0
THE HEALTHCARE RESORT OF KANSAS CITY,175548,8900 PARALLEL PARKWAY,KANSAS CITY,Wyandotte,1,0,8,0,49,8,11,0
SUNPORCH OF DODGE CITY,175207,501 W BEESON ROAD,DODGE CITY,Ford,32,1,21,9,29,35,1,0
THE FORUM AT OVERLAND PARK,175189,3501 W 95TH ST,OVERLAND PARK,Johnson,4,1,10,0,29,13,0,0
HILLSIDE VILLAGE OF DE SOTO,175472,33600 WEST 85TH STREET,DE SOTO,Johnson,0,2,8,0,39,3,4,0
"LAKEPOINT WICHITA, LLC",175466,1315 N WEST STREET,WICHITA,Sedgwick,62,5,24,3,78,34,9,0
MOUNT HOPE NURSING CENTER,175481,704 E MAIN STREET,MOUNT HOPE,Sedgwick,0,3,8,0,34,1,12,0
SANDSTONE HEIGHTS,175509,"440 STATE STREET,  PO BOX 50A",LITTLE RIVER,Rice,3,1,6,0,25,7,12,0
MEDICALODGES PITTSBURG,175070,2520 S ROUSE STREET,PITTSBURG,Crawford,2,0,6,0,32,6,7,0
GOOD SAMARITAN SOCIETY - LIBERAL,175334,2160 ZINNIA LANE,LIBERAL,Seward,11,0,3,3,27,28,2,2
DAWSON PLACE,17E451,208 W PROUT STREET,HILL CITY,Graham,17,5,3,1,32,9,4,0
ROSSVILLE HEALTHCARE & REHAB CENTER,175397,600 PERRY,ROSSVILLE,Shawnee,9,15,10,2,72,10,31,0
MEDICALODGES GARDNER,175243,223 BEDFORD STREET,GARDNER,Johnson,1,3,0,0,71,4,28,0
MEDICALODGES LEAVENWORTH,175162,1503 OHIO STREET,LEAVENWORTH,Leavenworth,2,21,7,0,44,8,15,0
VILLAGE VILLA,175323,PO BOX 346,NORTONVILLE,Jefferson,22,0,11,4,30,21,5,0
MOUNT ST MARY,175561,3700 E LINCOLN ST,WICHITA,Sedgwick,0,0,8,0,31,5,10,0
WICHITA CENTER FOR REHABILITATION & HEALTHCARE,175168,7101 E 21ST STREET NORTH,WICHITA,Sedgwick,15,2,27,1,108,15,1,0
RANCH HOUSE SENIOR LIVING LLC,175562,2900 CAMPUS DRIVE,GARDEN CITY,Finney,1,13,13,0,44,22,50,0
EDWARDSVILLE OPERATOR LLC,175245,751 BLAKE STREET,EDWARDSVILLE,Wyandotte,8,7,4,0,91,29,7,0
CLEARWATER NURSING & REHABILITATION CENTER,175454,620 E WOOD STREET,CLEARWATER,Sedgwick,4,0,4,9,40,1,0,0
VALLEY VIEW SENIOR LIFE,175126,1417 W ASH ST,JUNCTION CITY,Geary,0,1,10,0,74,4,6,0
LAKEVIEW VILLAGE,175242,13840 W 91ST TERRACE,LENEXA,Johnson,50,5,23,6,95,37,11,0
MEDICALODGES GIRARD,175440,511 N WESTERN AVENUE,GIRARD,Crawford,0,2,1,0,24,2,8,0
BREWSTER HEALTH CENTER,175044,1001 SW 29TH ST,TOPEKA,Shawnee,23,4,19,8,74,37,71,0
RICHMOND HEALTHCARE & REHAB CENTER,175444,340 E SOUTH STREET,RICHMOND,Franklin,0,0,12,0,49,3,1,0
CLARIDGE COURT,175343,8101 MISSION ROAD,PRAIRIE VILLAGE,Johnson,8,0,0,0,35,9,2,0
SUNSET HOME INC,175422,620 SECOND AVENUE,CONCORDIA,Cloud,0,0,3,0,27,2,1,0
"HAVILAND OPERATOR, LLC",17E038,200 MAIN STREET,HAVILAND,Kiowa,0,5,0,0,44,1,8,0
LEXINGTON PARK NURSING & POST ACUTE CENTER,175154,1031 SW FLEMING COURT,TOPEKA,Shawnee,2,3,10,0,57,6,40,0
CHERRYVALE NURSING AND REHABILITATION CENTER,175335,"1001 W MAIN STREET, PO BOX 366",CHERRYVALE,Montgomery,9,3,11,0,43,7,9,0
NEODESHA  OPERATOR LLC,175317,1626 N 8TH STREET,NEODESHA,Wilson,0,51,6,0,42,1,7,0
SHARON LANE HEALTH SERVICES,175257,10315 JOHNSON DRIVE,SHAWNEE,Johnson,0,2,0,0,55,2,0,0
LAWRENCE PRESBYTERIAN MANOR,175305,1429 KASOLD DR,LAWRENCE,Douglas,4,0,13,1,29,6,9,0
GOOD SAMARITAN SOCIETY - HUTCHINSON VILLAGE,175260,810 E 30TH AVENUE,HUTCHINSON,Reno,2,0,7,0,49,7,0,0
