Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
HIGH VIEW MANOR,205114,517 RIVERVIEW ST,MADAWASKA,Aroostook,0,4,6,0,41,0,8,0
COLONIAL HEALTH CARE,205113,36 WORKMAN TERRACE STREET,LINCOLN,Penobscot,0,0,18,0,37,0,3,0
DEXTER HEALTH CARE,205115,64 PARK STREET,DEXTER,Penobscot,0,0,0,0,45,0,0,0
ISLAND NURSING HOME & CARE CTR,205075,587 NORTH DEER ISLE RD,DEER ISLE,Hancock,4,0,18,0,29,6,2,0
SEASIDE REHAB & HEALTH CARE,205074,850 BAXTER BOULEVARD,PORTLAND,Cumberland,1,0,6,0,120,3,1,0
DURGIN PINES,205132,9 LEWIS RD,KITTERY,York,45,37,36,6,48,25,69,0
PINNACLE HEALTH & REHAB AT SANFORD,205082,1142 MAIN ST,SANFORD,York,15,3,19,2,61,11,13,0
HIBBARD SKILLED NURSING & REHABILITATION CENTER,205004,1037 WEST MAIN STREET,DOVER FOXCROFT,Piscataquis,0,1,15,0,73,3,3,0
"NORWAY CENTER FOR HEALTH & REHABILITATION, LLC",205097,29 MARION AVE,NORWAY,Oxford,0,2,5,0,36,0,0,0
HAWTHORNE HOUSE,205098,6 OLD COUNTY RD,FREEPORT,Cumberland,0,38,15,0,85,1,68,0
EDGEWOOD REHAB & LIVING CTR,205131,221 Fairbanks Rd,FARMINGTON,Franklin,3,3,1,1,27,2,0,0
MADIGAN ESTATES,205083,93 MILITARY STREET,HOULTON,Aroostook,0,2,26,0,88,1,0,0
"KENNEBUNK CENTER FOR HEALTH & REHABILITATION, LLC",205095,158 ROSS RD,KENNEBUNK,York,0,0,1,0,63,2,0,0
SOMERSET REHABILITATION & LIVING CENTER,205165,43 OWENS ST,BINGHAM,Somerset,0,0,2,0,19,5,0,0
ROSS MANOR,205064,758 BROADWAY,BANGOR,Penobscot,0,1,22,0,99,0,3,0
FALMOUTH BY THE SEA,205112,191 FORESIDE RD,FALMOUTH,Cumberland,45,56,10,4,50,30,6,0
RIVER RIDGE CENTER,205065,3 BRAZIER LANE,KENNEBUNK,York,3,9,8,0,57,0,3,0
GORHAM HOUSE,205166,50 NEW PORTLAND RD,GORHAM,Cumberland,0,62,27,0,135,2,99,0
KNOX CENTER FOR LONG TERM CARE,205124,6 WHITE STREET,ROCKLAND,Knox,0,13,26,0,53,0,105,0
SEAL ROCK HEALTH CARE,205103,88 HARBOR DRIVE,SACO,York,12,104,29,4,85,8,49,0
MARSHWOOD CENTER,205072,33 ROGER STREET,LEWISTON,Androscoggin,29,11,27,2,92,20,2,0
SOUTHRIDGE REHAB & LIVING CTR,205136,10 MAY ST,BIDDEFORD,York,0,16,8,0,57,0,25,0
RUMFORD COMMUNITY HOME,205099,11 JOHN F KENNEDY LANE,RUMFORD,Oxford,0,1,9,0,29,0,6,0
EASTPORT MEMORIAL NURSING HOME,205146,23 BOYNTON STREET,EASTPORT,Washington,0,0,12,0,25,0,0,0
SANDY RIVER CENTER,205069,119 LIVERMORE FALLS RD,FARMINGTON,Franklin,42,11,37,5,53,18,7,0
"BREWER CENTER FOR HEALTH & REHABILITATION, LLC",205062,74 PARKWAY SOUTH,BREWER,Penobscot,1,7,31,0,93,2,25,0
THE GARDENS,205051,30 COMMUNITY DRIVE,CAMDEN,Knox,0,4,17,0,27,2,23,0
ORCHARD PARK REHAB & LIVING,205168,107 ORCHARD ST,FARMINGTON,Franklin,0,0,10,0,25,0,0,0
CEDAR RIDGE CENTER,205060,23 CEDAR RIDGE DRIVE,SKOWHEGAN,Somerset,4,1,32,0,68,1,4,0
ODD FELLOWS & REBEKAHS' HOME OF MAINE,205170,85 CARON LANE,AUBURN,Androscoggin,0,0,3,0,25,2,0,0
MAINE VETERANS HOME - BANGOR,205185,44 HOGAN RD,BANGOR,Penobscot,0,0,21,0,83,0,0,0
CEDARS NURSING CARE CENTER,205003,630 OCEAN AVENUE,PORTLAND,Cumberland,1,5,8,0,78,3,8,0
MOUNT ST JOSEPH NURSING HOME,205120,7 HIGHWOOD ST,WATERVILLE,Kennebec,0,0,0,0,103,0,0,0
GARDINER HEALTH CARE FACILITY,205080,PO BOX 520,HOULTON,Aroostook,0,0,6,0,29,1,0,0
THE COMMONS AT TALL PINES,205140,34 MARTIN LANE,BELFAST,Waldo,0,0,9,0,24,0,1,0
"WINSHIP GREEN CENTER FOR HEALTH & REHAB, LLC",205078,51 WINSHIP ST,BATH,Sagadahoc,0,1,14,0,62,1,5,0
SEAPORT VILLAGE HEALTHCARE,205145,19 GENERAL MOORE WAY,ELLSWORTH,Hancock,0,3,10,0,56,2,1,0
"AUGUSTA CENTER FOR HEALTH & REHABILITATION, LLC",205077,188 EASTERN AVE,AUGUSTA,Kennebec,47,2,19,8,70,28,0,0
PINE POINT CENTER,205070,67 PINE POINT RD,SCARBOROUGH,Cumberland,12,5,9,1,57,6,2,0
COURTLAND REHAB & LIVING CENTER,205123,42 BUCKSPORT RD,ELLSWORTH,Hancock,0,0,4,0,38,0,7,0
GREGORY WING OF ST ANDREWS VILLAGE,205158,145 EMERY LANE,BOOTHBAY HARBOR,Lincoln,0,2,0,0,29,1,12,0
CUMMINGS HEALTH CARE FACILITY,205143,5 CROCKER STREET,HOWLAND,Penobscot,0,0,19,0,32,0,0,0
MONTELLO MANOR,205006,540 COLLEGE ST,LEWISTON,Androscoggin,1,1,8,0,30,2,2,0
PIPER SHORES,205187,15 PIPER ROAD,SCARBOROUGH,Cumberland,0,2,8,0,31,2,8,0
BORDERVIEW REHAB & LIVING CTR,205090,208 STATE STREET,VAN BUREN,Aroostook,0,3,4,0,31,0,16,0
BANGOR NURSING & REHABILITATION,205020,103 TEXAS AVE,BANGOR,Penobscot,0,14,0,0,47,0,49,0
MAINEGENERAL REHAB & LONG TERM CARE - GRAY BIRCH,205054,37 GRAY BIRCH DRIVE,AUGUSTA,Kennebec,22,5,35,0,58,13,31,0
CLOVER MANOR,205063,440 MINOT AVE,AUBURN,Androscoggin,41,10,41,4,82,59,76,0
ORONO COMMONS,205031,117 BENNOCH RD,ORONO,Penobscot,5,2,38,2,77,5,7,0
MAINE VETERANS HOME - SO PARIS,205184,477 HIGH ST,SOUTH PARIS,Oxford,0,4,9,0,46,0,39,0
PINNACLE HEALTH & REHAB AT SOUTH PORTLAND,205121,42 ANTHOINE ST,SO PORTLAND,Cumberland,0,1,10,0,64,1,0,0
