Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
LINCOLN COUNTY CARE CENTER,135056,511 EAST FOURTH STREET,SHOSHONE,Lincoln,0,1,0,0,33,0,7,0
COUNTRYSIDE CARE & REHABILITATION,135064,1224 EIGHTH STREET,RUPERT,Minidoka,0,1,14,0,34,1,4,0
WEISER CARE OF CASCADIA,135010,331 EAST PARK STREET,WEISER,Washington,0,2,4,0,38,1,2,0
CREEKSIDE TRANSITIONAL CARE AND REHABILITATION,135125,1351 WEST PINE AVENUE,MERIDIAN,Ada,23,3,15,1,104,9,10,0
WELLSPRING HEALTH & REHABILITATION OF CASCADIA,135094,2105 12TH AVENUE ROAD,NAMPA,Canyon,42,1,13,4,48,36,1,0
TETON POST ACUTE CARE & REHABILITATION,135138,3111 CHANNING WAY,IDAHO FALLS,Bonneville,1,0,3,0,51,0,6,0
DESERT VIEW CARE CENTER OF BUHL,135089,820 SPRAGUE AVENUE,BUHL,Twin Falls,1,0,3,0,37,1,8,0
IDAHO STATE VETERANS HOME - LEWISTON,135133,821 21ST AVENUE,LEWISTON,Nez Perce,0,1,4,0,50,0,5,0
LIFE CARE CENTER OF BOISE,135038,808 NORTH CURTIS ROAD,BOISE,Ada,45,16,14,8,47,27,32,0
VALLEY VISTA CARE CENTER OF SANDPOINT,135055,220 SOUTH DIVISION,SANDPOINT,Bonner,0,1,3,0,57,9,58,0
GOOD SAMARITAN SOCIETY - BOISE VILLAGE,135085,3115 SYCAMORE DRIVE,BOISE,Ada,4,1,7,0,79,4,1,0
OAK CREEK REHABILITATION CENTER OF KIMBERLY,135084,500 POLK STREET EAST,KIMBERLY,Twin Falls,0,0,1,0,39,2,3,0
BOUNDARY COUNTY NURSING HOME,135004,6640 KANIKSU STREET,BONNERS FERRY,Boundary,0,0,1,0,23,0,0,0
