Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
WINDSOR GARDENS CARE CENTER,315178,140 PARK AVE,EAST ORANGE,Essex,63,0,21,13,139,13,1,0
ARBOR GLEN CENTER,315036,25 E LINDSLEY ROAD,CEDAR GROVE,Essex,40,0,34,10,92,24,2,0
CRANFORD REHAB & NURSING CENTER,315091,205 BIRCHWOOD AVE,CRANFORD,Union,15,1,26,7,140,6,0,0
WILLOW SPRINGS REHABILITATION AND HEALTHCARE CTR,315213,1049 BURNT TAVERN ROAD,BRICK,Ocean,106,44,78,37,135,60,3,0
LAKELAND HEALTH CARE CENTER,315261,25 FIFTH AVENUE,HASKELL,Passaic,0,1,5,0,92,4,1,0
MEADOW LAKES,315022,300 MEADOW LAKES,EAST WINDSOR,Mercer,26,9,42,10,50,50,1,0
COMPLETE CARE AT WILLOW CREEK,315131,1165 EASTON AVE,SOMERSET,Somerset,59,0,29,15,91,17,27,0
RIVERFRONT REHABILITATION AND HEALTHCARE CENTER,315225,5101 NORTH PARK DRIVE,PENNSAUKEN,Camden,95,20,37,14,157,47,5,0
ALARIS HEALTH AT HAMILTON PARK,315300,525 MONMOUTH STREET,JERSEY CITY,Hudson,3,0,10,5,170,42,0,0
SOUTHGATE HEALTH CARE CTR,315237,449 S PENNSVILLE-AUBURN ROAD,CARNEYS POINT,Salem,59,12,49,28,84,34,13,0
LAUREL BAY HEALTH & REHABILITATION CENTER,315437,32 LAUREL AVENUE,KEANSBURG,Monmouth,18,2,9,2,88,4,1,0
MERRY HEART NURSING HOME,315057,200 RT 10 WEST,SUCCASUNNA,Morris,24,5,35,3,63,11,1,0
CREST HAVEN NURSING AND REHABILITATION CENTER,315294,4 MOORE ROAD,CAPE MAY COURT HOUSE,Cape May,1,2,15,0,85,13,173,0
COMPLETE CARE AT HOLIDAY CITY,315320,4 PLAZA DRIVE,TOMS RIVER,Ocean,47,18,94,20,110,35,10,0
MEDFORD CARE CENTER,315176,185 TUCKERTON ROAD,MEDFORD,Burlington,58,46,13,8,97,17,6,0
HARBORAGE (THE),315307,7600 RIVER ROAD,NORTH BERGEN,Hudson,161,5,66,44,162,78,47,2
SHADY LANE GLOUCESTER CO HOME,315405,256 COUNTY HOUSE ROAD,CLARKSBORO,Gloucester,,,,,,,,
"COMPLETE CARE AT LAURELTON, LLC",315274,475 JACK MARTIN BLVD,BRICK,Ocean,71,1,31,14,80,29,0,0
