Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
GENERAL BAPTIST NURSING HOME OF PIGGOTT,045178,450 S 9TH AVE,PIGGOTT,Clay,0,0,7,0,33,0,0,0
"DARDANELLE NURSING AND REHABILITATION CENTER,INC",045290,2199 STATE HWY 7 NORTH,DARDANELLE,Yell,1,5,7,0,96,3,0,1
BRIGHTON RIDGE,045242,235 HUNTSVILLE ROAD,EUREKA SPRINGS,Carroll,0,0,2,0,28,1,2,0
"SHILOH NURSING AND REHAB, LLC",045427,1092 WEST STULTZ ROAD,SPRINGDALE,Washington,9,6,9,1,65,15,0,0
"BEEBE RETIREMENT CENTER, INC.",045304,709 MCAFEE LANE,BEEBE,White,,,,,,,,
THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO,045209,2500 EAST MOORE AVENUE,SEARCY,White,3,65,9,1,110,2,10,0
GREENE ACRES NURSING HOME,045424,2402 COUNTRY CLUB ROAD,PARAGOULD,Greene,2,0,10,0,113,0,0,0
HOT SPRINGS NURSING AND REHABILITATION- A WATERS C,045098,552 GOLF LINKS ROAD,HOT SPRINGS,Garland,16,22,27,22,69,78,12,0
ST ANDREWS HEALTHCARE,045313,3501 COLLEGE AVENUE,CONWAY,Faulkner,0,1,6,0,64,0,3,0
MONTGOMERY COUNTY NURSING HOME,045266,741 SOUTH DRIVE,MOUNT IDA,Montgomery,0,0,13,0,86,3,0,0
EDGEWOOD HEALTH AND REHAB,045428,1393 E DON TYSON PARKWAY,SPRINGDALE,Washington,34,0,2,0,71,44,11,0
THREE RIVERS HEALTHCARE AND REHABILITATION,045391,33904 HIGHWAY 63 E,MARKED TREE,Poinsett,0,9,0,0,97,1,17,0
RIDGECREST HEALTH AND REHABILITATION,045327,5504 E JOHNSON AVE,JONESBORO,Craighead,0,39,5,0,105,4,3,0
PERRY COUNTY NURSING AND REHABILITATION CENTER,045246,1321 SCENIC DRIVE,PERRYVILLE,Perry,0,1,0,0,67,0,1,0
ENCORE HEALTHCARE AND REHABILITATION OF WEST LITTL,045390,12111 HINSON RD,LITTLE ROCK,Pulaski,36,9,5,5,71,11,8,0
GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,045191,121 CORTEZ RD,HOT SPRINGS VILLAGE,Garland,0,0,0,0,34,1,2,0
DES ARC NURSING AND REHABILITATION CENTER,045236,2216 WEST MAIN STREET,DES ARC,Prairie,0,17,8,0,55,0,13,0
ST MICHAEL'S HEALTHCARE,045323,1311 NORTH PECAN ST,NEWPORT,Jackson,0,0,8,0,72,2,2,0
SOMERSET SENIOR LIVING AT PREMIER,045357,3600 RICHARDS ROAD,NORTH LITTLE ROCK,Pulaski,0,7,11,0,112,3,11,0
RANDOLPH COUNTY NURSING HOME,045443,500 CAMP ROAD,POCAHONTAS,Randolph,61,76,21,11,114,21,56,0
ADVANCED HEALTH AND REHAB OF UNION COUNTY,045275,1700 EAST SHORT HILLSBORO,EL DORADO,Union,0,308,2,0,59,3,59,0
WHITE RIVER HEALTHCARE,045401,1569 AR HIGHWAY 56,CALICO ROCK,Izard,0,1,5,0,57,1,0,0
PLEASANT MANOR NURSING & REHAB,045227,950 HOMESTEAD,ASHDOWN,Little River,63,2,20,12,58,33,0,0
PIONEER THERAPY AND LIVING,045322,1506 EAST MAIN STREET,MELBOURNE,Izard,0,0,5,1,80,0,0,0
