Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
WILLOWDALE HEALTH SERVICES,525411,1610 HOOVER ST,NEW HOLSTEIN,Calumet,2,0,1,0,33,5,2,0
"EDGERTON CARE CENTER, INC",525241,313 STOUGHTON RD,EDGERTON,Rock,19,0,13,2,43,11,6,0
FORT ATKINSON CARE CENTER,525262,430 WILCOX ST,FORT ATKINSON,Jefferson,16,19,10,5,42,22,4,0
WISCONSIN DELLS HEALTH SERVICES,525391,300 RACE ST,WISCONSIN DELLS,Columbia,0,1,9,0,56,2,6,0
BAY AT WATERS EDGE HEALTH AND REHABILITATION (THE),525281,3415 N SHERIDAN RD,KENOSHA,Kenosha,0,1,0,0,75,8,0,0
EDENBROOK OF OSHKOSH,525299,1850 BOWEN ST,OSHKOSH,Winnebago,32,2,9,0,77,19,6,0
SAMARITAN HEALTH CENTER,525165,531 E WASHINGTON ST,WEST BEND,Washington,5,19,9,0,76,16,26,0
SILVER SPRINGS HEALTH CARE CENTER,525371,1300 WEST SILVER SPRING DR,GLENDALE,Milwaukee,31,19,9,5,85,24,15,0
EDENBROOK OF PLATTEVILLE,525219,1300 N WATER ST,PLATTEVILLE,Grant,1,6,8,0,47,3,4,0
"DEERFIELD CARE CENTER, LLC",525019,575 HOSPITAL RD,NEW RICHMOND,St. Croix,2,0,13,0,41,6,6,0
CAPITOL LAKES HEALTH CENTER,525305,333 W MAIN ST,MADISON,Dane,7,1,4,0,48,14,12,0
ABBOTSFORD HEALTH CARE CENTER,525435,600 E ELM ST,ABBOTSFORD,Marathon,10,0,4,1,31,15,1,0
EDENBROOK OF GREEN BAY,525307,2961 ST ANTHONY DR,GREEN BAY,Brown,11,2,12,1,48,13,8,0
VILLA AT MIDDLETON VILLAGE (THE),525330,6201 ELMWOOD AVE,MIDDLETON,Dane,42,11,16,2,64,32,13,0
PINE VALLEY COMMUNITY VILLAGE,525365,25951 CIRCLE VIEW LANE,RICHLAND CENTER,Richland,3,12,15,0,66,13,33,0
VILLA AT BRADLEY ESTATES (THE),525325,6735 W BRADLEY RD,MILWAUKEE,Milwaukee,47,1,275,6,151,32,9,0
FLORENCE HEALTH SERVICES,525358,5778 CHAPIN ST,FLORENCE,Florence,34,3,24,4,33,20,13,0
VILLA AT LINCOLN PARK (THE),525061,1700 C A BECKER DR,RACINE,Racine,37,0,2,2,71,24,0,0
BAY AT COLONIAL MANOR  HEALTH AND REHAB (THE),525405,1010 E WAUSAU AVE,WAUSAU,Marathon,1,1,17,0,46,7,15,3
ROCK HAVEN,525390,3400 N CTY TRK HWY F  PO BOX 920,JANESVILLE,Rock,13,48,9,2,93,27,77,0
