Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
BANNER BOSWELL REHABILITATION CENTER,035121,10601 WEST SANTA FE DRIVE,SUN CITY,Maricopa,7,0,0,0,54,8,3,0
DESERT HIGHLANDS CARE CENTER,035169,1081 KATHLEEN AVE,KINGMAN,Mohave,17,0,2,0,71,3,0,0
PUEBLO SPRINGS REHABILITATION CENTER,035068,5545 EAST LEE STREET,TUCSON,Pima,7,9,1,0,77,3,0,0
HAVEN OF SEDONA,035094,505 JACKS CANYON ROAD,SEDONA,Coconino,0,0,13,0,55,4,4,0
SUNVIEW RESPIRATORY AND REHABILITATION,035245,12207 NORTH 113TH AVENUE,YOUNGTOWN,Maricopa,21,5,8,1,117,23,7,0
ALLEGIANT HEALTHCARE OF MESA,035193,3130 EAST BROADWAY ROAD,MESA,Maricopa,24,30,17,1,109,7,4,0
"HAVEN OF SANDPOINTE, LLC",035096,2222 SOUTH AVENUE A,YUMA,Yuma,55,5,43,16,71,32,47,0
SABINO CANYON REHABILITATION & CARE CENTER,035151,5830 EAST PIMA STREET,TUCSON,Pima,2,2,6,1,86,0,2,0
"HAVEN OF SIERRA VISTA, LLC",035086,660 SOUTH CORONADO DRIVE,SIERRA VISTA,Cochise,32,9,30,5,64,29,4,0
FREEDOM PLAZA CARE CENTER,035256,13714 NORTH PLAZA DEL RIO BLVD,PEORIA,Maricopa,1,3,8,1,45,12,10,0
LIFE CARE CENTER OF NORTH GLENDALE,035126,13620 NORTH 55TH AVENUE,GLENDALE,Maricopa,45,58,24,5,120,43,45,0
MONTECITO POST ACUTE CARE AND REHABILITATION,035135,51 SOUTH 48TH STREET,MESA,Maricopa,128,2,42,10,197,53,2,0
SCOTTSDALE VILLAGE SQUARE,035217,2620 NORTH 68TH STREET,SCOTTSDALE,Maricopa,23,46,21,10,93,42,49,0
