Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
07/26/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,4,0,4,0,0,0,0,81,59,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,67.8,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 10 - Jul 26
08/30/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,4,0,4,0,0,0,0,81,54,,,,,N,N,Y,Y,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,N,Y,Y,N,N,N,3-7 DAYS,Y,N,Y,N,N,N,N,,,,1,2,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,74.1,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 15 - Aug 30
06/21/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,3,0,2,0,0,0,0,81,55,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,54.5,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 5 - Jun 21
08/02/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,4,0,4,0,0,0,0,81,58,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,69.0,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 11 - Aug  2
09/13/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,4,0,4,0,0,0,0,81,55,,,,,N,N,Y,Y,N,N,N,3-7 DAYS,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,N,,,,0,2,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,72.7,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 17 - Sep 13
07/19/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,1,4,2,4,0,0,0,0,81,57,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,17.5,0,70.2,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 9 - Jul 19
06/14/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,3,0,2,0,0,0,0,81,55,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,54.5,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 4 - Jun 14
07/12/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,3,0,2,0,0,0,0,81,56,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,53.6,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 8 - Jul 12
05/24/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,0,0,0,0,0,0,0,81,61,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Brown,,,POINT (-98.493838 45.47388),Week 1 - May 24
08/09/2020,435004,PRAIRIE HEIGHTS HEALTHCARE,400 8TH AVENUE NW,ABERDEEN,SD,57401,Y,Y,0,0,0,4,0,4,0,0,0,0,81,57,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0,0,70.2,0.0,0.0,Brown,N,N,POINT (-98.493838 45.47388),Week 12 - Aug  9
