Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
BRIAN CENTER HEALTH & REHAB HICKORY VIEWMONT,345080,220 13TH AVENUE PLACE NW,HICKORY,Catawba,44,4,23,9,75,11,0,0
ELIZABETH CITY HEALTH AND REHABILITATION,345036,1075 US HIGHWAY 17 SOUTH,ELIZABETH CITY,Pasquotank,53,0,23,14,126,27,0,0
HIGHLAND FARMS,345078,200 TABERNACLE ROAD,BLACK MOUNTAIN,Buncombe,0,0,8,0,44,1,15,0
SILAS CREEK REHABILITATION CENTER,345003,3350 SILAS CREEK PARKWAY,WINSTON-SALEM,Forsyth,13,1,2,1,65,16,0,0
CLAPP'S CONVALESCENT NURSING HOME INC,345015,500 MOUNTAIN TOP DRIVE,ASHEBORO,Randolph,0,0,3,0,80,5,2,0
BLUMENTHAL NURSING & REHABILITATION CENTER,345006,3724 WIRELESS DRIVE,GREENSBORO,Guilford,1,22,38,0,117,2,0,0
ROYAL PARK REHAB & HEALTH CTR OF MATTHEWS,345026,2700 ROYAL COMMONS LANE,MATTHEWS,Mecklenburg,74,50,18,17,104,25,10,0
PRUITTHEALTH-DURHAM,345061,3100 ERWIN ROAD,DURHAM,Durham,17,1,0,0,91,8,0,0
WOODHAVEN NURS & ALZHEIMER'S C,345054,1150 PINE RUN DRIVE,LUMBERTON,Robeson,25,1,12,8,86,14,3,0
ACCORDIUS HEALTH AT ASHEVILLE,345010,500 BEAVERDAM ROAD,ASHEVILLE,Buncombe,0,1,2,0,61,0,8,0
ALSTON BROOK,345066,4748 OLD SALISBURY ROAD,LEXINGTON,Davidson,44,5,29,17,79,21,22,0
CLAPPS NURSING CENTER INC,345024,5229 APPOMATTOX ROAD,PLEASANT GARDEN,Guilford,75,6,35,22,67,44,1,0
ACCORDIUS HEALTH AT LEXINGTON,345011,279 BRIAN CENTER DRIVE,LEXINGTON,Davidson,0,0,8,0,84,0,2,0
SUMMERSTONE HEALTH AND REHABILITATION CENTER,345039,485 VETERANS WAY,KERNERSVILLE,Forsyth,0,0,10,1,91,11,9,0
"THE CITADEL AT MYERS PARK, LLC",345008,300 PROVIDENCE ROAD,CHARLOTTE,Mecklenburg,12,2,3,0,65,10,2,0
RALEIGH REHABILITATION CENTER,345049,616 WADE AVENUE,RALEIGH,Wake,5,0,10,0,104,6,0,0
HILLCREST CONVALESCENT CENTER,345001,1417 W PETTIGREW STREET,DURHAM,Durham,0,0,15,0,134,2,0,0
JACOB'S CREEK NURSING AND REHABILITATION CENTER,345050,1721 BALD HILL LOOP,MADISON,Rockingham,117,6,9,2,84,52,0,0
CAROLINA RIVERS NURSING AND REHABILITATION CENTER,345072,1839 ONSLOW DRIVE EXTENSION,JACKSONVILLE,Onslow,1,0,10,0,84,3,1,0
PERSON MEMORIAL HOSPITAL,345004,615 RIDGE ROAD,ROXBORO,Person,15,6,10,5,45,8,0,0
PETTIGREW REHABILITATION CENTER,345053,1515 W PETTIGREW STREET,DURHAM,Durham,1,0,0,0,73,4,0,0
THE OAKS AT WHITAKER GLEN-MAYVIEW,345009,513 EAST WHITAKER MILL ROAD,RALEIGH,Wake,1,0,4,0,111,7,1,0
ACCORDIUS HEALTH AT WILSON,345063,1804 FOREST HILLS ROAD W,WILSON,Wilson,7,0,0,0,60,1,0,0
