Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
SAGE CREEK POST-ACUTE,295098,2350 IONE ROAD,LAS VEGAS,Clark,1,0,1,0,41,1,3,0
ROSEWOOD REHABILITATION CENTER,295020,2045 SILVERADA BLVD,RENO,Washoe,0,0,0,0,73,1,0,0
LAKESIDE HEALTH & WELLNESS SUITES,295043,3101 PLUMAS,RENO,Washoe,46,62,42,25,68,20,39,1
HEARTHSTONE OF NORTHERN NEVADA,295044,1950 BARING BLVD,SPARKS,Washoe,1,8,6,1,109,2,20,0
"PREMIER HEALTH & REHABILITATION CENTER OF LV, LP",295021,2945 CASA VEGAS STREET,LAS VEGAS,Clark,48,35,0,3,61,30,0,0
LIFE CARE CENTER OF LAS VEGAS,295052,6151 VEGAS DRIVE,LAS VEGAS,Clark,38,37,14,4,133,14,17,0
EL JEN CONVALESCENT HOSPITAL AND RETIREMENT CENTER,295008,5538 W DUNCAN DR,LAS VEGAS,Clark,42,14,19,7,120,28,9,0
TORREY PINES POST ACUTE AND REHABILITATION,295045,1701 S. TORREY PINES DRIVE,LAS VEGAS,Clark,,,,,,,,
HARMON HOSPITAL - SNF,295048,2170 EAST HARMON AVE,LAS VEGAS,Clark,1,0,0,0,1,11,0,0
WHITE PINE CARE CENTER,295029,1500 AVENUE G,ELY,White Pine,0,0,0,0,30,0,0,0
NORTH LAS VEGAS CARE CENTER,295036,3215 E. CHEYENNE AVE.,NORTH LAS VEGAS,Clark,39,4,0,0,135,20,6,0
BOULDER CITY HOSPITAL SNF,295046,901 ADAMS BLVD.,BOULDER CITY,Clark,0,0,0,0,38,0,0,0
LIFE CARE CENTER OF RENO,295050,445 W. HOLCOMB LANE,RENO,Washoe,4,0,0,0,99,6,1,0
PERSHING GENERAL HOSPITAL SNF,295000,855 6TH STREET,LOVELOCK,Pershing,0,1,1,0,23,1,14,0
