Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
"MOUNDVILLE HEALTH AND REHABILITATION, LLC",015187,THIRD AVENUE    P O BOX 607,MOUNDVILLE,Hale,0,0,11,0,64,0,0,0
PERRY COUNTY NURSING HOME,015158,505 EAST LAFAYETTE STREET,MARION,Perry,0,1,0,0,64,2,1,0
"PARK MANOR HEALTH AND REHABILITATION, LLC",015326,2201 MCFARLAND BOULEVARD,NORTHPORT,Tuscaloosa,0,9,8,0,133,0,7,0
"GULF COAST HEALTH AND REHABILITATION, LLC",015456,8002 GRELOT ROAD,MOBILE,Mobile,1,9,4,0,82,5,0,0
"BURNS NURSING HOME, INC.",015009,701 MONROE STREET NW,RUSSELLVILLE,Franklin,45,1,4,4,45,33,12,0
ORCHARD REHABILITATION & HEALTHCARE CENTER,015442,629 STATE HIGHWAY 21 SOUTH,HAYNEVILLE,Lowndes,0,0,1,1,53,1,0,0
ADAMS NURSING HOME,015386,1555 HILLABEE STREET,ALEXANDER CITY,Tallapoosa,0,0,0,0,61,0,0,0
NORTH MOBILE NURSING AND REHABILITATION CTR,015183,4525 ST STEPHENS ROAD,EIGHT MILE,Mobile,45,36,15,12,121,14,26,0
ST MARTIN'S IN THE PINES,015433,4941 MONTEVALLO ROAD,BIRMINGHAM,Jefferson,0,0,6,0,101,0,0,0
JOHN KNOX MANOR INC  I I,015135,4401 NARROW LANE ROAD,MONTGOMERY,Montgomery,0,1,0,0,57,1,1,0
RIVER CITY CENTER,015113,1350 FOURTEENTH AVENUE SOUTHEAST,DECATUR,Morgan,0,1,9,0,144,1,0,0
"VALLEY VIEW HEALTH AND REHABILITATION, LLC",015431,5968 WALL TRIANA HIGHWAY,MADISON,Madison,0,3,9,0,133,0,10,0
DIVERSICARE OF RIVERCHASE,015145,2500 RIVERHAVEN DRIVE,BIRMINGHAM,Jefferson,51,15,10,10,100,23,2,0
DIVERSICARE OF BESSEMER,015209,820 GOLF COURSE ROAD,BESSEMER,Jefferson,50,2,30,23,115,32,2,1
"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",015464,575 SOUTHLAND DRIVE,HOOVER,Jefferson,2,15,16,0,80,1,21,0
"OPP HEALTH AND REHABILITATION, LLC",015210,115 PAULK AVENUE  P O BOX 730,OPP,Covington,0,0,16,0,159,0,1,0
SOUTH HAMPTON NURSING & REHABILITATION CENTER,015448,213 WILSON MANN ROAD,OWENS CROSS ROADS,Madison,0,1,3,0,60,0,5,0
ENGLEWOOD HEALTH CARE CENTER,015322,2046 SOUTH ALABAMA AVE,MONROEVILLE,Monroe,0,0,2,0,72,0,2,0
PARK PLACE,015084,100 PARK PLACE,SELMA,Dallas,0,0,0,0,93,0,0,0
FATHER PURCELL MEMORIAL EXCEPTIONAL CHILDREN'S CTR,01A193,2048 W FAIRVIEW AVE,MONTGOMERY,Montgomery,0,0,0,0,48,0,0,0
CROWNE HEALTH CARE OF CITRONELLE,015121,19225 NORTH 4TH STREET,CITRONELLE,Mobile,0,0,1,0,64,0,0,0
LAFAYETTE NURSING HOME,015414,555 B STREET SW,LAFAYETTE,Chambers,3,0,2,0,50,0,0,0
"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",015321,3141 OLD COLUMBIANA ROAD,BIRMINGHAM,Jefferson,55,18,22,16,51,29,2,0
ALICEVILLE MANOR NURSING HOME,015137,703 17TH STREET NORTHWEST,ALICEVILLE,Pickens,0,4,0,0,77,1,5,0
DIVERSICARE OF WINFIELD,015376,144 COUNTY HWY 14,WINFIELD,Marion,0,0,0,0,104,1,0,0
JACKSON HEALTH CARE FACILITY,015188,2616 NORTH COLLEGE AVENUE,JACKSON,Clarke,0,6,11,0,73,0,3,0
CROWNE HEALTH CARE OF MONTGOMERY,015393,1837 UPPER WETUMPKA ROAD,MONTGOMERY,Montgomery,0,0,4,0,150,2,3,0
BROOKDALE UNIVERSITY PARK SNF (AL),015423,501 UNIVERSITY PARK DRIVE,BIRMINGHAM,Jefferson,4,2,13,0,33,0,13,0
