Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
ADDINGTON PLACE AT WELLINGTON GREEN,106091,10330 NUVISTA AVENUE,WELLINGTON,Palm Beach,5,0,0,0,,12,0,0
CROSS CARE CENTER,105721,5888 BLANDING BLVD,JACKSONVILLE,Duval,0,0,0,0,97,22,4,0
NORTH REHABILITATION CENTER,105149,1301 16TH ST N,SAINT PETERSBURG,Pinellas,28,0,20,8,33,26,42,0
MANORCARE NURSING AND REHABILITATION CENTER,105421,3601 LAKEWOOD BLVD,NAPLES,Collier,21,63,4,3,63,16,3,0
OAKS OF KISSIMMEE HEALTH AND REHABILITATION CENTER,105379,320 N MITCHELL ST,KISSIMMEE,Osceola,2,1,4,0,42,3,2,0
RIVERWOOD CENTER,105135,2802 PARENTAL HOME ROAD,JACKSONVILLE,Duval,8,2,7,0,176,24,19,0
MANOR PINES CONVALESCENT CENTER,105089,1701 NE 26TH ST,FORT LAUDERDALE,Broward,2,1,4,3,108,8,3,0
LAURELLWOOD CARE CENTER,105228,3127 57TH AVE N,SAINT PETERSBURG,Pinellas,0,0,1,0,42,5,9,0
OAKHURST CENTER,105465,1501 SE 24TH RD,OCALA,Marion,33,4,14,0,107,12,2,0
MADISON POINTE CARE CENTER,105166,6020 INDIANA AVE,NEW PORT RICHEY,Pasco,23,2,1,1,98,10,8,0
"PALMS OF SEBRING, THE",105037,725 S PINE ST,SEBRING,Highlands,3,17,5,0,78,22,20,1
WESTWOOD NURSING AND REHABILITATION CENTER,105395,1001 MAR-WALT DRIVE,FORT WALTON BEACH,Okaloosa,2,1,8,0,45,3,2,0
ST JOHNS NURSING CENTER,105371,3075 NW 35TH AVE,LAUDERDALE LAKES,Broward,14,12,8,3,160,20,45,0
SEVEN HILLS HEALTH & REHABILITATION CENTER,105364,3333 CAPITAL MEDICAL BLVD,TALLAHASSEE,Leon,0,3,12,0,127,15,13,0
HABANA HEALTH CARE CENTER,105417,2916 HABANA WAY,TAMPA,Hillsborough,53,0,14,14,103,22,3,0
ABBEY DELRAY,105335,2105 SW 11TH COURT,DELRAY BEACH,Palm Beach,5,0,0,0,93,15,0,0
SUN TERRACE HEALTH CARE CENTER,105319,105 TRINITY LAKES DR,SUN CITY CENTER,Hillsborough,2,2,0,0,96,3,6,0
LAKE EUSTIS HEALTH AND REHABILITATION CENTER,105001,411 W WOODWARD AVE,EUSTIS,Lake,0,0,0,0,83,7,2,0
GATEWAY CARE CENTER,105486,8600 US HWY 19 N,PINELLAS PARK,Pinellas,31,0,7,2,92,42,1,0
CONCORDIA VILLAGE OF TAMPA,105351,4100 E FLETCHER AVE,TAMPA,Hillsborough,59,2,23,2,116,35,7,0
SPRINGWOOD CENTER,105407,4602 NORTHGATE COURT,SARASOTA,Sarasota,11,0,7,0,92,15,1,0
COURTYARDS OF ORLANDO CARE CENTER,105431,1900 MERCY DRIVE,ORLANDO,Orange,9,1,5,0,91,13,4,0
CORAL GABLES NURSING AND REHABILITATION CENTER,105005,7060 SW 8TH STREET,MIAMI,Miami-Dade,25,20,7,4,70,29,5,0
CLEWISTON NURSING & REHABILITATION,105462,301 SOUTH GLORIA ST,CLEWISTON,Hendry,4,1,14,11,119,4,5,0
"ST CATHERINE LABOURE MANOR, INC",105358,1750 STOCKTON ST,JACKSONVILLE,Duval,59,6,30,6,126,34,2,0
PALMS CARE CENTER,105336,3370 NW 47TH TERRACE,LAUDERDALE LAKES,Broward,29,0,12,7,93,24,0,0
STUART REHABILITATION AND HEALTHCARE,105277,1500 SE PALM BEACH RD,STUART,Martin,3,0,9,0,85,13,4,0
WEST BROWARD REHABILITATION AND HEALTHCARE,105237,7751 W BROWARD BLVD,PLANTATION,Broward,34,0,6,3,95,57,6,0
FAIRWAY OAKS CENTER,105305,13806 N 46TH ST,TAMPA,Hillsborough,2,2,14,3,86,19,0,0
"SANDS AT SOUTH BEACH CARE CENTER, THE",105229,42 COLLINS AVENUE,MIAMI BEACH,Miami-Dade,67,12,21,9,172,45,11,1
VALENCIA HILLS HEALTH AND REHABILITATION CENTER,105301,1350 SLEEPY HILL RD,LAKELAND,Polk,65,3,23,13,133,15,57,0
PARKVIEW REHABILITATION CENTER AT WINTER PARK,105307,2075 LOCH LOMOND DRIVE,WINTER PARK,Orange,9,0,15,2,80,16,1,0
LEXINGTON HEALTH AND REHABILITATION CENTER,105072,6300 46TH AVE N,SAINT PETERSBURG,Pinellas,44,121,16,8,119,42,125,0
GREENBRIAR REHABILITATION AND NURSING CENTER,105159,210 21ST AVE W,BRADENTON,Manatee,1,0,3,0,72,12,8,0
AVENTURA REHAB AND NURSING CENTER,105331,1800 N E 168TH STREET,NORTH MIAMI BEACH,Miami-Dade,7,3,9,8,72,10,0,2
TARPON BAYOU CENTER,105280,515 CHESAPEAKE DR,TARPON SPRINGS,Pinellas,0,20,0,0,96,44,35,0
WAVE CREST HEALTH AND REHABILITATION CENTER,105207,1415 S HICKORY ST,MELBOURNE,Brevard,9,4,11,2,90,15,1,0
HERITAGE PARK REHABILITATION AND HEALTHCARE,105238,2826 CLEVELAND AVE,FORT MYERS,Lee,,,,,,,,
CALUSA HARBOUR,105384,2525 FIRST ST,FORT MYERS,Lee,2,0,0,0,46,10,0,0
BOCA CIEGA CENTER,105271,1414 59TH ST S,GULFPORT,Pinellas,69,16,14,11,81,40,3,0
PARKSIDE HEALTH AND REHABILITATION CENTER,105145,451 S AMELIA AVE,DELAND,Volusia,4,24,1,0,112,14,3,0
PINES NURSING HOME,105057,301 NE 141 STREET,MIAMI,Miami-Dade,7,1,4,0,38,2,1,0
RIVERWOOD HEALTH & REHABILITATION CENTER,105488,808 S COLLEY RD,STARKE,Bradford,14,16,10,0,108,0,0,0
SOUTHERN PINES HEALTHCARE CENTER,105275,6140 CONGRESS ST,NEW PORT RICHEY,Pasco,7,0,1,0,99,21,0,0
REHABILITATION AND HEALTHCARE CENTER OF TAMPA,105234,4411 N HABANA AVE,TAMPA,Hillsborough,40,16,11,5,138,22,7,0
PORT ST LUCIE REHABILITATION AND HEALTHCARE,105410,7300 OLEANDER AVE,PORT SAINT LUCIE,St. Lucie,70,0,8,8,92,149,0,1
COMMUNITY CONVALESCENT CENTER,105029,2202 W OAK AVE,PLANT CITY,Hillsborough,20,9,45,20,105,7,7,0
BRADEN RIVER REHABILITATION CENTER LLC,105045,2010 MANATEE AVE E,BRADENTON,Manatee,7,0,8,0,104,13,0,0
