Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
FRIENDSHIP VILLA,275081,2300 WILSON,MILES CITY,Custer,5,2,0,0,36,10,4,0
COPPER RIDGE HEALTH AND REHABILITATION CENTER,275060,3251 NETTIE ST,BUTTE,Silver Bow,29,1,8,2,53,14,0,0
LIBBY CARE CENTER,275040,308 E THIRD ST,LIBBY,Lincoln,10,0,32,3,64,8,2,0
RIVERSIDE HEALTH & REHABILITATION,275126,1301 E BROADWAY,MISSOULA,Missoula,11,1,12,0,57,3,0,0
VALLEY VIEW ESTATES HEALTH & REHABILITATION,275101,225 N 8TH ST,HAMILTON,Ravalli,25,0,11,4,38,19,2,0
CEDAR WOOD VILLA,275053,1 S OAKS,RED LODGE,Carbon,46,17,4,2,38,18,2,0
POLSON HEALTH & REHABILITATION CENTER,275049,9 14TH AVE W,POLSON,Lake,29,9,16,1,36,16,19,0
BIG HORN SENIOR LIVING,275130,200 N MITCHELL AVE,HARDIN,Big Horn,7,11,11,2,24,14,21,0
VALLEY VIEW HOME,275091,1225 PERRY LN,GLASGOW,Valley,12,0,5,4,53,17,17,0
IVY AT GREAT FALLS,275026,1130 17TH AVE S,GREAT FALLS,Cascade,28,1,4,1,129,36,0,1
CONTINENTAL CARE AND REHABILITATION,275103,2400 CONTINENTAL DR,BUTTE,Silver Bow,37,0,12,12,37,21,2,0
LAUREL HEALTH & REHABILITATION CENTER,275111,820 3RD AVE,LAUREL,Yellowstone,2,4,6,0,43,6,16,0
ASPEN MEADOWS HEALTH AND REHABILITATION CENTER,275140,3155 AVE C,BILLINGS,Yellowstone,2,1,8,0,62,7,7,0
SHERIDAN MEMORIAL NURSING HOME,275070,440 W LAUREL AVE,PLENTYWOOD,Sheridan,0,0,2,0,27,3,0,0
ROCKY MOUNTAIN CARE CENTER,275114,30 S RODNEY ST,HELENA,Lewis and Clark,0,0,4,0,30,0,3,0
