Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
"RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",225326,400 BOLTON STREET,MARLBOROUGH,Middlesex,64,27,32,16,114,27,12,0
BEAR MOUNTAIN AT WEST SPRINGFIELD,225262,42 PROSPECT AVENUE,WEST SPRINGFIELD,Hampden,19,3,21,12,93,3,0,0
ST CAMILLUS HEALTH CENTER,225312,447 HILL STREET,WHITINSVILLE,Worcester,66,0,30,19,105,31,3,0
JULIAN J LEVITT FAMILY NURSING HOME,225040,770 CONVERSE STREET,LONGMEADOW,Hampden,4,0,31,6,126,8,0,0
NORTHWOOD REHABILITATION & HEALTHCARE CENTER,225298,1010 VARNUM AVENUE,LOWELL,Middlesex,2,1,12,10,87,19,0,0
VERO HEALTH & REHAB OF WILBRAHAM,225295,9 MAPLE STREET,WILBRAHAM,Hampden,21,100,39,14,102,4,1,0
BEAR HILL HEALTHCARE AND REHABILITATION CENTER,225272,11 NORTH STREET,STONEHAM,Middlesex,85,1,28,27,127,40,0,0
WEBSTER MANOR REHABILITATION & HEALTH CARE CENTER,225283,745 SCHOOL STREET,WEBSTER,Worcester,77,68,34,8,110,36,14,0
"QUEEN ANNE NURSING HOME, INC",225254,50 RECREATION PARK DRIVE,HINGHAM,Plymouth,1,1,14,0,74,4,0,0
SACHEM CENTER FOR HEALTH & REHABILITATION,225322,66 CENTRAL STREET,EAST BRIDGEWATER,Plymouth,46,3,40,22,79,16,3,0
VERO HEALTH & REHAB OF WATERTOWN,225425,59 COOLIDGE HILL ROAD,WATERTOWN,Middlesex,3,10,17,1,101,11,0,0
CASA DE RAMANA REHABILITATION CENTER,225179,485 FRANKLIN STREET,FRAMINGHAM,Middlesex,40,4,6,0,61,31,10,0
MEMORY SUPPORT OF HERITAGE HALL,225286,464 MAIN STREET P O BOX 348,AGAWAM,Hampden,70,1,37,15,73,22,0,0
FOREMOST AT SHARON LLC,225134,259 NORWOOD STREET,SHARON,Norfolk,27,7,19,9,47,14,0,0
