Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN,075196,78 VIETS ST EXTENSION,NEW LONDON,New London,10,39,9,1,119,5,42,0
"GUILFORD HOUSE, THE",075235,109 WEST LAKE AVENUE,GUILFORD,New Haven,0,3,6,0,62,2,5,0
CHELSEA PLACE CARE CENTER,075299,25 LORRAINE ST,HARTFORD,Hartford,103,3,20,20,178,60,10,1
"PORTLAND CARE & REHAB CENTER,",075214,333 MAIN ST,PORTLAND,Middlesex,26,31,22,11,61,16,55,0
MIDDLEBURY CONVALESCENT HOME,075146,778 MIDDLEBURY RD,MIDDLEBURY,New Haven,0,0,2,0,46,0,0,0
APPLE REHAB SHELTON LAKES,075300,5 LAKE ROAD,SHELTON,Fairfield,0,0,3,0,77,0,0,0
"ELIM PARK BAPTIST HOME, INC",075265,140 COOK HILL RD,CHESHIRE,New Haven,5,0,10,6,66,9,0,0
TRINITY HILL CARE CENTER,075268,151 HILLSIDE AVE,HARTFORD,Hartford,60,0,2,2,128,32,29,1
WOLCOTT VIEW MANOR,075282,50 BEACH RD,WOLCOTT,New Haven,0,24,8,0,77,1,9,0
APPLE REHAB SAYBROOK,075070,1775 BOSTON POST RD,OLD SAYBROOK,Middlesex,65,46,22,17,58,32,21,0
QUINNIPIAC VALLEY CENTER,075234,55 KONDRACKI LANE,WALLINGFORD,New Haven,65,0,28,9,87,22,2,0
"VILLA AT STAMFORD, THE",075153,88 ROCKRIMMON ROAD,STAMFORD,Fairfield,28,0,12,9,108,8,1,0
REGALCARE AT TORRINGTON,075105,80 FERN DR,TORRINGTON,Litchfield,18,52,20,13,61,22,33,0
"FILOSA, FOR NURSING & REHABILITATION",075074,13 HAKIM ST,DANBURY,Fairfield,2,0,2,0,53,8,2,0
NOBLE HORIZONS,075236,17 COBBLE RD,SALISBURY,Litchfield,0,0,6,0,71,4,17,0
PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,075195,1157 ENFIELD STREET,ENFIELD,Hartford,101,4,29,19,108,27,9,0
VILLAGE GREEN OF BRISTOL REHAB & HEALTH CENTER,075198,23 FAIR STREET,FORESTVILLE,Hartford,1,0,16,0,76,1,1,0
GROTON REGENCY CENTER,075270,1145 POQUONNOCK RD,GROTON,New London,9,9,14,0,113,5,1,0
"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",075221,61 BELLEVUE AVENUE,BRISTOL,Hartford,37,29,27,5,118,8,11,0
BISHOP WICKE HEALTH & REHAB CT,075163,584 LONG HILL AVE,SHELTON,Fairfield,20,13,6,3,70,10,3,0
HEBREW CENTER FOR HEALTH AND REHABILITATION,075109,1 ABRAHMS BLVD,WEST HARTFORD,Hartford,42,18,40,14,180,24,0,0
