Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
SOMERSET REHABILITATION & LIVING CENTER,205165,43 OWENS ST,BINGHAM,Somerset,0,0,2,0,18,0,0,0
"WINSHIP GREEN CENTER FOR HEALTH & REHAB, LLC",205078,51 WINSHIP ST,BATH,Sagadahoc,0,1,14,0,62,0,5,0
EASTPORT MEMORIAL NURSING HOME,205146,23 BOYNTON STREET,EASTPORT,Washington,0,0,12,0,25,0,0,0
GARDINER HEALTH CARE FACILITY,205080,PO BOX 520,HOULTON,Aroostook,0,0,6,0,30,1,0,0
FOREST HILL MANOR,205176,25 BOLDUC AVE,FORT KENT,Aroostook,0,2,7,0,45,1,6,0
DEXTER HEALTH CARE,205115,64 PARK STREET,DEXTER,Penobscot,0,0,0,0,44,0,0,0
FALMOUTH BY THE SEA,205112,191 FORESIDE RD,FALMOUTH,Cumberland,45,56,9,4,48,30,6,0
LAKEWOOD A CONTINUING CARE CENTER,205138,220 KENNEDY MEMORIAL DR,WATERVILLE,Kennebec,0,3,12,0,79,0,41,0
MAINE VETERANS HOME - SO PARIS,205184,477 HIGH ST,SOUTH PARIS,Oxford,0,4,7,0,49,0,29,0
RUSSELL PARK REHABILITATION & LIVING CENTER,205052,158-178 RUSSELL ST,LEWISTON,Androscoggin,4,2,9,0,43,8,9,0
HORIZONS LIVING AND REHAB CENTER,205085,29 MAURICE DRIVE,BRUNSWICK,Cumberland,0,18,4,0,61,0,14,0
PINE POINT CENTER,205070,67 PINE POINT RD,SCARBOROUGH,Cumberland,12,5,9,1,55,6,2,0
MAINEGENERAL REHAB & LONG TERM CARE - GRAY BIRCH,205054,37 GRAY BIRCH DRIVE,AUGUSTA,Kennebec,0,5,35,0,65,0,23,0
ORCHARD PARK REHAB & LIVING,205168,107 ORCHARD ST,FARMINGTON,Franklin,0,0,8,0,25,0,0,0
STILLWATER HEALTH CARE,205116,335 STILLWATER AVE,BANGOR,Penobscot,0,6,6,0,54,1,38,0
ST MARY'S D'YOUVILLE PAVILION,205053,102 CAMPUS AVE,LEWISTON,Androscoggin,0,39,10,1,171,3,28,0
CEDARS NURSING CARE CENTER,205003,630 OCEAN AVENUE,PORTLAND,Cumberland,1,3,5,0,80,2,4,0
MONTELLO MANOR,205006,540 COLLEGE ST,LEWISTON,Androscoggin,1,1,6,0,29,2,2,0
MARSHWOOD CENTER,205072,33 ROGER STREET,LEWISTON,Androscoggin,29,11,25,2,95,20,2,0
PINNACLE HEALTH & REHAB AT SANFORD,205082,1142 MAIN ST,SANFORD,York,15,3,16,2,61,11,13,0
PINNACLE HEALTH & REHAB AT N BERWICK,205086,47 ELM ST,NORTH BERWICK,York,1,13,15,0,54,1,3,0
SANDY RIVER CENTER,205069,119 LIVERMORE FALLS RD,FARMINGTON,Franklin,6,7,31,1,55,2,7,0
ST JOSEPH'S REHABILITATION AND RESIDENCE,205134,1133 WASHINGTON AVE,PORTLAND,Cumberland,0,3,10,0,96,0,1,0
PRESQUE ISLE REHAB AND NURSING CENTER,205100,162 ACADEMY ST,PRESQUE ISLE,Aroostook,0,0,6,0,55,0,0,0
MAINE VETERANS HOME - CARIBOU,205151,163 VAN BUREN RD SUITE 2,CARIBOU,Aroostook,0,0,9,0,30,0,0,0
ISLAND NURSING HOME & CARE CTR,205075,587 NORTH DEER ISLE RD,DEER ISLE,Hancock,0,0,17,0,28,0,1,0
CEDAR RIDGE CENTER,205060,23 CEDAR RIDGE DRIVE,SKOWHEGAN,Somerset,3,1,30,0,66,1,4,0
PINNACLE HEALTH & REHAB  CANTON,205101,26 PLEASANT ST,CANTON,Oxford,0,1,4,0,41,0,13,0
MERCY HOME,205129,PO BOX 228,EAGLE LAKE,Aroostook,0,0,6,0,34,1,6,0
HIBBARD SKILLED NURSING & REHABILITATION CENTER,205004,1037 WEST MAIN STREET,DOVER FOXCROFT,Piscataquis,0,1,13,0,76,0,2,0
MAINE VETERANS HOME - AUGUSTA,205126,310 CONY ROAD,AUGUSTA,Kennebec,0,0,11,0,84,0,7,0
"BREWER CENTER FOR HEALTH & REHABILITATION, LLC",205062,74 PARKWAY SOUTH,BREWER,Penobscot,1,4,28,0,93,0,18,0
NEWTON CENTER,205012,35 JULY STREET,SANFORD,York,0,0,17,0,56,3,1,0
EVERGREEN MANOR,205162,328 NORTH ST,SACO,York,0,1,6,0,34,0,5,0
MARSHALL HEALTH CARE AND REHAB,205109,16 BEAL STREET,MACHIAS,Washington,0,0,10,0,40,0,0,0
AROOSTOOK HEALTH CENTER,205018,PO BOX 410,MARS HILL,Aroostook,0,23,0,0,47,0,58,0
SANFIELD REHAB & LIVING CENTER,205174,95 MAIN STREET,HARTLAND,Somerset,5,5,2,0,18,0,7,0
LEDGEWOOD MANOR,205137,"200 ROUTE 115, PO BOX 760",WINDHAM,Cumberland,0,0,9,0,43,1,0,0
ODD FELLOWS & REBEKAHS' HOME OF MAINE,205170,85 CARON LANE,AUBURN,Androscoggin,0,0,2,0,25,2,0,0
"EASTSIDE CENTER FOR HEALTH & REHABILITATION, LLC",205106,516 MT HOPE AVENUE,BANGOR,Penobscot,0,0,1,0,55,0,0,0
HIGH VIEW MANOR,205114,517 RIVERVIEW ST,MADAWASKA,Aroostook,0,4,5,0,41,0,8,0
WINDWARD GARDENS,205180,105 MECHANIC ST,CAMDEN,Knox,0,1,15,0,51,1,6,0
COURTLAND REHAB & LIVING CENTER,205123,42 BUCKSPORT RD,ELLSWORTH,Hancock,0,0,4,0,37,0,5,0
RUMFORD COMMUNITY HOME,205099,11 JOHN F KENNEDY LANE,RUMFORD,Oxford,0,1,6,0,30,0,3,0
MAINEGENERAL REHAB & LONG TERM CARE - GLENRIDGE,205139,40 GLENRIDGE DRIVE,AUGUSTA,Kennebec,0,7,78,0,118,0,64,0
DURGIN PINES,205132,9 LEWIS RD,KITTERY,York,16,37,29,0,61,13,69,0
MADIGAN ESTATES,205083,93 MILITARY STREET,HOULTON,Aroostook,0,2,21,0,93,1,0,0
"MARKET SQUARE HEALTH CARE CENTER, LLC",205076,3 MARKET SQUARE,SOUTH PARIS,Oxford,0,21,9,0,61,0,62,0
MAINE VETERANS HOME - BANGOR,205185,44 HOGAN RD,BANGOR,Penobscot,0,0,19,0,83,0,0,0
MID COAST SENIOR HEALTH CENTER,205163,58 BARIBEAU DRIVE,BRUNSWICK,Cumberland,0,22,16,0,39,0,38,0
CUMMINGS HEALTH CARE FACILITY,205143,5 CROCKER STREET,HOWLAND,Penobscot,0,0,19,0,34,0,0,0
SPRINGBROOK CENTER,205068,300 SPRING ST,WESTBROOK,Cumberland,54,10,30,12,109,30,15,0
HAWTHORNE HOUSE,205098,6 OLD COUNTY RD,FREEPORT,Cumberland,0,33,13,0,86,0,61,0
KATAHDIN NURSING HOME,205149,22 WALNUT STREET,MILLINOCKET,Penobscot,0,1,4,0,33,0,4,0
COASTAL MANOR,205157,20 WEST MAIN STREET,YARMOUTH,Cumberland,0,1,1,0,39,0,0,0
HARBOR HILL CENTER,205122,2 FOOTBRIDGE RD,BELFAST,Waldo,0,2,16,0,37,0,3,0
OAK GROVE CENTER,205091,27 COOL ST,WATERVILLE,Kennebec,0,8,27,0,85,4,8,0
NARRAGUAGUS BAY HEALTH CARE FACILITY,205118,3 MAIN STREET,MILBRIDGE,Washington,0,0,12,0,25,1,8,0
SOUTHRIDGE REHAB & LIVING CTR,205136,10 MAY ST,BIDDEFORD,York,0,15,8,0,55,0,19,0
WESTGATE CENTER FOR REHAB & ALZHEIMERS CARE,205105,750 UNION ST,BANGOR,Penobscot,0,1,25,0,57,0,0,0
KNOX CENTER FOR LONG TERM CARE,205124,6 WHITE STREET,ROCKLAND,Knox,0,13,25,0,55,0,98,0
MAPLECREST REHAB & LIVING CENTER,205128,174 MAIN ST,MADISON,Somerset,22,11,11,7,30,8,17,0
COLONIAL HEALTH CARE,205113,36 WORKMAN TERRACE STREET,LINCOLN,Penobscot,0,0,15,0,42,0,2,0
WOODLAWN REHABILITATION & NURSING CENTER,205154,59 WEST FRONT ST,SKOWHEGAN,Somerset,0,0,4,0,40,0,0,0
SEDGEWOOD COMMONS,205159,22 NORTHBROOK DR,FALMOUTH,Cumberland,44,5,28,10,85,19,4,0
THE COMMONS AT TALL PINES,205140,34 MARTIN LANE,BELFAST,Waldo,0,0,6,0,30,0,1,0
COUNTRY MANOR NURSING HOME,205111,132 MAIN STREET,COOPERS MILLS,Lincoln,0,9,7,0,21,0,12,0
EDGEWOOD REHAB & LIVING CTR,205131,221 Fairbanks Rd,FARMINGTON,Franklin,3,3,1,1,26,2,0,0
HERITAGE REHAB & LIVING CTR,205133,457 OLD LEWISTON RD,WINTHROP,Kennebec,0,1,14,0,19,0,8,0
CARIBOU REHAB AND NURSING CENTER,205117,10 BERNADETTE ST,CARIBOU,Aroostook,0,28,13,0,56,1,59,0
GORHAM HOUSE,205166,50 NEW PORTLAND RD,GORHAM,Cumberland,0,60,22,0,143,1,88,0
BORDERVIEW REHAB & LIVING CTR,205090,208 STATE STREET,VAN BUREN,Aroostook,0,3,3,0,31,0,15,0
BARRON CENTER,205011,1145 BRIGHTON AVE,PORTLAND,Cumberland,3,47,20,0,152,6,46,0
SEAPORT VILLAGE HEALTHCARE,205145,19 GENERAL MOORE WAY,ELLSWORTH,Hancock,0,3,10,0,59,2,1,0
SEASIDE REHAB & HEALTH CARE,205074,850 BAXTER BOULEVARD,PORTLAND,Cumberland,1,0,5,0,129,3,1,0
MOUNT ST JOSEPH NURSING HOME,205120,7 HIGHWOOD ST,WATERVILLE,Kennebec,0,0,0,0,101,0,0,0
PIPER SHORES,205187,15 PIPER ROAD,SCARBOROUGH,Cumberland,0,2,7,0,29,1,7,0
"AUGUSTA CENTER FOR HEALTH & REHABILITATION, LLC",205077,188 EASTERN AVE,AUGUSTA,Kennebec,47,2,19,8,66,28,0,0
SEAL ROCK HEALTH CARE,205103,88 HARBOR DRIVE,SACO,York,12,85,27,4,81,8,45,0
"NORWAY CENTER FOR HEALTH & REHABILITATION, LLC",205097,29 MARION AVE,NORWAY,Oxford,0,2,5,0,39,0,0,0
"KENNEBUNK CENTER FOR HEALTH & REHABILITATION, LLC",205095,158 ROSS RD,KENNEBUNK,York,0,0,1,0,60,2,0,0
CLOVER MANOR,205063,440 MINOT AVE,AUBURN,Androscoggin,5,10,33,0,97,19,65,0
PINNACLE HEALTH & REHAB AT SOUTH PORTLAND,205121,42 ANTHOINE ST,SO PORTLAND,Cumberland,0,1,10,0,65,0,0,0
ROSS MANOR,205064,758 BROADWAY,BANGOR,Penobscot,0,1,20,0,90,0,3,0
ORONO COMMONS,205031,117 BENNOCH RD,ORONO,Penobscot,5,2,34,2,72,5,7,0
BANGOR NURSING & REHABILITATION,205020,103 TEXAS AVE,BANGOR,Penobscot,0,12,0,0,44,0,44,0
RIVER RIDGE CENTER,205065,3 BRAZIER LANE,KENNEBUNK,York,3,9,7,0,52,0,3,0
THE GARDENS,205051,30 COMMUNITY DRIVE,CAMDEN,Knox,0,4,17,0,24,1,21,0
"BRENTWOOD CENTER FOR HEALTH & REHABILITATION, LLC",205079,370 PORTLAND ST,YARMOUTH,Cumberland,0,0,8,0,68,1,6,0
ST ANDRE HEALTH CARE FACILITY,205108,407 POOL ST,BIDDEFORD,York,0,2,20,0,77,0,2,0
