Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
GOOD SAMARITAN SOCIETY -  GRANTS,325058,840 LOBO CANYON ROAD,GRANTS,Cibola,8,0,14,8,51,16,4,0
CASA REAL,325038,1650 GALISTEO STREET,SANTA FE,Santa Fe,1,2,21,0,105,9,0,0
ST ANTHONY HEALTHCARE AND REHAB CENTER,325076,1400 WEST 21ST STREET,CLOVIS,Curry,0,0,15,0,44,7,0,0
SANTA FE CARE CENTER,325030,635 HARKLE ROAD,SANTA FE,Santa Fe,0,0,0,0,77,5,0,0
CASA DE ORO CENTER,325047,1005 LUJAN HILL ROAD,LAS CRUCES,Dona Ana,80,0,28,1,113,48,0,0
LIFE CARE CENTER OF FARMINGTON,325103,1101 WEST MURRAY DRIVE,FARMINGTON,San Juan,85,60,47,41,52,60,7,0
WHITE SANDS HEALTHCARE,325040,5715 NORTH LOVINGTON HIGHWAY,HOBBS,Lea,13,5,9,1,96,14,3,0
FORT BAYARD MEDICAL CENTER,325120,41 FORT BAYARD ROAD,SANTA CLARA,Grant,0,14,22,0,111,5,29,0
GOOD SAMARITAN SOCIETY LAS CRUCES VILLAGE,325067,3025 TERRACE DRIVE,LAS CRUCES,Dona Ana,19,1,4,2,40,15,3,0
LOVINGTON HEALTH CARE,325057,1600 WEST AVE I,LOVINGTON,Lea,3,0,5,0,44,9,0,0
"SOUTH VALLEY CARE CENTER, LLC",325083,1629 BOWE LANE SW,ALBUQUERQUE,Bernalillo,48,0,16,14,39,29,0,0
SPANISH TRAILS REHABILITATION SUITES,325131,1610 RENAISSANCE BLVD NE,ALBUQUERQUE,Bernalillo,65,0,48,48,90,19,1,0
MIMBRES MEMORIAL NURSING HOME,325079,900 WEST ASH STREET,DEMING,Luna,1,0,1,0,42,9,2,0
ADVANCED HEALTH CARE OF ALBUQUERQUE,325119,2701 RICHMOND DRIVE NE,ALBUQUERQUE,Bernalillo,5,17,9,6,35,4,2,0
GOOD SAMARITAN SOCIETY - SOCORRO,325073,1203 HIGHWAY 60 WEST,SOCORRO,Socorro,1,0,3,0,44,1,0,0
