Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
CONTINENTAL CARE AND REHABILITATION,275103,2400 CONTINENTAL DR,BUTTE,Silver Bow,1,0,0,0,53,0,2,0
GLENDIVE MEDICAL CENTER N H,275067,202 PROSPECT DR,GLENDIVE,Dawson,0,5,3,0,34,6,15,0
ST JOHN'S LUTHERAN HOME,275024,3940 RIMROCK RD,BILLINGS,Yellowstone,4,0,27,1,111,17,40,0
PARKVIEW CARE CENTER,275120,600 S 27TH ST,BILLINGS,Yellowstone,10,0,3,0,71,9,1,0
BLACKFEET CARE CENTER,275133,728 S GOVERNMENT SQ,BROWNING,Glacier,8,0,0,0,14,19,1,0
CLARK FORK VALLEY NURSING HOME,275107,10 KRUGER RD,PLAINS,Sanders,0,1,0,0,26,0,4,0
BENEFIS SENIOR SERVICES,275012,2621 15TH AVE S,GREAT FALLS,Cascade,17,0,9,9,109,22,5,0
BIG HORN SENIOR LIVING,275130,200 N MITCHELL AVE,HARDIN,Big Horn,7,11,11,2,24,12,21,0
BELLA TERRA OF BILLINGS,275020,1807 24TH ST W,BILLINGS,Yellowstone,1,13,3,0,61,10,40,0
FAITH LUTHERAN HOME,275073,1000 6TH AVE N,WOLF POINT,Roosevelt,25,5,5,3,41,5,11,0
AVANTARA OF BILLINGS,275029,2115 CENTRAL AVE,BILLINGS,Yellowstone,51,11,18,10,63,26,3,0
COMMUNITY NURSING HOME OF ANACONDA,275065,615 MAIN ST,ANACONDA,Deer Lodge,0,0,11,0,13,1,0,0
CENTRAL MONTANA NURSING & REHABILITATION CENTER,275064,410 WENDELL AVE,LEWISTOWN,Fergus,0,2,0,0,40,2,6,0
GALLATIN REST HOME,275066,1221 W DURSTON RD,BOZEMAN,Gallatin,0,2,7,0,48,0,14,0
VALLE VISTA MANOR,275021,402 SUMMIT AVE,LEWISTOWN,Fergus,0,3,9,0,31,2,6,0
MOUNTAIN VIEW CARE CENTER,275148,829 MAIN ST SW,RONAN,Lake,0,0,2,0,20,2,0,0
HOT SPRINGS HEALTH & REHABILITATION CENTER,275069,600 1ST AVE N,HOT SPRINGS,Sanders,0,0,5,0,33,1,3,0
BRENDAN HOUSE,275109,350 CONWAY DR,KALISPELL,Flathead,0,26,36,0,82,12,95,0
DISCOVERY CARE CENTRE LTD,275135,601 N 10TH ST,HAMILTON,Ravalli,0,3,16,0,33,6,20,0
BEARTOOTH MANOR,275090,350 W PIKE AVE,COLUMBUS,Stillwater,0,1,6,0,39,0,1,0
LAUREL HEALTH & REHABILITATION CENTER,275111,820 3RD AVE,LAUREL,Yellowstone,1,4,6,0,56,1,11,0
IVY AT GREAT FALLS,275026,1130 17TH AVE S,GREAT FALLS,Cascade,3,0,0,0,137,7,0,0
SHERIDAN MEMORIAL NURSING HOME,275070,440 W LAUREL AVE,PLENTYWOOD,Sheridan,0,0,1,0,27,1,0,0
HOLY ROSARY EXTENDED CARE UNIT,275106,2600 WILSON ST,MILES CITY,Custer,1,3,12,0,42,4,3,0
IVY AT DEER LODGE,275134,1100 TEXAS AVE,DEER LODGE,Powell,0,1,2,0,45,1,11,0
SWEET MEMORIAL NURSING HOME,275127,125 AIRPORT RD,CHINOOK,Blaine,0,3,7,0,35,2,7,0
WHITEFISH CARE AND REHABILITATION,275132,1305 E 7TH ST,WHITEFISH,Flathead,,,,,,,,
LIVINGSTON HEALTH & REHABILITATION CENTER,275047,510 S 14TH ST,LIVINGSTON,Park,0,0,5,0,46,0,0,0
EAGLE CLIFF MANOR,275123,1415 YELLOWSTONE RIVER RD,BILLINGS,Yellowstone,2,0,7,0,35,4,5,0
MONTANA MENTAL HEALTH NURSING HOME,27A052,800 CASINO CREEK DR,LEWISTOWN,Fergus,6,1,5,1,77,10,9,0
PONDERA MEDICAL CENTER LTC,275119,805 SUNSET BLVD,CONRAD,Pondera,0,0,4,0,45,5,0,0
VALLEY VIEW HOME,275091,1225 PERRY LN,GLASGOW,Valley,11,0,0,0,56,15,17,0
COPPER RIDGE HEALTH AND REHABILITATION CENTER,275060,3251 NETTIE ST,BUTTE,Silver Bow,0,0,4,0,63,1,0,0
PIONEER CARE AND REHABILITATION,275124,200 N OREGON ST,DILLON,Beaverhead,0,0,0,0,48,2,0,0
CEDAR WOOD VILLA,275053,1 S OAKS,RED LODGE,Carbon,0,1,2,0,42,2,2,0
CREST NURSING HOME,275122,3131 AMHERST AVE,BUTTE,Silver Bow,0,1,15,0,52,0,0,0
