Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
08/30/2020,365854,GREENBRIAR NURSING CENTER THE,501 WEST LEXINGTON ROAD,EATON,OH,45320,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preble,,,POINT (-84.641755 39.758517),Week 15 - Aug 30
08/30/2020,365363,PARKSIDE NURSING AND REHABILITATION  CENTER,908 SYMMES ROAD,FAIRFIELD,OH,45014,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butler,,,POINT (-84.549216 39.351907),Week 15 - Aug 30
08/30/2020,365581,OHIO LIVING BRECKENRIDGE VILLAGE,36855 RIDGE RD,WILLOUGHBY,OH,44094,Y,Y,0,13,0,29,0,26,0,36,0,16,108,65,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,,,,,0,17,0,11,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,446.2,246.2,55.2,Lake,N,N,POINT (-81.424084 41.618437),Week 15 - Aug 30
08/30/2020,365606,SPRING MEADOWS,1649 PARK RD,WOODSTOCK,OH,43084,Y,Y,0,1,0,0,0,0,0,1,0,0,42,39,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0,0,0,0,0,0,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Champaign,N,N,POINT (-83.55287000000001 40.164864),Week 15 - Aug 30
08/30/2020,365396,TRI COUNTY EXTENDED CARE CENTER,5200 CAMELOT DRIVE,FAIRFIELD,OH,45014,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butler,,,POINT (-84.530553 39.334674),Week 15 - Aug 30
08/30/2020,365658,CARDINAL WOODS SKILLED NURSING & REHAB CTR,6831 CHAPEL ROAD,MADISON,OH,44057,Y,Y,0,0,0,0,0,0,0,0,0,0,120,89,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0,0,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10,0,Y,Y,0,0,0.0,0.0,,Lake,N,N,POINT (-81.044049 41.820083),Week 15 - Aug 30
08/30/2020,365065,HARRISON PAVILION CARE CENTER,2171 HARRISON AVENUE,CINCINNATI,OH,45211,Y,Y,1,11,0,21,0,22,0,3,0,2,84,73,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,,,,,0,21,0,27,0,0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,287.7,27.4,9.5,Hamilton,N,N,POINT (-84.571735 39.133942),Week 15 - Aug 30
08/30/2020,365592,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,820 EAST CENTER STREET,BLANCHESTER,OH,45107,Y,Y,0,0,2,33,0,4,2,8,2,6,59,38,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0,0,Y,2,24,0,17,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,52.6,868.4,157.9,18.2,Clinton,N,N,POINT (-83.978348 39.300912),Week 15 - Aug 30
08/30/2020,365569,EAST OHIO REGIONAL HOSPITAL LONG TERM CARE,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,Y,Y,0,0,0,0,0,0,0,0,0,0,50,0,,,,,N,N,N,N,N,N,Y,N/A,N,N,N,N,N,N,N,N,N,N,N,N,Y,>7 DAYS,N,N,N,N,N,N,N,,,,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,Belmont,N,N,POINT (-80.720889 40.098644),Week 15 - Aug 30
08/30/2020,365297,PAVILION CARE CENTER,705 FULTON STREET,SIDNEY,OH,45365,Y,Y,0,0,0,0,0,0,1,8,0,0,50,28,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,1,3,0,0,0,0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Shelby,N,N,POINT (-84.147295 40.2808),Week 15 - Aug 30
08/30/2020,365661,"HEIGHTS REHABILITATION AND HEALTHCARE CENTER, THE",2801 E ROYALTON RD,BROADVIEW HEIGHTS,OH,44147,Y,Y,0,0,0,10,0,0,2,10,0,2,159,96,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,,,,,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,104.2,20.8,20.0,Cuyahoga,N,N,POINT (-81.667281 41.313905),Week 15 - Aug 30
08/30/2020,365507,SKLD DEFIANCE ILLUMINATE HC DEFIANCE,395 HARDING STREET,DEFIANCE,OH,43512,Y,Y,0,0,1,11,0,5,2,2,2,2,93,46,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,,,,,1,4,1,5,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.7,43.5,239.1,43.5,18.2,Defiance,N,N,POINT (-84.372602 41.295681),Week 15 - Aug 30
08/30/2020,365455,IVY WOODS CARE CENTER,2025 WYOMING AVENUE,CINCINNATI,OH,45205,Y,Y,0,0,0,0,0,0,0,6,0,0,100,73,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,,,,,0,2,0,2,0,0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Hamilton,N,N,POINT (-84.574208 39.123962),Week 15 - Aug 30
08/30/2020,365476,ASTORIA PLACE OF SILVERTON,6922 OHIO AVENUE,CINCINNATI,OH,45236,Y,Y,0,0,0,0,0,0,1,4,0,0,98,77,,,,,N,N,N,N,N,Y,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Hamilton,N,N,POINT (-84.404739 39.194897),Week 15 - Aug 30
08/30/2020,365629,DIXON HEALTHCARE CENTER,135 REICHART AVENUE,WINTERSVILLE,OH,43953,Y,Y,0,0,0,0,0,0,1,2,0,0,85,62,,,,,N,N,Y,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,3-7 DAYS,Y,N,N,N,N,Y,,,,,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Jefferson,N,N,POINT (-80.724274 40.373513),Week 15 - Aug 30
08/30/2020,365481,ALTERCARE NEWARK NORTH INC.,151 PRICE ROAD,NEWARK,OH,43055,Y,Y,0,0,0,0,0,0,0,26,0,0,81,53,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,>7 DAYS,N,N,N,N,N,N,N,,,,0,1,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Licking,N,N,POINT (-82.428962 40.098874),Week 15 - Aug 30
08/30/2020,365632,MAJORA LANE CTR FOR REHAB & NSG CARE INC,105 MAJORA LANE,MILLERSBURG,OH,44654,Y,Y,0,0,0,0,0,0,0,16,0,0,80,62,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Holmes,N,N,POINT (-81.91536 40.543302),Week 15 - Aug 30
08/30/2020,365510,BETHESDA CARE CENTER,600 N BRUSH ST,FREMONT,OH,43420,Y,Y,0,0,0,0,7,7,0,0,0,0,92,64,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,>7 DAYS,N,N,N,N,N,N,Y,0,0,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Sandusky,N,N,POINT (-83.146272 41.35332),Week 15 - Aug 30
08/30/2020,365291,"LAURELS OF CANTON, THE",2714 13TH STREET NW,CANTON,OH,44708,Y,Y,0,0,0,0,0,1,1,6,0,0,,58,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,Y,N,N,N,N,N,,,,,0,1,0,1,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Stark,N,N,POINT (-81.403893 40.811827),Week 15 - Aug 30
08/30/2020,365109,ALTENHEIM,18627 SHURMER ROAD,STRONGSVILLE,OH,44136,Y,N,0,2,11,39,2,5,6,25,6,8,170,109,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,N,Y,N,N,,,,1,6,1,14,0,0,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,100.9,55,357.8,73.4,20.5,Cuyahoga,Y,N,POINT (-81.833163 41.303964),Week 15 - Aug 30
08/30/2020,365644,WINCHESTER CARE & REHABILITATION,36 LEHMAN DR,CANAL WINCHESTER,OH,43110,Y,Y,0,17,0,99,0,6,2,24,0,12,176,102,,,,,Y,N,N,N,N,N,N,>7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,>7 DAYS,Y,N,N,N,Y,N,Y,0,12,Y,3,32,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,970.6,117.6,12.1,Franklin,N,N,POINT (-82.814032 39.85015),Week 15 - Aug 30
08/30/2020,365447,BROOKVIEW HEALTHCARE CENTER,214 HARDING STREET,DEFIANCE,OH,43512,Y,Y,0,2,0,0,0,0,0,1,0,0,84,66,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,0,2,0,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,0,0,0.0,0.0,,Defiance,N,N,POINT (-84.37230200000002 41.290804),Week 15 - Aug 30
08/30/2020,365072,ANNA MARIA OF AURORA,889 NORTH AURORA ROAD,AURORA,OH,44202,Y,Y,0,14,0,5,0,10,0,17,0,6,98,78,,,,,N,N,Y,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,0,0,Y,0,4,0,7,0,0,N,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,,,,,0,0,64.1,76.9,120.0,Portage,N,N,POINT (-81.369493 41.342644),Week 15 - Aug 30
08/30/2020,365094,MENORAH PARK CENTER FOR SENIOR,27100 CEDAR RD,BEACHWOOD,OH,44122,Y,Y,0,19,9,26,16,67,7,52,1,6,355,300,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0,0,Y,4,21,0,16,0,0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,30,3.3,86.7,20.0,23.1,Cuyahoga,Y,N,POINT (-81.486129 41.501192),Week 15 - Aug 30
08/30/2020,365114,HERITAGE MANOR  JEWISH HM FOR,517 GYPSY LANE,YOUNGSTOWN,OH,44504,Y,Y,0,1,0,0,0,0,0,23,0,0,72,62,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,,,,,0,0,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Mahoning,N,N,POINT (-80.66205700000002 41.133661),Week 15 - Aug 30
08/30/2020,365605,MILCREST NURSING CENTER,730 MILCREST DRIVE,MARYSVILLE,OH,43040,Y,Y,0,0,0,0,0,0,0,4,0,0,50,33,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Union,N,N,POINT (-83.372299 40.226653),Week 15 - Aug 30
08/30/2020,365381,WICKLIFFE COUNTRY PLACE,1919 BISHOP RD,WICKLIFFE,OH,44092,Y,Y,0,0,0,0,0,1,2,17,0,0,170,139,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0,2,0,3,0,0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Lake,N,N,POINT (-81.479994 41.597468),Week 15 - Aug 30
