Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
TRAILPOINT VILLAGE,155103,1950 RIDGEDALE RD,SOUTH BEND,St. Joseph,54,1,26,4,98,43,4,0
GOLDEN LIVING CENTER-BLOOMINGTON,155278,155 E BURKS DR,BLOOMINGTON,Monroe,97,36,22,0,108,35,7,0
HILLCREST VILLAGE,155203,203 SPARKS AVE,JEFFERSONVILLE,Clark,2,2,27,3,107,4,7,0
ROSEBUD VILLAGE,155230,2050 CHESTER BLVD,RICHMOND,Wayne,0,13,0,0,97,4,15,0
MILLER'S MERRY MANOR,155251,2901 W 37TH AVE,HOBART,Lake,11,0,4,0,40,4,1,0
CORE OF DALE,155270,510 W MEDCALF ROAD,DALE,Spencer,33,0,4,3,37,14,0,0
LAKEVIEW MANOR,155077,45 BEACHWAY DR,INDIANAPOLIS,Marion,53,22,11,9,89,0,0,0
BROOKVILLE HEALTHCARE CENTER,155480,11049 STATE ROAD 101,BROOKVILLE,Franklin,26,10,17,7,32,13,27,1
HICKORY CREEK AT WINAMAC,155436,515 E 13TH ST,WINAMAC,Pulaski,0,0,0,0,30,0,0,0
WESTMINSTER VILLAGE NORTH,155167,11050 PRESBYTERIAN DR,INDIANAPOLIS,Marion,3,4,31,1,99,17,5,0
PARKVIEW CARE CENTER,155348,2819 NORTH ST JOSEPH AVE,EVANSVILLE,Vanderburgh,1,2,4,0,80,4,2,0
LINCOLN HILLS OF NEW ALBANY,155614,326 COUNTRY CLUB DRIVE,NEW ALBANY,Floyd,58,0,20,30,98,20,0,0
GOLDEN LIVING CENTER-WOODBRIDGE,155390,816 N FIRST AVE,EVANSVILLE,Vanderburgh,0,0,1,0,59,1,0,0
GARDEN VILLA - BLOOMINGTON,155019,1100 S CURRY PK,BLOOMINGTON,Monroe,0,0,7,0,113,4,0,0
EXCEPTIONAL LIVING CENTER OF BRAZIL,155503,501 S MURPHY AVE,BRAZIL,Clay,20,0,3,0,46,17,6,0
DANVILLE REGIONAL REHABILITATION,155132,255 MEADOW DR,DANVILLE,Hendricks,57,2,3,0,94,38,6,0
APERION CARE DEMOTTE,155572,10352 N 600 E  COUNTY LINE RD,DEMOTTE,Jasper,40,3,20,18,62,16,1,0
WILLOW MANOR,155042,"3801 OLD BRUCEVILLE ROAD, BOX 136",VINCENNES,Knox,0,0,4,0,133,5,17,0
GREENCROFT HEALTHCARE,155205,1225 GREENCROFT DR,GOSHEN,Elkhart,46,33,32,9,161,51,19,0
BERTHA D GARTEN KETCHAM MEMORIAL CENTER,155539,601 E RACE ST,ODON,Daviess,27,38,26,16,45,29,40,0
LUTHERAN LIFE VILLAGES,155586,6701 S ANTHONY BLVD,FORT WAYNE,Allen,28,39,31,6,102,23,10,0
CLOVERLEAF OF KNIGHTSVILLE,155542,9325 N CRAWFORD ST,KNIGHTSVILLE,Clay,,,,,,,,
SIGNATURE HEALTHCARE OF LAFAYETTE,155243,300 WINDY HILL DR,LAFAYETTE,Tippecanoe,14,0,7,1,81,9,2,0
DYER NURSING AND REHABILITATION CENTER,155220,601 SHEFFIELD AVE,DYER,Lake,99,14,81,28,103,58,11,0
BETHEL MANOR,155607,6015 KRATZVILLE RD,EVANSVILLE,Vanderburgh,0,8,9,0,59,5,0,0
MILLER'S MERRY MANOR,155557,1651 N CAMPBELL ST,INDIANAPOLIS,Marion,46,22,9,7,36,17,13,0
