Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
"PERRY GREEN VALLEY NURSING CENTER, LLC",375373,1103 BIRCH STREET,PERRY,Noble,0,0,7,0,57,6,0,0
SEQUOYAH POINTE LIVING CENTER,375344,8515 NORTH 123RD EAST AVENUE,OWASSO,Tulsa,1,0,13,0,49,4,0,0
THE FOUNTAINS AT CANTERBURY,375183,1400 NORTHWEST 122ND STREET,OKLAHOMA CITY,Oklahoma,0,1,0,0,44,5,8,0
HERITAGE HILLS LIVING & REHABILITATION CENTER,375317,411 NORTH WEST STREET,MCALESTER,Pittsburg,0,1,2,0,61,0,23,0
CIMARRON NURSING CENTER,375102,905 BEALL ROAD,KINGFISHER,Kingfisher,38,1,12,1,49,17,0,1
TUTTLE CARE CENTER,375428,104 SOUTHEAST 4TH STREET,TUTTLE,Grady,21,40,15,2,29,5,8,0
RIVERSIDE HEALTH SERVICES,375371,1008 ARKANSAS STREET,ARKOMA,Le Flore,0,0,0,0,34,5,1,0
WARR ACRES NURSING CENTER,375275,6501 NORTH MACARTHUR,OKLAHOMA CITY,Oklahoma,8,6,9,1,65,5,0,0
ENGLISH VILLAGE MANOR,375404,1515 CANTERBURY BLVD,ALTUS,Jackson,0,0,1,0,83,0,0,0
MEDICALODGES DEWEY,375150,430 BARTLES ROAD,DEWEY,Washington,2,3,2,0,42,2,4,0
THE TIMBERS SKILLED NURSING AND THERAPY,375158,2520 SOUTH RANKIN,EDMOND,Oklahoma,1,2,9,3,99,7,3,0
HERITAGE VILLA NURSING CENTER,375109,1244 WOODLAND LOOP DRIVE,BARTLESVILLE,Washington,13,5,6,1,58,7,15,0
MERIDIAN NURSING HOME,375426,MERIDIAN ROAD ROUTE 2 BOX 335,COMANCHE,Stephens,2,0,11,0,34,1,2,0
ELMBROOK HOME,375160,1811 9TH STREET NORTHWEST,ARDMORE,Carter,1,25,8,0,61,3,56,0
THE WILSHIRE SKILLED NURSING AND THERAPY,375189,505 EAST WILSHIRE BLVD,OKLAHOMA CITY,Oklahoma,10,0,0,0,31,6,0,0
"OKLAHOMA METHODIST MANOR, INC.",375454,4134 EAST 31ST STREET,TULSA,Tulsa,11,1,8,3,64,14,0,0
"WOODVIEW HOME, INC.",375393,1630 3RD AVENUE NORTHEAST,ARDMORE,Carter,0,2,21,0,44,0,3,0
FORT GIBSON NURSING HOME,375330,205 EAST POPLAR,FORT GIBSON,Muskogee,0,0,9,0,43,2,3,0
BROOKSIDE NURSING CENTER,375235,310 BROOKSIDE DRIVE,MADILL,Marshall,0,1,4,0,48,0,102,0
CAPITOL HILL SKILLED NURSING AND THERAPY,375151,2400 SOUTHWEST 55TH STREET,OKLAHOMA CITY,Oklahoma,40,10,21,9,75,12,14,0
FAMILY CARE CENTER OF KINGSTON,375437,701 HIGHWAY 32,KINGSTON,Marshall,0,2,0,0,35,4,1,0
GRACE LIVING CENTER-CLINTON,375141,2400 WEST MODELLE,CLINTON,Custer,1,0,2,0,73,2,1,0
THE LIVING CENTER,375458,1409 NORTH 17TH STREET,ENID,Garfield,0,2,10,10,24,13,0,0
SAND SPRINGS NURSING AND REHABILITATION,375285,1025 NORTH ADAMS,SAND SPRINGS,Tulsa,0,3,16,0,45,5,1,0
SOUTH PARK EAST,375452,225 SOUTHWEST 35TH STREET,OKLAHOMA CITY,Oklahoma,26,0,7,2,30,19,0,0
EASTGATE VILLAGE RETIREMENT CENTER,375190,3500 HASKELL BLVD,MUSKOGEE,Muskogee,50,11,31,17,71,20,8,0
EUFAULA MANOR NURSING AND REHABILITATION CENTER,375395,1152 EUNICE BURNS ROAD,EUFAULA,McIntosh,25,1,3,2,59,18,1,0
MUSKOGEE NURSING CENTER,375376,602 NORTH  M STREET,MUSKOGEE,Muskogee,9,2,0,0,37,2,1,0
WESTHAVEN NURSING HOME,375417,1215 SOUTH WESTERN,STILLWATER,Payne,48,0,9,3,45,41,0,0
OAKRIDGE NURSING CENTER,375360,1100 OAK RIDGE DRIVE,DURANT,Bryan,15,8,8,4,44,16,1,0
"FAIRVIEW FELLOWSHIP HOME FOR SENIOR CITIZENS, INC",375427,605 EAST STATE ROAD,FAIRVIEW,Major,0,11,7,0,63,3,38,0
"QUAIL RIDGE LIVING CENTER, INC",375386,564 STATE LINE ROAD,COLCORD,Delaware,2,77,3,0,71,8,18,0
MONROE MANOR,375415,226 EAST MONROE STREET,JAY,Delaware,0,1,0,0,44,0,23,0
LANDMARK OF MIDWEST CITY REHABILITATION AND NURSIN,375252,8200 NATIONAL AVENUE,MIDWEST CITY,Oklahoma,55,22,14,12,70,23,36,0
"MONTEREAU, INC",375460,6800 SOUTH GRANITE AVENUE,TULSA,Tulsa,3,0,19,0,67,5,6,0
TULSA NURSING CENTER,375389,10912 EAST 14TH STREET,TULSA,Tulsa,50,36,17,8,75,18,25,0
BETTY ANN NURSING CENTER,375457,1400 SOUTH MAIN STREET,GROVE,Delaware,1,2,6,0,56,1,12,0
WILLOW PARK HEALTH CARE CENTER,375431,7019 NORTHWEST CACHE ROAD,LAWTON,Comanche,13,2,22,4,75,5,3,0
HASKELL CARE CENTER,375414,405 NORTH CHOCTAW,HASKELL,Muskogee,0,0,2,0,35,0,0,0
PONCA CITY NURSING & REHABILITATION CENTER,375439,1400 NORTH WAVERLY,PONCA CITY,Kay,8,0,0,0,79,8,17,3
HERITAGE VILLAGE NURSING HOME,375199,801 HWY 48 NORTH,HOLDENVILLE,Hughes,1,0,19,0,61,1,6,0
BELLEVUE HEALTH & REHABILITATION CENTER,375349,6500 NORTH PORTLAND AVENUE,OKLAHOMA CITY,Oklahoma,23,2,27,0,127,30,3,0
"SPIRO NURSING HOME, INC.",375258,401 SOUTH MAIN,SPIRO,Le Flore,4,3,11,2,50,11,2,0
LEISURE VILLAGE HEALTH CARE CENTER,375230,2154 SOUTH 85TH EAST AVENUE,TULSA,Tulsa,5,3,13,0,65,3,5,0
YORK MANOR NURSING HOME,375132,500 SOUTH YORK,MUSKOGEE,Muskogee,1,0,0,0,39,3,4,0
GROVE NURSING CENTER,375366,1503 WEST HAR-BER ROAD,GROVE,Delaware,0,6,5,2,43,4,74,1
LANE NURSING & VENTILATOR CARE,375449,400 NORTH BROADWAY,INOLA,Rogers,0,0,4,0,39,0,0,0
FOUR SEASONS REHABILITATION & CARE,375238,1212 FOUR SEASONS DRIVE,DURANT,Bryan,1,9,0,0,54,2,14,0
COTTONWOOD CREEK SKILLED NURSING & THERAPY,375144,2300 IOWA AVENUE,CHICKASHA,Grady,1,3,0,0,70,0,1,0
NOWATA NURSING CENTER,375354,436 SOUTH JOE,NOWATA,Nowata,0,0,2,0,34,0,9,0
ASPEN HEALTH AND REHAB,375351,1251 WEST HOUSTON,BROKEN ARROW,Tulsa,3,0,0,0,50,5,0,0
ARTESIAN HOME,375289,1415 WEST 15TH STREET,SULPHUR,Murray,1,0,2,0,40,1,13,0
WEWOKA HEALTHCARE CENTER,375303,1400 WEST FIRST STREET,WEWOKA,Seminole,0,0,0,0,28,1,3,0
COMMUNITY HEALTH CENTER,375290,1153 CHEROKEE STREET,WAKITA,Grant,6,0,12,0,31,4,2,0
ARBOR VILLAGE,375284,310 WEST TAFT,SAPULPA,Creek,1,0,10,0,73,4,6,0
CORN HERITAGE VILLAGE AND REHAB,375409,106 WEST ADAMS,CORN,Washita,1,2,10,0,77,5,3,0
"IGNITE MEDICAL RESORT NORMAN, LLC",375461,1050 RAMBLING OAKS DRIVE,NORMAN,Cleveland,21,6,12,10,41,15,1,0
BINGER NURSING AND REHABILITATION,375398,516 NORTH BROADWAY,BINGER,Caddo,33,0,11,10,38,23,0,0
SHADY REST CARE CENTER,375334,210 SOUTH ADAIR,PRYOR,Mayes,0,0,2,2,33,4,0,0
"GREGSTON NURSING HOME, INC.",375425,711 SOUTH BROADWAY,MARLOW,Stephens,2,6,7,0,63,4,19,0
"LAKELAND MANOR, INC",375379,604 LAKE MURRAY DRIVE,ARDMORE,Carter,8,0,2,0,23,5,0,0
OKEMAH CARE CENTER,375420,112 NORTH WOODY GUTHRIE,OKEMAH,Okfuskee,0,1,5,0,43,0,7,0
PARKLAND MANOR LIVING CENTER,375385,922  WEST PARKLAND AVENUE,PRAGUE,Lincoln,0,0,0,0,3,0,0,0
KENWOOD MANOR,375459,502 WEST PINE,ENID,Garfield,,,,,,,,
SHAWNEE COLONIAL ESTATES NURSING HOME,375432,535 WEST FEDERAL STREET,SHAWNEE,Pottawatomie,8,0,18,0,73,13,0,0
CEDARCREST CARE CENTER,375233,1306 EAST COLLEGE,BROKEN ARROW,Tulsa,36,28,11,6,47,10,4,0
ROLLING HILLS CARE CENTER,375241,801 NORTH 193 EAST AVENUE,CATOOSA,Rogers,0,3,22,0,77,2,0,0
MEEKER NURSING CENTER,375326,500 NORTH DAWSON STREET,MEEKER,Lincoln,39,3,24,11,34,32,10,0
HARRAH NURSING CENTER,375405,2400 WHITES MEADOW DRIVE,HARRAH,Oklahoma,1,2,6,0,71,1,2,0
WINDSOR HILLS NURSING CENTER,375400,2416 NORTH ANN ARBOR,OKLAHOMA CITY,Oklahoma,0,0,1,0,63,3,0,0
ENID SENIOR CARE,375182,410 NORTH 30TH STREET,ENID,Garfield,1,0,6,0,68,6,11,0
CLEVELAND MANOR NURSING & REHAB,375443,900 NORTH DIVISION,CLEVELAND,Pawnee,1,2,8,0,60,0,1,0
BRENTWOOD EXTENDED CARE & REHAB,375174,841 NORTH 38TH STREET,MUSKOGEE,Muskogee,0,0,1,0,63,1,0,0
ELMWOOD MANOR NURSING HOME,375423,300 SOUTH SEMINOLE,WEWOKA,Seminole,3,0,0,0,38,6,2,0
THE GARDENS,375408,1165 SOUTH BRENNER ROAD,SAPULPA,Creek,0,6,6,0,67,1,26,0
UNIVERSITY PARK SKILLED NURSING AND THERAPY MEMORY,375185,1201 NORTH VINITA AVENUE,TAHLEQUAH,Cherokee,0,6,0,0,77,4,10,0
WILDEWOOD SKILLED NURSING AND THERAPY,375383,1913 NORTHEAST 50TH STREET,OKLAHOMA CITY,Oklahoma,5,10,0,0,71,3,9,0
TALIHINA MANOR,375328,FIRST & EMMERT STREET,TALIHINA,Le Flore,0,0,6,0,31,2,0,0
LAKE COUNTRY NURSING CENTER,375310,301 C E COLSTON DRIVE,MARIETTA,Love,2,1,5,0,53,4,15,0
GRAN GRANS PLACE,375410,1110 SOUTH CORNWELL DRIVE,YUKON,Canadian,0,0,0,0,42,0,1,0
CHECOTAH NURSING CENTER,375140,321 SOUTHEAST 2ND STREET,CHECOTAH,McIntosh,1,0,0,0,36,1,0,0
GLENHAVEN RETIREMENT VILLAGE,375359,3003 IOWA,CHICKASHA,Grady,4,2,8,0,60,6,0,0
CIMARRON POINTE CARE CENTER,375346,404 EAST CIMARRON,MANNFORD,Creek,0,0,10,0,42,2,0,0
OAK HILLS LIVING CENTER,375117,1100 WEST GEORGIA,JONES,Oklahoma,3,1,0,0,74,6,0,0
MEADOWLAKE ESTATES,375256,959 SOUTHWEST 107TH STREET,OKLAHOMA CITY,Cleveland,49,3,20,3,94,11,2,0
"GOLDEN AGE NURSING HOME OF GUTHRIE, LLC",375374,419 EAST OKLAHOMA,GUTHRIE,Logan,1,0,16,0,108,3,0,0
THE OAKS HEALTHCARE CENTER,375166,1501 CLAYTON AVENUE,POTEAU,Le Flore,0,0,7,0,85,1,1,0
BEARE MANOR,375387,1300 NORTH DRIVE,HARTSHORNE,Pittsburg,0,0,0,0,32,3,0,0
MCLOUD NURSING CENTER,375347,701 SOUTH 8TH STREET,MCLOUD,Pottawatomie,0,3,3,0,60,0,6,0
SHANOAN SPRINGS NURSING AND REHABILITATION,375362,2500 SOUTH 12TH STREET,CHICKASHA,Grady,0,9,7,0,54,3,14,0
THE LAKES,375396,5701 WEST BRITTON ROAD,OKLAHOMA CITY,Oklahoma,0,0,14,0,75,1,0,0
"SEQUOYAH MANOR, LLC",375173,615 EAST REDWOOD,SALLISAW,Sequoyah,27,4,18,7,78,24,47,0
SEQUOYAH POINTE SKILLED NURSING AND THERAPY,375124,614 CHERRY STREET,TAHLEQUAH,Cherokee,0,35,5,0,67,2,27,0
GREEN COUNTRY CARE CENTER,375421,3601 NORTH COLUMBIA,TULSA,Tulsa,31,7,18,7,75,13,2,1
HILLCREST NURSING CENTER,375331,2120 NORTH BROADWAY,MOORE,Cleveland,6,1,1,1,80,11,1,0
RUTH WILSON HURLEY MANOR,375312,7 NORTH COVINGTON,COALGATE,Coal,2,0,0,0,41,2,2,0
BROKEN BOW NURSING HOME,375165,700 WEST JONES,BROKEN BOW,McCurtain,40,31,129,8,51,16,20,0
ANTLERS MANOR,375313,511 EAST MAIN,ANTLERS,Pushmataha,0,0,5,0,32,2,7,0
THE SPRINGS SKILLED NURSING AND THERAPY,375159,5800 WEST OKMULGEE,MUSKOGEE,Muskogee,14,0,1,1,82,13,2,0
MUSCOGEE (CREEK) NATION SKILLED NURSING FACILITY,375314,900 EAST AIRPORT ROAD,OKMULGEE,Okmulgee,0,0,0,0,4,4,0,0
HERITAGE AT BRANDON PLACE HEALTH & REHABILITATION,375119,13500 BRANDON PLACE,OKLAHOMA CITY,Oklahoma,39,51,25,8,76,8,18,0
BURFORD MANOR,375325,505 SOUTH 7TH STREET,DAVIS,Murray,1,0,2,0,50,2,0,0
WESTERN SKILLED NURSING AND THERAPY,375259,111 WALNUT DRIVE,BUFFALO,Harper,5,2,4,0,28,9,4,0
WOODWARD SKILLED NURSING AND THERAPY,375195,429 E DOWNS AVENUE,WOODWARD,Woodward,29,2,15,3,45,20,0,0
AMBASSADOR MANOR NURSING CENTER,375168,1340 EAST 61ST STREET,TULSA,Tulsa,22,5,2,0,115,7,2,0
CHOCTAW NATION NURSING HOME,375372,400 SOUTHWEST O STREET,ANTLERS,Pushmataha,20,0,5,4,25,12,0,0
LINDSAY NURSING & REHAB,375206,1103 WEST CHEROKEE,LINDSAY,Garvin,1,0,8,0,47,0,0,0
MANGUM SKILLED NURSING AND THERAPY,375207,320 CAREY STREET,MANGUM,Greer,3,17,12,12,41,5,20,0
BALLARD NURSING CENTER,375263,201 WEST 5TH STREET,ADA,Pontotoc,0,0,0,0,43,0,0,0
FAIRMONT SKILLED NURSING AND THERAPY,375209,3233 NORTHWEST 10TH STREET,OKLAHOMA CITY,Oklahoma,52,8,19,8,87,24,7,0
RIVER OAKS SKILLED NURSING AND THERAPY,375113,1901 PARKVIEW DRIVE,EL RENO,Canadian,0,3,8,0,78,2,1,0
