Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
ORCHARD REHABILITATION & NURSING CENTER,335397,600 BATES ROAD,MEDINA,Orleans,,,,,,,,
THE GRAND REHABILITATION AND NURSING AT BARNWELL,335565,3230 CHURCH STREET,VALATIE,Columbia,,,,,,,,
REGAL HEIGHTS REHABILITATION AND HEALTH CARE CTR,335820,70-05 35 AVENUE,JACKSON HEIGHTS,Queens,0,2,2,1,245,1,1,0
LYNBROOK RESTORATIVE THERAPY AND NURSING,335160,243 ATLANTIC AVENUE,LYNBROOK,Nassau,,,,,,,,
WINDSOR PARK REHAB & NURSING CENTER,335155,212 40 HILLSIDE AVENUE,QUEENS VILLAGE,Queens,19,4,17,12,60,20,3,0
SPRING CREEK REHABILITATION & NURSING CARE CENTER,335125,660 LOUISIANA AVE,BROOKLYN,Kings,18,4,4,2,145,9,2,0
VAN DUYN CENTER FOR REHABILITATION AND NURSING,335184,5075 WEST SENECA TURNPIKE,SYRACUSE,Onondaga,80,1,54,20,359,31,0,0
HUDSON VALLEY REHABILITATION & EXTENDED CARE CTR,335399,"260 VINEYARD AVE, RT 44/55",HIGHLAND,Ulster,5,10,17,1,160,7,9,0
UPPER EAST SIDE REHABILITATION AND NURSING CENTER,335232,211 EAST 79 ST,NEW YORK,New York,122,281,114,90,363,94,0,0
EASTCHESTER REHABILITATION AND HEALTH CARE CENTER,335214,2700 EASTCHESTER ROAD,BRONX,Bronx,52,0,38,20,146,40,0,0
SUTTON PARK CENTER FOR NURSING AND REHABILITATION,335350,31 LOCKWOOD AVENUE,NEW ROCHELLE,Westchester,,,,,,,,
"WHITE PLAINS CENTER FOR NURSING CARE, L L C",335224,220 WEST POST ROAD,WHITE PLAINS,Westchester,0,1,0,0,68,1,0,0
NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT,335342,3550 LEXINGTON AVENUE,MOHEGAN LAKE,Westchester,12,1,3,3,88,6,2,0
THE GRAND REHABILITATION AND NURSING AT SOUTH POIN,335162,ONE LONG BEACH ROAD,ISLAND PARK,Nassau,5,4,2,0,159,9,11,0
RESORT NURSING HOME,335199,430 BEACH 68TH STREET,ARVERNE,Queens,8,0,2,0,168,1,0,0
CLIFTON SPRINGS HOSPITAL AND CLINIC EXTENDED CARE,335361,2 COULTER ROAD,CLIFTON SPRINGS,Ontario,0,0,3,0,100,3,1,0
FAIRVIEW NURSING CARE CENTER INC,335146,69 70 GRAND CENTRAL PARKWAY,FOREST HILLS,Queens,0,0,6,0,186,27,0,0
JEWISH HOME OF CENTRAL NEW YORK,335190,4101 E GENESEE ST,SYRACUSE,Onondaga,26,28,8,8,105,25,3,0
VESTAL PARK REHABILITATION AND NURSING CENTER,335226,"1501 ROUTE 26 SOUTH,",VESTAL,Broome,12,6,11,5,133,2,0,0
SODUS REHABILITATION & NURSING CENTER,335378,6884 MAPLE AVE,SODUS,Wayne,0,0,0,0,94,0,0,0
SPRAIN BROOK MANOR REHAB,335320,77 JACKSON AVE,SCARSDALE,Westchester,4,19,5,5,75,0,0,0
PARK TERRACE CARE CENTER,335317,59 20 VAN DOREN STREET,CORONA,Queens,,,,,,,,
NEWARK MANOR NURSING HOME INC,335219,222 WEST PEARL STREET,NEWARK,Wayne,0,0,1,0,58,0,0,0
HUDSON POINTE AT RIVERDALE CTR FOR NURSING & REHAB,335187,3220 HENRY HUDSON PARKWAY,BRONX,Bronx,37,15,33,28,142,20,29,2
MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,335143,78-10 164TH STREET,FLUSHING,Queens,1,0,2,1,104,12,1,0
ROSS CENTER FOR NURSING AND REHABILITATION,335159,839 SUFFOLK AVENUE,BRENTWOOD,Suffolk,13,2,0,0,98,2,0,0
SOLDIERS AND SAILORS MEMORIAL HOSPITAL E C U,335289,418 NORTH MAIN STREET,PENN YAN,Yates,15,1,35,8,107,8,9,0
