Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
TOPSIDE MANOR INC,175361,208 W 2ND STREET,GOODLAND,Sherman,0,0,4,0,41,0,1,0
KANSAS MASONIC HOME,175118,402 S MARTINSON STREET,WICHITA,Sedgwick,17,9,8,1,59,12,8,0
WINDSOR PLACE AT IOLA LLC,175226,600 E GARFIELD STREET,IOLA,Allen,0,1,8,0,40,0,5,0
BETHEL HEALTH CARE CENTER,175402,3000 IVY DRIVE,NORTH NEWTON,Harvey,0,3,3,0,60,1,16,0
ALMA MANOR,175346,234 MANOR CIRCLE,ALMA,Wabaunsee,0,0,1,0,44,0,0,0
LIFE CARE CENTER OF OSAWATOMIE,175077,1615 PARKER AVENUE,OSAWATOMIE,Miami,0,19,4,0,43,3,11,0
LAWRENCE PRESBYTERIAN MANOR,175305,1429 KASOLD DR,LAWRENCE,Douglas,3,0,9,1,28,3,9,0
LOUISBURG HEALTHCARE & REHAB CENTER,175238,1200 S BROADWAY,LOUISBURG,Miami,0,0,0,0,38,0,3,0
ROLLING HILLS HEALTH AND REHAB,175253,1319 SEVILLE STREET,WICHITA,Sedgwick,0,2,0,0,57,3,3,0
CHETOPA MANOR,175396,"814 WALNUT STREET, PO BOX 167",CHETOPA,Labette,18,0,4,0,24,13,0,0
MENNONITE FRIENDSHIP COMMUNITIES INC,175379,600 W BLANCHARD AVENUE,SOUTH HUTCHINSON,Reno,0,8,22,0,87,0,22,0
SUNSET HOME INC,175422,620 SECOND AVENUE,CONCORDIA,Cloud,0,0,2,0,25,1,1,0
ALDERSGATE VILLAGE,175340,3220 SW ALBRIGHT DRIVE,TOPEKA,Shawnee,73,18,20,12,125,61,25,0
GOOD SAMARITAN SOCIETY - DECATUR COUNTY,175356,108 E ASH STREET,OBERLIN,Decatur,0,0,4,0,40,0,1,0
WICHITA CENTER FOR REHABILITATION & HEALTHCARE,175168,7101 E 21ST STREET NORTH,WICHITA,Sedgwick,15,2,19,1,102,10,1,0
HIGHLAND HEALTHCARE & REHABILITATION CENTER,175412,402 S AVENUE,HIGHLAND,Doniphan,0,1,2,0,33,1,0,0
GOOD SAMARITAN SOCIETY - LIBERAL,175334,2160 ZINNIA LANE,LIBERAL,Seward,0,0,0,0,29,1,0,0
