Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
ST JOSEPH VILLA,465095,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,Salt Lake,6,0,18,0,169,10,2,0
FOUR CORNERS REGIONAL CARE CENTER,465057,818 NORTH 400 WEST,BLANDING,San Juan,35,0,17,8,36,29,1,0
AVALON WEST HEALTH & REHABILITATION,465066,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,Salt Lake,35,9,17,13,83,27,6,0
HERITAGE CARE CENTER,465097,350 EAST 300 NORTH,AMERICAN FORK,Utah,0,0,7,0,51,7,6,0
MILLARD COUNTY CARE AND REHABILITATION,465157,150 SOUTH WHITE SAGE AVENUE,DELTA,Millard,0,0,0,0,51,1,2,0
SOUTHERN UTAH VETERANS HOME - IVINS,465180,160 NORTH 200 EAST,IVINS,Washington,0,0,17,0,105,10,16,0
"MILLCREEK REHABILITATION AND NURSING, LLC",465185,3520 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,Salt Lake,0,0,1,0,54,1,0,0
SPANISH FORK REHABILITATION AND NURSING,465183,151 EAST CENTER STREET,SPANISH FORK,Utah,0,0,0,0,28,1,1,0
RICHFIELD REHABILITATION AND CARE CENTER,465059,163 EAST 1000 NORTH,RICHFIELD,Sevier,0,2,4,0,42,3,1,0
SPRING CREEK HEALTHCARE CENTER,465049,4600 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,Salt Lake,1,0,0,0,61,8,3,0
WILLOW GLEN HEALTH AND REHAB,465093,775 NORTH 200 EAST,BRIGHAM CITY,Box Elder,11,0,10,2,26,16,0,0
UINTAH HEALTH CARE SPECIAL SERVICE DISTRICT,465092,510 SOUTH 500 WEST,VERNAL,Uintah,0,0,5,0,41,3,1,0
DRAPER REHABILITATION AND CARE CENTER,465091,12702 SOUTH FORT STREET,DRAPER,Salt Lake,12,4,3,0,45,15,3,0
MAPLE SPRINGS SENIOR LIVING,465186,350 EAST 2200 NORTH,NORTH LOGAN,Cache,4,1,5,0,32,19,21,0
STONEHENGE OF AMERICAN FORK,465178,538 SOUTH 500 EAST,AMERICAN FORK,Utah,1,0,8,0,62,15,4,0
COPPER RIDGE HEALTH CARE,465108,3706 WEST 9000 SOUTH,WEST JORDAN,Salt Lake,0,4,2,0,97,0,13,0
PINE VIEW TRANSITIONAL REHAB,465155,1497 EAST SKYLINE DRIVE,OGDEN,Weber,0,6,3,0,18,0,3,0
ASPEN RIDGE WEST TRANSITIONAL REHAB,465166,5323 SOUTH MURRAY BOULEVARD,MURRAY,Salt Lake,2,0,4,1,30,17,1,0
MIDTOWN MANOR,465124,125 SOUTH 900 WEST,SALT LAKE CITY,Salt Lake,73,6,3,3,67,57,11,0
"LITTLE COTTONWOOD REHABILITATION AND NURSING, LLC",46A066,3094 SOUTH STATE STREET,SOUTH SALT LAKE,Salt Lake,28,0,3,3,36,14,2,0
WILLIAM E CHRISTOFFERSEN SALT LAKE VETERANS HOME,465150,700 SOUTH FOOTHILL DRIVE,SALT LAKE CITY,Salt Lake,53,8,20,13,60,63,8,1
ROCKY MOUNTAIN CARE - COTTAGE ON VINE,465125,835 EAST VINE STREET,MURRAY,Salt Lake,0,26,3,0,54,2,7,0
SANDY HEALTH AND REHAB,465111,50 EAST 9000 SOUTH,SANDY,Salt Lake,43,58,9,5,88,22,36,0
PARKWAY HEALTH CENTER,465129,55 SOUTH PROFESSIONAL WAY,PAYSON,Utah,6,3,0,0,33,5,2,0
LIFE CARE CENTER OF BOUNTIFUL,465112,460 WEST 2600 SOUTH,BOUNTIFUL,Davis,1,7,11,0,52,8,25,0
MISSION AT MAPLE SPRINGS,465165,1010 SOUTH MEDICAL DRIVE,BRIGHAM,Box Elder,0,0,10,0,41,0,2,0
STONEHENGE OF CEDAR CITY,465153,333 WEST 1425 NORTH,CEDAR CITY,Iron,0,2,8,0,41,6,6,0
ALPINE MEADOW REHABILITATION AND NURSING,46A069,2520 SOUTH REDWOOD ROAD,WEST VALLEY CITY,Salt Lake,0,0,1,1,26,2,0,0
MOUNTAIN VIEW HEALTH SERVICES,465086,5865 SOUTH WASATCH DRIVE,OGDEN,Weber,0,0,2,0,48,2,1,0
CANYON RIM CARE CENTER,465096,2730 EAST 3300 SOUTH,SALT LAKE CITY,Salt Lake,31,8,24,20,47,23,6,0
STONEHENGE OF OGDEN,465182,5648 SOUTH ADAMS AVE,WASHINGTON TERRACE,Weber,5,0,6,0,38,6,4,0
HERITAGE PARK HEALTHCARE AND REHABILITATION,465003,2700 WEST 5600 SOUTH,ROY,Weber,47,0,24,6,98,37,5,0
ASPEN RIDGE TRANSITIONAL REHAB,465159,963 EAST 6600 SOUTH,MURRAY,Salt Lake,3,2,0,0,17,6,12,0
NORTH CANYON CARE CENTER,465163,350 SOUTH 400 EAST,BOUNTIFUL,Davis,16,0,7,2,48,8,2,0
PROVO REHABILITATION AND NURSING,465119,1001 NORTH 500 WEST,PROVO,Utah,10,0,0,0,124,27,1,0
CASCADES AT RIVERWALK,465184,1012 WEST JORDAN RIVER BOULEVARD,MIDVALE,Salt Lake,0,1,4,0,89,4,1,0
GARFIELD COUNTY NURSING HOME,46A072,200 NORTH 450 EAST,PANGUITCH,Garfield,0,3,2,0,16,1,9,0
HIGHLAND CARE CENTER,465078,4285 SOUTH HIGHLAND DRIVE,HOLLADAY,Salt Lake,1,105,1,0,51,8,2,0
WOODLAND PARK REHABILITATION AND CARE CENTER,465094,3855 SOUTH 700 EAST,SALT LAKE CITY,Salt Lake,8,5,13,5,72,14,4,0
ROCKY MOUNTAIN CARE - WILLOW SPRINGS,465089,85 EAST 2000 NORTH,TOOELE,Tooele,2,0,2,0,88,6,1,0
PARKDALE HEALTH AND REHAB,465102,250 EAST 600 NORTH,PRICE,Carbon,0,0,2,0,27,0,0,0
SEASONS HEALTHCARE AND REHABILITATION,465144,242 NORTH 200 WEST,ST GEORGE,Washington,9,0,6,0,41,9,0,0
LEGACY VILLAGE REHABILITATION,465171,3251 WEST 5400 SOUTH,TAYLORSVILLE,Salt Lake,0,13,1,0,24,19,10,0
HARRISON POINTE HEALTHCARE AND REHABILITATION,465009,3430 HARRISON BOULEVARD,OGDEN,Weber,,,,,,,,
ROCKY MOUNTAIN CARE - CLEARFIELD,465067,1481 EAST 1450 SOUTH,CLEARFIELD,Davis,33,23,17,4,126,20,21,0
FAIRVIEW CARE CENTER EAST,46A058,455 SOUTH 900 EAST,SALT LAKE CITY,Salt Lake,0,0,2,0,33,4,3,0
ST GEORGE REHABILITATION,465064,1032 EAST 100 SOUTH,ST GEORGE,Washington,15,17,11,5,37,23,13,0
POINTE MEADOWS HEALTH AND REHABILITATION,465188,2750 NORTH DIGITAL DRIVE,LEHI,Utah,1,1,5,0,75,3,2,0
ROCKY MOUNTAIN CARE - THE LODGE,465147,544 EAST 1200 SOUTH,HEBER CITY,Wasatch,27,3,10,1,52,30,0,0
CITY CREEK POST-ACUTE,465072,165 SOUTH 1000 EAST,SALT LAKE CITY,Salt Lake,4,0,27,27,52,8,17,0
ROCKY MOUNTAIN CARE - RIVERTON,465168,3419 WEST 12600 SOUTH,RIVERTON,Salt Lake,0,1,0,0,37,5,0,0
