Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
HEARTLAND HEALTH CARE CENTER-BRIARWOOD,235184,3011 N CENTER RD,FLINT,Genesee,11,29,9,3,63,69,14,0
MEDILODGE OF ST CLAIR,235370,4220 S HOSPITAL DR,EAST CHINA,St. Clair,58,24,31,26,90,26,10,0
FROH COMMUNITY HOME,235345,307 N FRANKS AVENUE,STURGIS,St. Joseph,0,8,3,0,65,2,0,0
LAURELS OF KENT (THE),235253,350 N CENTER ST,LOWELL,Kent,14,9,7,2,107,3,3,0
MEDILODGE OF SAULT STE MARIE,235292,1011 MERIDIAN RD,SAULT SAINTE MARIE,Chippewa,0,0,3,0,64,0,0,0
HEARTLAND HEALTH CARE CENTER-FOSTRIAN,235132,540 SUNNYSIDE DR,FLUSHING,Genesee,0,0,7,0,89,1,0,0
MEDILODGE OF LIVINGSTON,235330,3003 W GRAND RIVER,HOWELL,Livingston,23,0,32,18,69,24,0,0
LAURELS OF BEDFORD (THE),235299,270 N BEDFORD RD,BATTLE CREEK,Calhoun,1,0,1,2,91,0,0,0
SKLD BLOOMFIELD HILLS,235217,2975 N ADAMS ROAD,BLOOMFIELD HILLS,Oakland,19,19,0,28,127,2,2,0
MARYCREST MANOR,235120,15475 MIDDLEBELT RD,LIVONIA,Wayne,10,4,30,3,65,17,13,0
ASCENSION STANDISH HOSPITAL & SKILLED NURSING FAC,235192,805 W CEDAR,STANDISH,Arenac,0,0,0,0,18,0,16,0
MEDILODGE OF PORTAGE,235399,7855 CURRIER DR,PORTAGE,Kalamazoo,0,1,50,0,97,0,1,0
THE VILLA AT CITY CENTER,235325,11700 E TEN MILE RD,WARREN,Macomb,5,4,17,28,133,8,1,0
MEDILODGE OF TAYLOR,235300,23600 NORTHLINE RD,TAYLOR,Wayne,33,0,28,17,99,12,2,0
MEDILODGE OF TRAVERSE CITY,235336,2585 S LAFRANIER RD,TRAVERSE CITY,Grand Traverse,0,0,2,0,54,0,1,0
TUSCOLA COUNTY MEDICAL CARE FACILITY,235089,1285 CLEAVER RD,CARO,Tuscola,23,11,30,11,133,10,108,0
CHIPPEWA COUNTY WAR MEM HOSP LTCU,235381,500 OSBORN BLVD,SAULT SAINTE MARIE,Chippewa,0,0,88,0,48,0,0,0
FAITH HAVEN SENIOR CARE CENTRE,235359,6531 W MICHIGAN AVENUE,JACKSON,Jackson,0,0,3,0,61,1,1,0
HEARTLAND HEALTH CARE CENTER-LIVONIA,235057,28550 FIVE MILE RD,LIVONIA,Wayne,3,3,0,0,74,0,2,0
LAKE WOODS NURSING & REHABILITATION CENTER,235116,1684 VULCAN ST,MUSKEGON,Muskegon,2,0,76,0,61,11,3,0
"SOUTH LYON SENIOR CARE AND REHAB CENTER, L L C",235065,700 REYNOLD SWEET PARKWAY,SOUTH LYON,Oakland,0,0,0,0,65,12,0,0
WELLBRIDGE OF GRAND BLANC,235171,3139 EAST BALDWIN ROAD,GRAND BLANC,Genesee,0,3,0,0,73,3,11,0
"HOLT SENIOR CARE AND REHAB CENTER, L L C",235279,5091 WILLOUGHBY ROAD,HOLT,Ingham,0,0,0,0,76,0,0,0
MACKINAC STRAITS LONG TERM CARE UNIT,235041,1140 NORTH STATE STREET,SAINT IGNACE,Mackinac,0,1,4,0,47,1,1,0
RIVERSIDE HEALTHCARE CENTER,235324,1149 WEST MONROE RD,SAINT LOUIS,Gratiot,13,0,4,2,24,3,0,0
EVANGELICAL HOME - SALINE,235238,440 W RUSSELL,SALINE,Washtenaw,0,0,4,0,150,3,8,0
WEST HICKORY HAVEN,235262,3310 W COMMERCE RD,MILFORD,Oakland,0,0,153,0,88,1,1,0
HOYT NURSING & REHAB CENTRE,235056,1202 WEISS ST,SAGINAW,Saginaw,12,8,12,7,83,3,4,0
AVISTA NURSING AND REHAB,235139,2901 GALAXY DR,SAGINAW,Saginaw,0,0,11,0,76,2,1,0
MISSION POINT NSG & PHY REHAB CTR OF GREENVILLE,235290,828 E WASHINGTON ST,GREENVILLE,Montcalm,43,0,31,9,85,3,3,0
MEDILODGE OF STERLING HEIGHTS,235263,14151 E 15 MILE RD,STERLING HEIGHTS,Macomb,82,15,65,16,176,32,22,0
MEDILODGE OF ALPENA,235280,301 LONG RAPIDS RD,ALPENA,Alpena,64,0,17,9,92,61,10,0
CARE AND REHABILITATION CENTER AT GLACIER HILLS,235223,1200 EARHART RD,ANN ARBOR,Washtenaw,1,0,3,2,66,0,3,0
MEADOW BROOK MEDICAL CARE FACILITY,235025,4543 SOUTH M-88 HIGHWAY,BELLAIRE,Antrim,0,1,27,0,108,7,0,0
HERITAGE MANOR NURSING AND REHAB CENTER,235234,9500 GRAND RIVER AVE,DETROIT,Wayne,0,0,3,2,66,3,2,0
LYNWOOD MANOR HEALTHCARE CENTER,235182,730 KIMOLE LN,ADRIAN,Lenawee,1,19,0,0,69,9,149,0
OCEANA CO MD CARE FACILITY,235002,701 E MAIN ST,HART,Oceana,0,10,5,0,92,7,82,0
LAURELS OF HUDSONVILLE (THE),235327,3650 VAN BUREN,HUDSONVILLE,Ottawa,0,4,2,0,91,0,2,0
MEDILODGE OF HOWELL,235331,1333 W GRAND RIVER,HOWELL,Livingston,0,0,24,0,191,1,0,0
ELY MANOR,235264,1200 ELY ST,ALLEGAN,Allegan,0,0,24,0,84,0,0,0
RESTHAVEN CARE CENTER,235378,280 W 40TH ST,HOLLAND,Allegan,0,1,2,0,141,0,4,0
MEDILODGE OF SOUTHFIELD,235296,26715 GREENFIELD RD,SOUTHFIELD,Oakland,14,3,13,3,124,47,46,0
MEDILODGE OF MIDLAND,235284,4900 HEDGEWOOD DR,MIDLAND,Midland,0,0,0,0,62,1,1,0
GRANDVUE MEDICAL CARE FACILITY,235062,1728 S PENINSULA ROAD,EAST JORDAN,Charlevoix,0,0,5,0,99,6,45,0
MEDILODGE OF KALAMAZOO,235282,1701 S 11TH ST,KALAMAZOO,Kalamazoo,57,13,33,27,51,39,34,0
ADVANTAGE LIVING CENTER - SOUTHGATE,235266,15400 TRENTON ROAD,SOUTHGATE,Wayne,45,0,5,7,73,2,11,0
MEDILODGE AT THE SHORE,235356,900 S BEACON BLVD,GRAND HAVEN,Ottawa,30,18,10,5,90,8,36,0
MEDILODGE OF FARMINGTON,235293,34225 GRAND RIVER AVE,FARMINGTON,Oakland,30,36,23,11,84,3,5,0
GOGEBIC MEDICAL CARE FACILITY,235026,402 NORTH STREET,WAKEFIELD,Gogebic,0,4,44,0,93,0,28,0
MEDILODGE OF EAST LANSING,235283,1843 N HAGADORN RD,EAST LANSING,Ingham,15,20,19,4,62,8,20,0
MANISTEE COUNTY MEDICAL CARE FACILITY,235003,1505 E PARKDALE AVENUE,MANISTEE,Manistee,0,0,29,0,61,0,1,0
MISSION POINT NRSG & PHY REHAB CTR OF FOREST HILLS,235366,1095 MEDICAL PARK DR,GRAND RAPIDS,Kent,0,4,7,0,57,1,7,0
SKLD ZEELAND,235347,285 N STATE ST,ZEELAND,Ottawa,0,5,29,0,123,2,10,0
SKLD MUSKEGON,235004,1061 W HACKLEY AVE,MUSKEGON,Muskegon,43,12,43,24,32,28,16,0
MANORCARE NURSING AND REHABILITATION CENTER,235267,1225 WOODWARD AVENUE,KINGSFORD,Dickinson,0,0,44,0,83,0,0,0
MISSION POINT NSG & PHY REHAB CTR OF BIG RAPIDS,235312,725 W FULLER,BIG RAPIDS,Mecosta,1,0,1,0,67,0,1,0
WELLSPRING LUTHERAN SERVICES,235269,725 W GENESEE,FRANKENMUTH,Saginaw,6,0,0,0,49,0,4,0
HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,235023,200 E ROOSEVELT,BATTLE CREEK,Calhoun,0,0,3,0,43,0,1,0
ALAMO NURSING HOME INC,235311,8290 W C AVE,KALAMAZOO,Kalamazoo,0,0,2,0,93,1,1,0
VISTA GRANDE VILLA,235254,2251 SPRINGPORT RD,JACKSON,Jackson,0,0,6,0,29,0,0,0
PORTER HILLS HEALTH CENTER,235310,3600 FULTON ST E,GRAND RAPIDS,Kent,2,19,38,0,67,6,13,0
HURON CO MED CARE FACILITY,235028,1116 S VAN DYKE RD,BAD AXE,Huron,0,1,0,0,96,1,21,0
HEARTLAND HEALTH CARE CENTER-HAMPTON,235411,800 MULHOLLAND RD,BAY CITY,Bay,9,18,4,4,21,10,15,0
EATON COUNTY MEDICAL CARE FACI,235027,530 W BEECH ST,CHARLOTTE,Eaton,0,58,23,0,126,3,483,0
MEDILODGE OF LUDINGTON,235358,1000 E TINKHAM AVE,LUDINGTON,Mason,1,0,0,0,69,0,20,0
ST FRANCIS HOME,235249,915 N RIVER RD,SAGINAW,Saginaw,0,22,3,0,73,1,7,0
LAKEVIEW EXTENDED CARE AND REHAB,235295,210 SOUTH FIRST STREET,HARBOR BEACH,Huron,0,0,0,0,21,1,3,0
MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING,235357,414 E STATE ST,BELDING,Ionia,0,0,15,0,92,3,0,0
CHRISTIAN PARK HEALTH CARE CENTER,235244,2415 5TH AVE SOUTH,ESCANABA,Delta,,,,,,,,
THE VILLA AT SILVERBELL ESTATES,235396,1255 W SILVERBELL RD,ORION,Oakland,0,21,6,2,78,1,3,0
