Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
MADISON HEALTH AND REHABILITATION CENTER,185262,131 MEADOWLARK DRIVE,RICHMOND,Madison,0,0,8,0,69,3,28,0
CLINTON COUNTY CARE AND REHABILITATION CENTER,185315,404 NORTH WASHINGTON STREET,ALBANY,Clinton,1,0,5,0,44,14,6,0
ROBERTSON COUNTY HEALTH CARE FACILITY,185359,"1030 KENTONTOWN ROAD, P O BOX 170",MOUNT OLIVET,Robertson,0,0,10,0,57,0,1,0
HOPKINS CENTER,185167,460 SOUTH COLLEGE STREET,WOODBURN,Warren,41,17,23,10,35,33,10,0
SIGNATURE HEALTHCARE OF ELIZABETHTOWN,185118,1117 WOODLAND DRIVE,ELIZABETHTOWN,Hardin,1,0,0,0,80,2,0,0
GALLATIN NURSING & REHAB,185360,499 CENTER STREET,WARSAW,Gallatin,40,8,23,8,91,11,8,0
HARDINSBURG NURSING AND REHABILITATION CENTER,185302,101 FAIRGROUNDS ROAD,HARDINSBURG,Breckinridge,0,2,2,0,51,0,5,0
LANDMARK OF LAUREL CREEK REHABILITATION AND NURSIN,185293,1033 NORTH HIGHWAY 11,MANCHESTER,Clay,0,0,0,0,100,4,0,0
OWENSBORO CENTER,185236,1205 LEITCHFIELD ROAD,OWENSBORO,Daviess,3,8,8,0,113,3,1,0
BOURBON HEIGHTS NURSING HOME,185283,2000 SOUTH MAIN STREET,PARIS,Bourbon,5,2,0,0,88,3,21,0
OAKVIEW NURSING & REHABILITATION CENTER,185195,10456 US HIGHWAY 62,CALVERT CITY,Marshall,0,0,24,0,72,5,9,0
"CAMBRIDGE PLACE GROUP, LLC",185444,2020 CAMBRIDGE DRIVE,LEXINGTON,Fayette,25,4,8,0,98,15,2,0
WILLIAMSBURG HEALTH AND REHABILITATION CENTER,185148,287 N ELEVENTH STREET,WILLIAMSBURG,Whitley,25,0,2,0,105,25,0,0
SHADY LAWN NURSING AND REHABILITATION CENTER,185252,2582 CERULEAN ROAD,CADIZ,Trigg,0,0,9,0,35,0,4,0
CARMEL HOME,185226,2501 OLD HARTFORD ROAD,OWENSBORO,Daviess,0,0,1,0,18,1,2,0
HEARTHSTONE PLACE,185400,506 ALLENSVILLE ROAD,ELKTON,Todd,14,9,9,6,50,12,2,0
SIGNATURE HEALTHCARE OF HARTFORD REHAB & WELLNESS,185275,114 MCMURTRY AVENUE,HARTFORD,Ohio,29,18,15,7,84,39,30,0
PRINCETON NURSING & REHABILITATION,185316,1333 WEST MAIN STREET,PRINCETON,Caldwell,0,0,27,0,80,3,0,0
SIGNATURE HEALTHCARE OF CARROLLTON REHAB & WELLNES,185205,1206 ELEVENTH STREET,CARROLLTON,Carroll,41,4,4,3,57,11,2,0
RIVERSIDE CARE & REHABILITATION CENTER,185209,190 EAST HWY 136,CALHOUN,McLean,0,1,16,0,68,3,8,0
SPRINGHURST HEALTH AND REHAB,185305,3001 N. HURSTBOURNE PARKWAY,LOUISVILLE,Jefferson,4,1,10,1,59,6,0,0
MAGNOLIA VILLAGE,185435,1381 CAMPBELL LANE,BOWLING GREEN,Warren,45,3,21,13,42,25,5,0
CUMBERLAND NURSING AND REHABILITATION CENTER,185173,200 NORFLEET DRIVE,SOMERSET,Pulaski,79,33,0,0,69,35,51,0
LANDMARK OF ELKHORN CITY REHABILITATION AND NURSIN,185230,945 WEST RUSSELL STREET,ELKHORN CITY,Pike,1,0,0,0,91,2,0,0
PARKVIEW NURSING & REHABILITATION CENTER,185171,544 LONE OAK ROAD,PADUCAH,McCracken,0,3,6,0,194,11,30,0
WELLINGTON PARC OF OWENSBORO,185436,2885 NEW HARTFORD ROAD,OWENSBORO,Daviess,0,1,2,0,40,4,3,0
BRADFORD SQUARE CENTER,185170,1040 US 127 SOUTH,FRANKFORT,Franklin,2,3,21,0,84,2,8,0
MAYSVILLE NURSING AND REHABILITATION FACILITY,185207,620 PARKER ROAD,MAYSVILLE,Mason,1,4,10,0,92,4,6,0
CEDAR RIDGE HEALTH CAMPUS,185145,1217 US HIGHWAY 62 E,CYNTHIANA,Harrison,0,0,7,0,53,2,0,0
FLORENCE PARK CARE CENTER,185174,6975 BURLINGTON PIKE,FLORENCE,Boone,81,24,40,28,91,35,21,0
CARMEL MANOR,185208,100 CARMEL MANOR ROAD,FORT THOMAS,Campbell,20,6,8,8,51,17,0,0
REGIS WOODS,185301,4604 LOWE ROAD,LOUISVILLE,Jefferson,77,3,34,14,128,41,2,0
"GREEN HILL REHAB AND CARE, LLC",185257,213 INDUSTRIAL ROAD,GREENSBURG,Green,77,1,11,10,80,43,7,0
HEARTLAND VILLA CENTER,185399,8005 US HWY 60 WEST,LEWISPORT,Hancock,0,3,7,0,36,4,3,0
CHRISTIAN HEALTH CENTER,185232,116 SOUTH COMMONWEALTH AVENUE,CORBIN,Whitley,49,5,18,6,87,23,5,0
LANDMARK OF BARDSTOWN REHABILITATION AND NURSING,185149,120 LIFE CARE WAY,BARDSTOWN,Nelson,1,0,3,0,84,4,1,0
NAZARETH HOME CLIFTON,185442,2120 PAYNE STREET,LOUISVILLE,Jefferson,48,11,27,16,76,30,48,1
GOOD SHEPHERD HEALTH AND REHABILITATION,185222,60 PHILLIPS BRANCH ROAD,PHELPS,Pike,,,,,,,,
RIVERS EDGE NURSING AND REHABILITATION CENTER,185259,6301 BASS ROAD,PROSPECT,Jefferson,2,0,0,0,80,5,0,0
FOUNTAIN CIRCLE CARE & REHABILITATION CENTER,185146,200 GLENWAY ROAD,WINCHESTER,Clark,70,0,7,5,125,33,0,0
