Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
PLEASANT VIEW SHIAWASSEE COUNTY MED CARE FAC,235067,275 CALEDONIA DRIVE,OWOSSO,Shiawassee,22,13,28,0,119,22,25,0
EVANGELICAL HOME - SALINE,235238,440 W RUSSELL,SALINE,Washtenaw,25,0,35,3,113,25,11,0
MICHIGAN MASONIC HOME,235020,1200 WRIGHT AVE,ALMA,Gratiot,2,9,26,1,140,17,31,0
MEDILODGE OF EAST LANSING,235283,1843 N HAGADORN RD,EAST LANSING,Ingham,17,24,22,4,62,14,32,0
SPECTRUM HEALTH REHAB & NSG CTRS-UNITED HOSPITAL,235143,615 S BOWER ST,GREENVILLE,Montcalm,16,33,8,2,23,11,39,0
HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,235050,2400 PORTAGE ST,KALAMAZOO,Kalamazoo,11,1,3,1,80,15,3,0
ASCENSION STANDISH HOSPITAL & SKILLED NURSING FAC,235192,805 W CEDAR,STANDISH,Arenac,0,0,1,0,18,0,16,0
MEDILODGE OF LIVINGSTON,235330,3003 W GRAND RIVER,HOWELL,Livingston,26,0,45,18,77,28,0,0
LAKEVIEW EXTENDED CARE AND REHAB,235295,210 SOUTH FIRST STREET,HARBOR BEACH,Huron,0,0,1,0,21,3,3,0
MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,235201,1100 MICHIGAN AVE,GRAYLING,Crawford,18,0,33,6,26,16,0,0
MANORCARE NURSING AND REHABILITATION CENTER,235267,1225 WOODWARD AVENUE,KINGSFORD,Dickinson,57,14,78,11,48,40,13,0
"AMBASSADOR, A VILLA CENTER",235102,8045 E JEFFERSON AVE,DETROIT,Wayne,63,35,33,24,135,55,7,0
MEDILODGE OF FRANKENMUTH,235175,500 W GENESEE,FRANKENMUTH,Saginaw,,,,,,,,
FROH COMMUNITY HOME,235345,307 N FRANKS AVENUE,STURGIS,St. Joseph,44,8,12,2,59,40,0,0
MEDILODGE OF GTC,235243,2950 LAFRANIER RD,TRAVERSE CITY,Grand Traverse,10,3,3,1,83,7,13,0
LAURELS OF KENT (THE),235253,350 N CENTER ST,LOWELL,Kent,16,13,21,3,109,4,25,0
PORTER HILLS HEALTH CENTER,235310,3600 FULTON ST E,GRAND RAPIDS,Kent,17,41,74,1,61,71,18,0
MEDILODGE OF PORTAGE,235399,7855 CURRIER DR,PORTAGE,Kalamazoo,0,1,70,0,91,2,8,0
FRIENDSHIP VILLAGE,235248,1400 N DRAKE RD,KALAMAZOO,Kalamazoo,2,12,19,0,41,10,8,0
MANISTEE COUNTY MEDICAL CARE FACILITY,235003,1505 E PARKDALE AVENUE,MANISTEE,Manistee,1,0,36,0,54,6,24,0
SKLD BLOOMFIELD HILLS,235217,2975 N ADAMS ROAD,BLOOMFIELD HILLS,Oakland,20,19,0,28,141,13,2,0
FOUNTAIN VIEW OF MONROE,235225,1971 N MONROE STREET,MONROE,Monroe,5,10,18,0,107,16,57,0
IRON CO MEDICAL CARE FACILITY,235257,1523 U S HIGHWAY 2,CRYSTAL FALLS,Iron,60,64,104,16,125,63,175,0
ALLEGRA NURSING AND REHAB,235016,434 W NORTH ST,JACKSON,Jackson,12,7,17,4,46,12,41,0
MEDILODGE OF GRAND BLANC,235226,11941 BELSAY RD,GRAND BLANC,Genesee,7,49,7,2,81,42,22,0
REGENCY AT FREMONT,235176,4554 W 48TH ST,FREMONT,Newaygo,8,0,21,0,71,7,3,0
LAURELS OF SANDY CREEK (THE),235313,425 E ELM ST,WAYLAND,Allegan,0,10,16,0,74,8,15,0
GRAND TRAVERSE PAVILIONS,235088,1000 PAVILIONS CIRCLE,TRAVERSE CITY,Grand Traverse,10,16,47,0,177,26,25,0
BROOKCREST,235039,3400 WILSON AVE,GRANDVILLE,Kent,1,5,22,0,80,17,40,0
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL LTCU,235006,825 N CENTER ST,GAYLORD,Otsego,0,0,64,0,25,3,2,0
PINE RIDGE - A REHABILITATION AND NURSING CENTER,235164,4368 CLEVELAND AVE,STEVENSVILLE,Berrien,20,4,14,13,78,57,32,0
CANAL VIEW - HOUGHTON COUNTY,235031,1100 QUINCY ST,HANCOCK,Houghton,2,41,36,0,172,10,228,0
SPECTRUM HEALTH REHAB & NSG CTRS-KELSEY HOSPITAL,235051,418 WASHINGTON AVE,LAKEVIEW,Montcalm,0,9,8,0,22,5,39,0
BAY COUNTY MEDICAL CARE FACILITY,235044,564 W HAMPTON ROAD,ESSEXVILLE,Bay,13,12,54,7,117,96,67,0
BAY BLUFFS-EMMET CO MED CARE FAC,235033,750 E MAIN,HARBOR SPRINGS,Emmet,0,17,21,0,83,4,69,0
FAIRVIEW NURSING AND REHABILITATION COMMUNITY,235013,441 E MAIN ST,CENTREVILLE,St. Joseph,6,0,7,0,48,1,5,0
PILGRIM MANOR,235038,2000 LEONARD N E,GRAND RAPIDS,Kent,3,2,6,7,37,9,4,0
WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES,235274,1236 S MONROE ST,MONROE,Monroe,3,3,18,0,82,11,9,0
SAMARITAS SENIOR LIVING CADILLAC,235094,460 PEARL ST,CADILLAC,Wexford,9,0,24,0,71,12,1,0
MEDILODGE OF CASS CITY,235286,4782 HOSPITAL DR,CASS CITY,Tuscola,58,67,13,6,45,32,24,1
SKLD MUSKEGON,235004,1061 W HACKLEY AVE,MUSKEGON,Muskegon,56,12,70,58,73,60,16,0
KALKASKA MEMORIAL HEALTH CENTER,235407,419 S CORAL ST,KALKASKA,Kalkaska,1,3,21,0,86,12,12,0
SKLD BELTLINE,235103,2320 E BELTLINE SE,GRAND RAPIDS,Kent,10,5,28,15,138,38,12,0
"FATHER MURRAY, A VILLA CENTER",235298,8444 ENGLEMAN,CENTER LINE,Macomb,26,22,33,19,182,18,3,1
THE VILLA AT GREAT LAKES CROSSING,235402,22811 W SEVEN MILE RD,DETROIT,Wayne,10,11,13,8,78,22,17,1
LENAWEE MEDICAL CARE FACILITY,235224,200 SAND CREEK HWY,ADRIAN,Lenawee,8,20,13,2,90,20,125,0
WELLSPRING LUTHERAN SERVICES,235400,1390 MAPLE DRIVE,FAIRVIEW,Oscoda,5,0,12,0,34,2,0,0
MAPLES BENZIE CO MEDICAL CARE,235005,210 MAPLE ST,FRANKFORT,Benzie,0,0,30,0,72,39,23,0
THE OASIS AT MONROE REHABILITATION AND NURSING CTR,235232,1215 N TELEGRAPH RD,MONROE,Monroe,6,0,16,0,57,20,0,0
CHRISTIAN PARK VILLAGE,235179,2525 7TH AVENUE SOUTH,ESCANABA,Delta,40,10,16,11,51,41,37,0
VALLEY VIEW CARE CENTER,235377,1050 FOUR MILE NW,GRAND RAPIDS,Kent,0,7,9,12,96,32,0,0
THORNAPPLE MANOR,235009,2700 NASHVILLE RD,HASTINGS,Barry,9,19,33,1,140,36,105,0
SANCTUARY AT MCAULEY,235301,1380 E SHERMAN BLVD,MUSKEGON,Muskegon,60,3,17,8,58,56,14,1
MEDILODGE OF GAYLORD,235350,508 RANDOM LANE,GAYLORD,Otsego,3,0,8,0,68,2,2,0
MISSION POINT NSG & PHYSICAL REHAB CTR OF LAMONT,235355,13030 COMMERCIAL ST,LAMONT,Ottawa,0,1,7,0,34,2,6,0
"MEDILODGE OF ROCHESTER HILLS, INC",235036,1480 WALTON BLVD,ROCHESTER HILLS,Oakland,13,1,1,0,55,19,0,0
MARSHALL NURSING AND REHABILITATION COMMUNITY,235174,575 N MADISON ST,MARSHALL,Calhoun,0,0,7,0,55,3,0,0
EDISON CHRISTIAN HEALTH CENTER,235339,1000 EDISON AVE NW,GRAND RAPIDS,Kent,4,33,17,0,91,15,60,0
PINECREST MEDICAL CARE FACILITY,235069,N15995 MAIN STREET,POWERS,Menominee,0,7,6,0,105,8,26,0
MEDILODGE OF LANSING,235285,731 STARKWEATHER DR,LANSING,Eaton,0,0,22,0,54,1,4,0
MAPLE LAWN MEDICAL CARE FACILI,235008,50 SANDERSON LANE,COLDWATER,Branch,7,14,12,1,99,18,111,0
SCHOOLCRAFT MEDICAL CARE FACILITY,235147,520 MAIN ST,MANISTIQUE,Schoolcraft,0,0,4,0,55,2,4,0
"LAURELS OF COLDWATER,THE",235302,90 N MICHIGAN AVE,COLDWATER,Branch,62,58,27,5,118,34,19,0
ADVANTAGE LIVING CENTER - SOUTHGATE,235266,15400 TRENTON ROAD,SOUTHGATE,Wayne,45,0,5,7,66,5,11,0
NORLITE NURSING CENTER,235367,701 HOMESTEAD ST,MARQUETTE,Marquette,53,4,15,66,53,15,15,0
LAPEER COUNTY MEDICAL CARE FAC,235058,1455 SUNCREST DR,LAPEER,Lapeer,7,43,63,2,193,20,53,0
MEDILODGE OF MUNISING,235410,300 W CITY PARK DR,MUNISING,Alger,0,1,22,0,65,1,17,0
"BOULEVARD MANOR, LLC",235242,464 E GRAND BLVD,DETROIT,Wayne,8,4,3,0,63,6,1,0
OAKVIEW MEDICAL CARE FACILITY,235072,1000 DIANA ST,LUDINGTON,Mason,23,51,27,4,72,14,114,0
NORTH OTTAWA CARE CENTER,235373,18525 WOODLAND RIDGE DRIVE,SPRING LAKE,Ottawa,4,3,63,0,51,12,5,0
HEARTLAND HEALTH CARE CENTER-THREE RIVERS,235395,517 S ERIE ST,THREE RIVERS,St. Joseph,25,2,16,2,75,19,7,0
MEDILODGE OF KALAMAZOO,235282,1701 S 11TH ST,KALAMAZOO,Kalamazoo,58,18,37,27,38,42,36,0
CAMBRIDGE NORTH HEALTHCARE CENTER,235214,535 N MAIN,CLAWSON,Oakland,24,0,18,17,78,20,0,0
SKLD IONIA,235032,814 E LINCOLN AVE,IONIA,Ionia,7,0,115,0,77,21,10,0
DIMONDALE NURSING CARE CENTER,235256,4000 N MICHIGAN ROAD,DIMONDALE,Eaton,7,9,747,0,118,12,1,0
GOGEBIC MEDICAL CARE FACILITY,235026,402 NORTH STREET,WAKEFIELD,Gogebic,25,4,70,1,89,29,62,0
HERITAGE MANOR NURSING AND REHAB CENTER,235234,9500 GRAND RIVER AVE,DETROIT,Wayne,0,0,3,2,,24,2,0
MISSION POINT NSG & PHY REHAB CTR OF CEDAR SPRINGS,235294,400 JEFFREY,CEDAR SPRINGS,Kent,37,6,20,11,62,12,12,0
ALAMO NURSING HOME INC,235311,8290 W C AVE,KALAMAZOO,Kalamazoo,62,1,27,17,64,49,1,0
MISSION POINT NSG & PHY REHAB CTR OF GREENVILLE,235290,828 E WASHINGTON ST,GREENVILLE,Montcalm,47,5,46,9,90,14,17,0
MEDILODGE OF ST CLAIR,235370,4220 S HOSPITAL DR,EAST CHINA,St. Clair,67,24,33,26,92,37,12,0
BRITTANY MANOR,235245,3615 E ASHMAN ST,MIDLAND,Midland,5,21,32,0,89,9,81,0
THE VILLA AT SILVERBELL ESTATES,235396,1255 W SILVERBELL RD,ORION,Oakland,2,21,7,2,73,6,5,0
HURON CO MED CARE FACILITY,235028,1116 S VAN DYKE RD,BAD AXE,Huron,4,5,4,0,92,8,52,0
"DURAND SENIOR CARE AND REHAB CENTER, L L C",235123,8750 E MONROE RD,DURAND,Shiawassee,11,13,28,14,84,45,15,0
