Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
CADIA REHABILITATION CAPITOL,085048,1225 WALKER ROAD,DOVER,Kent,28,1,9,8,89,23,17,0
SEAFORD CENTER,085015,1100 NORMAN ESKRIDGE HIGHWAY,SEAFORD,Sussex,1,13,5,0,98,6,9,0
CHURCHMAN VILLAGE,085025,4949 OGLETOWN-STANTON ROAD,NEWARK,New Castle,0,3,3,0,72,0,1,0
PINNACLE REHABILITATION & HEALTH CENTER,085020,3034 SOUTH DUPONT BLVD,SMYRNA,Kent,43,91,36,24,110,31,1,1
GILPIN HALL,085047,1101 GILPIN AVENUE,WILMINGTON,New Castle,1,0,5,0,83,0,1,0
CADIA REHABILITATION BROADMEADOW,085050,500 SOUTH BROAD STREET,MIDDLETOWN,New Castle,25,9,23,12,87,5,2,0
MILLCROFT,085021,255 POSSUM PARK ROAD,NEWARK,New Castle,10,8,6,5,54,5,5,0
SILVER LAKE CENTER,085027,1080 SILVER LAKE BLVD,DOVER,Kent,1,1,7,0,101,1,1,0
REGAL HEIGHTS HEALTHCARE & REHAB CENTER,085006,6525 LANCASTER PIKE,HOCKESSIN,New Castle,39,15,36,7,139,36,4,0
DELAWARE HOSPITAL F/T CHRONICALLY ILL (DHCI),085035,100 SUNNYSIDE ROAD,SMYRNA,Kent,6,0,3,1,97,9,1,0
CADIA REHABILITATION RENAISSANCE,085052,26002 JOHN J WILLIAMS HIGHWAY,MILLSBORO,Sussex,9,18,3,2,92,7,8,0
REGENCY HEALTHCARE & REHAB CENTER,085012,801 N. BROOM STREET,WILMINGTON,New Castle,0,0,0,0,87,0,0,0
FIVE STAR FOULK MANOR NORTH LLC,08A011,1212 FOULK ROAD,WILMINGTON,New Castle,1,0,2,0,38,1,0,0
NEW CASTLE HEALTH AND REHABILITATION CENTER,085039,32 BUENA VISTA DRIVE,NEW CASTLE,New Castle,31,1,6,1,101,1,2,0
"CENTER AT EDEN HILL, LLC",085057,300 BANNING STREET,DOVER,Kent,0,0,0,0,33,0,0,0
JEANNE JUGAN RESIDENCE,08A006,185 SALEM CHURCH ROAD,NEWARK,New Castle,6,4,1,0,26,17,3,0
FORWOOD MANOR,085036,1912 MARSH ROAD,WILMINGTON,New Castle,0,0,0,0,41,0,0,0
NEWARK MANOR NURSING HOME,08A020,254 WEST MAIN STREET,NEWARK,New Castle,25,0,6,7,47,6,1,0
COURTLAND MANOR,085019,889 SOUTH LITTLE CREEK ROAD,DOVER,Kent,0,0,2,0,56,1,0,0
WILLOWBROOKE COURT SKILLED CENTER  AT MANOR HOUSE,085009,1001 MIDDLEFORD ROAD,SEAFORD,Sussex,1,0,4,0,46,10,0,0
WILLOWBROOKE COURT AT COUNTRY HOUSE,085003,4830 KENNETT PIKE,WILMINGTON,New Castle,1,0,3,0,35,3,0,0
MANORCARE HEALTH  SERVICES - PIKE CREEK,085033,5651 LIMESTONE ROAD,WILMINGTON,New Castle,70,22,28,13,80,45,24,0
KUTZ REHABILITATION AND NURSING,085043,704 RIVER ROAD,WILMINGTON,New Castle,9,23,10,1,74,4,12,0
EXCEPTIONAL CARE FOR CHILDREN,08A015,11 INDEPENDENCE WAY,NEWARK,New Castle,1,0,0,0,41,4,3,0
ATLANTIC SHORES REHABILITATION & HEALTH CENTER,085037,231 SOUTH WASHINGTON STREET,MILLSBORO,Sussex,76,14,38,16,148,24,11,0
"HARRISON SENIOR LIVING OF GEORGETOWN, LLC",085029,110 W. NORTH STREET,GEORGETOWN,Sussex,3,2,6,6,85,3,0,0
MILFORD CENTER,085010,700 MARVEL ROAD,MILFORD,Sussex,68,7,40,32,71,31,11,0
CADIA REHABILITATION PIKE CREEK,085054,3540 THREE LITTLE BAKERS BLVD,WILMINGTON,New Castle,0,7,0,0,105,1,6,0
PARKVIEW NURSING,085002,2801 W. 6TH STREET,WILMINGTON,New Castle,6,21,23,20,97,11,8,0
KENTMERE REHABILITATION AND HEALTHCARE CENTER,085001,1900 LOVERING AVENUE,WILMINGTON,New Castle,0,0,0,0,94,0,0,0
SHIPLEY MANOR,085031,2723 SHIPLEY ROAD,WILMINGTON,New Castle,0,3,0,0,50,0,2,0
BRANDYWINE NURSING & REHABILITATION CENTER,085004,505 GREENBANK ROAD,WILMINGTON,New Castle,82,11,25,23,111,11,4,0
HARBOR HEALTHCARE & REHAB CTR,085034,301 OCEAN VIEW BLVD,LEWES,Sussex,71,10,22,17,128,37,32,0
POLARIS HEALTHCARE AND REHABILITATION CENTER,085058,21 W CLARKE AVENUE,MILFORD,Sussex,0,0,0,0,7,0,0,0
STONEGATES,085026,4031 KENNETT PIKE,GREENVILLE,New Castle,0,0,0,0,36,1,5,0
WESTON SENIOR LIVING CENTER AT HIGHFIELD,085055,4800 LANCASTER PIKE,WILMINGTON,New Castle,0,0,0,0,17,0,0,0
THE MOORINGS AT LEWES,085053,17028 CADBURY CIRCLE,LEWES,Sussex,1,0,0,0,32,0,0,0
DELAWARE VETERANS HOME,085051,100 DELAWARE VETERANS BLVD,MILFORD,Sussex,0,0,2,0,70,1,5,0
MANORCARE HEALTH SERVICES - WILMINGTON,085028,700 FOULK ROAD,WILMINGTON,New Castle,18,6,6,3,75,4,4,0
WILLOWBROOKE COURT AT COKESBURY VILLAGE,085017,726 LOVEVILLE ROAD,HOCKESSIN,New Castle,0,0,3,0,34,2,0,0
GOVERNOR BACON HEALTH CENTER,08E029,2546 COLTER ROAD,DELAWARE CITY,New Castle,0,0,4,4,9,0,0,0
WESTMINSTER VILLAGE HEALTH,085032,1175 MCKEE ROAD,DOVER,Kent,18,7,14,9,52,18,25,0
CADIA REHABILITATION SILVERSIDE,085056,3322 SILVERSIDE ROAD,WILMINGTON,New Castle,32,8,4,1,100,8,24,0
HILLSIDE CENTER,085013,810 SOUTH BROOM STREET,WILMINGTON,New Castle,7,4,5,3,90,7,0,0
LOFLAND PARK CENTER,085040,715 E. KING STREET,SEAFORD,Sussex,0,1,15,0,97,5,3,0
BRACKENVILLE CENTER,085042,100 ST. CLAIRE DRIVE,HOCKESSIN,New Castle,45,6,32,17,64,11,3,0
DELMAR NURSING & REHABILITATION CENTER,085041,101 E. DELAWARE AVENUE,DELMAR,Sussex,0,0,3,0,73,0,7,0
