Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
RIVERSIDE REST HOME,305047,276 COUNTY FARM ROAD,DOVER,Strafford,0,2,13,0,186,0,13,0
BEDFORD NURSING & REHABILITATION CENTER,305086,480 DONALD STREET,BEDFORD,Hillsboro,57,78,18,17,55,25,27,0
LANGDON PLACE OF DOVER,305089,60 MIDDLE ROAD,DOVER,Strafford,0,2,11,0,22,0,1,0
MOUNTAIN VIEW COMMUNITY,305087,93 WATER VILLAGE ROAD,OSSIPEE,Carroll,2,0,5,0,93,0,0,0
SAINT VINCENT REHABILITATION & NURSING CENTER,305066,29 PROVIDENCE AVENUE,BERLIN,Coos,0,1,0,0,64,2,3,0
SAINT ANN REHABILITATION AND NURSING CENTER,305069,195 DOVER POINT ROAD,DOVER,Strafford,0,0,0,0,45,1,0,0
MOUNT CARMEL REHABILITATION AND NURSING CENTER,305067,235 MYRTLE STREET,MANCHESTER,Hillsboro,38,19,18,6,91,9,75,0
DOVER CENTER FOR HEALTH & REHABILITATION,305018,307 PLAZA DRIVE,DOVER,Strafford,1,0,0,0,86,2,0,0
HILLSBOROUGH COUNTY NURSING HOME,305048,400 MAST ROAD,GOFFSTOWN,Hillsboro,152,129,77,41,229,56,104,0
ST JOSEPH RESIDENCE,305088,495 MAMMOTH RD,MANCHESTER,Hillsboro,0,1,1,0,21,2,5,0
GREENBRIAR HEALTHCARE,305005,55 HARRIS ROAD,NASHUA,Hillsboro,196,64,65,39,148,36,18,0
COLONIAL POPLIN NURSING HOME,305091,442 MAIN STREET,FREMONT,Rockingham,0,0,2,0,38,1,0,0
"KEENE  CENTER, GENESIS HEALTHCARE",305051,677 COURT STREET,KEENE,Cheshire,0,5,10,0,100,0,1,0
WOODLAWN CARE CENTER,305097,84 PINE STREET,NEWPORT,Sullivan,0,0,4,0,49,0,1,0
HILLSBORO HOUSE NURSING HOME,305092,PO BOX 400 67 SCHOOL STREET,HILLSBORO,Hillsboro,0,0,0,0,,0,3,0
"LEBANON CENTER, GENESIS HEALTHCARE",305050,24 OLD ETNA ROAD,LEBANON,Grafton,0,2,13,0,101,1,2,0
SAINT FRANCIS REHABILITATION AND NURSING CENTER,305070,406 COURT STREET,LACONIA,Belknap,0,0,1,0,46,0,0,0
HOLY CROSS HEALTH CENTER,305074,357 ISLAND POND ROAD,MANCHESTER,Hillsboro,17,26,1,0,36,17,8,0
SAINT TERESA REHABILITATION & NURSING CENTER,305071,519 BRIDGE STREET,MANCHESTER,Hillsboro,0,9,1,0,43,5,28,0
HAVENWOOD-HERITAGE HEIGHTS,305016,33 CHRISTIAN AVENUE,CONCORD,Merrimack,0,4,0,0,51,3,32,0
CRESTWOOD CENTER,305061,40 CROSBY STREET,MILFORD,Hillsboro,53,6,23,19,50,36,3,0
"RIDGEWOOD CENTER, GENESIS HEALTHCARE",305052,25 RIDGEWOOD ROAD,BEDFORD,Hillsboro,66,19,44,24,94,29,7,0
COOS COUNTY NURSING HOME,305102,364 CATES HILL RD  PO BOX 416,BERLIN,Coos,0,12,5,0,91,1,22,0
HANOVER TERRACE HEALTH AND REHABILITATION CENTER,305020,49 LYME ROAD,HANOVER,Grafton,0,0,5,0,73,1,0,0
HANOVER HILL HEALTH CARE CENTER,305009,700 HANOVER STREET,MANCHESTER,Hillsboro,11,0,3,2,99,8,2,0
RIVERWOODS AT EXETER,305049,7 RIVERWOODS DRIVE,EXETER,Rockingham,0,9,26,0,59,1,140,0
THE ELMS CENTER,305068,71 ELM STREET,MILFORD,Hillsboro,1,2,12,0,46,1,5,0
KENDAL AT HANOVER,305042,67 CUMMINGS ROAD,HANOVER,Grafton,,,,,,,,
BELKNAP COUNTY NURSING HOME,305101,30 COUNTY DRIVE,LACONIA,Belknap,0,0,4,0,80,0,7,0
WESTWOOD CENTER,305062,298 MAIN STREET,KEENE,Cheshire,0,6,3,0,62,0,4,0
CLIPPER HARBOR,305082,188 JONES AVENUE,PORTSMOUTH,Rockingham,0,3,8,0,84,7,5,0
GOLDEN VIEW HEALTH CARE CENTER,305044,19 NH ROUTE 104,MEREDITH,Belknap,0,0,3,0,63,1,0,0
EPSOM HEALTHCARE CENTER,305080,901 SUNCOOK VALLEY HIGHWAY,EPSOM,Merrimack,0,1,5,0,84,0,2,0
BEDFORD HILLS CENTER,305060,30 COLBY COURT,BEDFORD,Hillsboro,37,35,27,7,105,28,11,0
GLENCLIFF HOME FOR THE ELDERLY,30E059,393 HIGH STREET,GLENCLIFF,Grafton,0,0,6,0,118,0,3,0
WARDE HEALTH CENTER,305043,21 SEARLES ROAD,WINDHAM,Rockingham,0,3,4,0,31,1,24,0
COLONIAL HILL CENTER,305081,62 ROCHESTER HILL ROAD,ROCHESTER,Strafford,0,3,10,0,63,0,9,0
GRAFTON COUNTY NURSING HOME,305053,3855 DARTMOUTH COLLEGE HIGHWAY,NORTH HAVERHILL,Grafton,1,44,23,1,113,1,44,0
COOS COUNTY NURSING HOSPITAL,30E076,136 COUNTY FARM ROAD,WEST STEWARTSTOWN,Coos,0,2,12,0,78,0,6,0
JAFFREY REHABILITATION AND NURSING CENTER,305072,20 PLANTATION DRIVE,JAFFREY,Cheshire,0,2,3,0,43,0,1,0
MERRIMAN HOUSE,30E062,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,Carroll,0,0,0,0,42,0,3,0
APPLEWOOD CENTER,305065,8 SNOW ROAD,WINCHESTER,Cheshire,1,7,11,0,62,0,1,0
EDGEWOOD CENTRE (THE),305022,928 SOUTH STREET,PORTSMOUTH,Rockingham,0,2,6,0,85,1,0,0
PRESIDENTIAL OAKS,305063,200 PLEASANT STREET,CONCORD,Merrimack,0,0,4,0,35,0,0,0
ELM WOOD CENTER AT CLAREMONT,305041,290 HANOVER STREET,CLAREMONT,Sullivan,1,0,12,0,59,4,0,0
LANGDON PLACE OF KEENE,305085,136 A ARCH STREET,KEENE,Cheshire,0,2,10,0,20,1,1,0
MINERAL SPRINGS,305084,1251 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,Carroll,1,0,17,0,61,3,0,0
WOLFEBORO BAY CENTER,305083,39 CLIPPER DRIVE,WOLFEBORO,Carroll,0,9,12,0,81,2,4,0
SULLIVAN COUNTY HEALTH CARE,305093,5 NURSING HOME DRIVE,UNITY,Sullivan,0,0,0,0,131,1,0,0
EXETER CENTER,305064,8 HAMPTON ROAD,EXETER,Rockingham,0,2,4,0,69,1,5,0
"PLEASANT VIEW CENTER, GENESIS HEALTHCARE",305045,239 PLEASANT STREET,CONCORD,Merrimack,0,7,25,0,153,3,0,0
MAPLE LEAF HEALTH CARE CENTER,305030,198 PEARL STREET,MANCHESTER,Hillsboro,0,12,12,0,93,3,10,0
OCEANSIDE SKILLED NURSING AND REHABILITATION,305055,22 TUCK ROAD,HAMPTON,Rockingham,0,4,18,0,92,2,0,0
MORRISON NURSING HOME,305094,6 TERRACE STREET,WHITEFIELD,Coos,0,0,3,0,53,0,0,0
DERRY CENTER FOR REHABILITATION AND HEALTHCARE,305095,20 CHESTER ROAD,DERRY,Rockingham,15,0,11,11,40,6,0,0
HACKETT HILL HEALTHCARE CENTER,305038,191 HACKETT HILL ROAD,MANCHESTER,Hillsboro,57,0,24,16,54,19,0,1
"HARRIS HILL CENTER, GENESIS HEALTHCARE",305078,20 MAITLAND STREET,CONCORD,Merrimack,0,10,11,0,78,3,14,0
"COUNTRY VILLAGE CENTER, GENESIS HEALTHCARE",305076,91 COUNTRY VILLAGE ROAD,LANCASTER,Coos,1,1,6,0,73,0,3,0
COURVILLE AT MANCHESTER,305057,44 WEST WEBSTER STREET,MANCHESTER,Hillsboro,8,13,4,2,54,14,6,0
CHESHIRE COUNTY HOME,305054,201 RIVER ROAD,WESTMORELAND,Cheshire,0,1,6,0,114,3,1,0
"LAFAYETTE CENTER, GENESIS HEALTHCARE",305077,93 MAIN STREET,FRANCONIA,Grafton,0,3,9,0,57,0,1,0
WEBSTER AT RYE,305099,795 WASHINGTON ROAD,RYE,Rockingham,0,0,2,0,35,0,1,0
"MOUNTAIN RIDGE CENTER, GENESIS HEALTHCARE",305075,7 BALDWIN STREET,FRANKLIN,Merrimack,50,16,16,11,67,25,4,0
BEL-AIR NURSING AND REHAB CENTER INC,305096,29 CENTER STREET,GOFFSTOWN,Hillsboro,0,0,5,0,30,0,0,0
ROCHESTER MANOR,305024,40 WHITEHALL ROAD,ROCHESTER,Strafford,0,17,4,0,89,1,5,0
LACONIA REHABILITATION CENTER,305040,175 BLUEBERRY LANE,LACONIA,Belknap,1,12,16,0,113,5,5,0
PHEASANT WOOD CENTER,305059,50 PHEASANT ROAD,PETERBOROUGH,Hillsboro,0,1,17,0,92,1,5,0
FAIRVIEW NURSING HOME,305100,203 LOWELL ROAD,HUDSON,Hillsboro,0,0,4,0,89,0,0,0
MERRIMACK COUNTY NURSING HOME,305056,325 DANIEL WEBSTER HIGHWAY,BOSCAWEN,Merrimack,2,85,25,1,252,7,103,0
COURVILLE AT NASHUA,305037,22 HUNT STREET,NASHUA,Hillsboro,0,0,2,0,61,0,2,0
SALEMHAVEN,305058,23 GEREMONTY DRIVE,SALEM,Rockingham,38,50,17,14,63,25,32,0
ROCKINGHAM COUNTY NURSING HOME,305046,117 NORTH ROAD,BRENTWOOD,Rockingham,1,9,5,0,152,1,10,0
VILLA CREST,305079,1276 HANOVER STREET,MANCHESTER,Hillsboro,47,8,29,15,118,38,12,1
PLEASANT VALLEY NURSING CENTER,305039,8 PEABODY ROAD,DERRY,Rockingham,89,0,30,22,77,33,0,0
