Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
GREYSTONE HEALTH CARE CENTER,445242,181 DUNLAP ROAD,BLOUNTVILLE,Sullivan,40,19,20,2,77,30,20,0
MADISONVILLE HEALTH AND REHAB CENTER,445457,465 ISBILL RD,MADISONVILLE,Monroe,0,0,10,0,48,3,0,0
AHC VANAYER,445423,460 HANNINGS LANE,MARTIN,Weakley,18,27,11,1,57,17,15,0
BOULEVARD TERRACE REHABILITATION AND NURSING HOME,445235,1530 MIDDLE TENNESSEE BLVD,MURFREESBORO,Rutherford,41,38,32,32,56,12,6,1
SOUTHERN TENN MEDICAL CENTER SNF,445222,629 HOSPITAL ROAD,WINCHESTER,Franklin,4,0,5,0,12,10,0,0
MABRY HEALTH CARE,445272,1340 N GRUNDY QUARLES HWY P O BOX 7,GAINESBORO,Jackson,0,7,21,0,48,7,14,0
THE MEADOWS,445496,8044 COLEY DAVIS ROAD,NASHVILLE,Davidson,18,1,33,2,82,11,2,0
AHC WAVERLY,445251,895 POWERS BLVD,WAVERLY,Humphreys,2,0,2,0,54,7,1,0
WEST MEADE PLACE,445203,1000 ST LUKE DRIVE,NASHVILLE,Davidson,2,3,0,0,87,16,10,0
WOODBURY HEALTH AND REHABILITATION CENTER,445435,119 WEST HIGH STREET,WOODBURY,Cannon,6,0,12,0,59,24,0,0
"THE WATERS OF WINCHESTER, LLC",445145,1360 BYPASS ROAD,WINCHESTER,Franklin,9,0,24,0,91,5,0,0
KNOLLWOOD MANOR,445410,405 TIMES AVE,LAFAYETTE,Macon,2,0,4,0,45,16,10,0
BLOUNT MEMORIAL TRANS CARE CTR,445404,2320 EAST LAMAR ALEXANDER PKWY,MARYVILLE,Blount,0,0,15,0,53,17,1,0
AHC HUMBOLDT,445454,"2031 AVONDALE STREET,  POBOX 446",HUMBOLDT,Gibson,0,0,17,8,52,10,2,0
SIGNATURE HEALTHCARE OF ERIN,445377,278 ROCKY HOLLOW ROAD,ERIN,Houston,76,0,20,10,107,36,1,0
CHRISTIAN CARE CENTER OF MCKENZIE L L C,445357,150 OAK MANOR ROAD,MC KENZIE,Carroll,0,3,18,1,38,9,9,0
"NHC HEALTHCARE, SPARTA",445130,34 GRACEY ST,SPARTA,White,0,0,14,0,90,13,0,0
BROOKHAVEN HEALTH AND REHABILITATION,445174,2035 STONEBROOK PLACE,KINGSPORT,Sullivan,1,0,2,1,69,16,0,0
NHC PLACE SUMNER,445519,140 THORNE BOULEVARD,GALLATIN,Sumner,9,0,11,4,82,15,0,0
