Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
HALE MAKUA HEALTH SERVICES,125056,1540 LOWER MAIN STREET,WAILUKU,Maui,0,28,5,0,67,0,31,0
HI'OLANI CARE CENTER AT KAHALA NUI,125055,4389 MALIA STREET,HONOLULU,Honolulu,5,0,1,1,49,4,0,0
HALE MAKUA - KAHULUI,125007,472 KAULANA STREET,KAHULUI,Maui,2,49,20,0,207,0,37,0
KULANA MALAMA,125057,91-1360 KARAYAN STREET,EWA BEACH,Honolulu,0,0,0,0,27,0,1,0
GARDEN ISLE HEALTHCARE AND REHABILITATION CENTER,125004,"3-3420 KUHIO HIGHWAY, SUITE 300",LIHUE,Kauai,0,6,9,0,87,0,3,0
MAUNALANI NURSING AND REHABILITATION CENTER,125013,5113 MAUNALANI CIRCLE,HONOLULU,Honolulu,6,40,10,0,82,7,15,0
KAUAI VETERANS MEMORIAL HOSPITAL,125021,4643 WAIMEA CANYON DRIVE,WAIMEA,Kauai,0,0,0,0,19,0,0,0
LIFE CARE CENTER OF KONA,125052,78-6957 KAMEHAMEHA III ROAD,KAILUA KONA,Hawaii,0,12,9,0,73,0,7,0
"KUAKINI GERIATRIC CARE, INC",125026,347 NORTH KUAKINI STREET,HONOLULU,Honolulu,0,31,0,0,139,2,9,0
HALE NANI REHABILITATION AND NURSING CENTER,125011,1677 PENSACOLA STREET,HONOLULU,Honolulu,,,,,,,,
ISLANDS SKILLED NURSING & REHABILITATION,125067,1205 ALEXANDER STREET,HONOLULU,Honolulu,0,2,0,0,33,0,1,0
HALE ANUENUE RESTORATIVE CARE,125045,1333 WAIANUENUE AVENUE,HILO,Hawaii,1,1,5,0,97,3,12,0
PEARL CITY NURSING HOME,125043,919 LEHUA AVENUE,PEARL CITY,Honolulu,12,0,21,0,81,12,0,0
YUKIO OKUTSU STATE VETERANS HOME,125058,1180 WAIANUENUE AVENUE,HILO,Hawaii,62,37,37,27,46,37,26,0
LANAI COMMUNITY HOSPITAL,125023,628 7TH STREET,LANAI CITY,Maui,0,0,0,0,10,0,7,0
HALE OLA KINO,125047,"1314 KALAKAUA AVENUE, 2ND FLOOR",HONOLULU,Honolulu,0,1,6,0,28,1,5,0
PU'UWAI 'O MAKAHA,125046,84-390 JADE STREET,WAIANAE,Honolulu,0,4,10,0,67,2,10,0
HALE MALAMALAMA,125050,6163 SUMMER STREET,HONOLULU,Honolulu,0,2,14,0,33,1,0,0
ANN PEARL NURSING FACILITY,125048,45-181 WAIKALUA ROAD,KANEOHE,Honolulu,1,13,1,0,62,2,35,0
MALUHIA,125009,1027 HALA DRIVE,HONOLULU,Honolulu,0,17,12,0,87,5,3,0
ARCADIA RETIREMENT RESIDENCE,125014,1434 PUNAHOU STREET,HONOLULU,Honolulu,1,27,31,1,75,2,28,0
