Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
SHORELINE HEALTH AND REHABILITATION,505262,2818 NORTHEAST 145TH STREET,SEATTLE,King,0,14,10,0,98,1,11,0
FORT VANCOUVER POST ACUTE,505260,8507 NORTHEAST 8TH WAY,VANCOUVER,Clark,1,11,5,0,41,5,23,0
CASHMERE CARE CENTER,505151,817 PIONEER AVENUE,CASHMERE,Chelan,29,4,10,2,78,14,0,0
THE OAKS AT TIMBERLINE,505206,400 EAST 33RD STREET,VANCOUVER,Clark,0,0,10,0,887,3,0,0
ALDERCREST HEALTH & REHAB CENTER,505236,21400 72ND AVENUE WEST,EDMONDS,Snohomish,0,1,4,0,88,0,3,0
TACOMA NURSING AND REHABILITATION CENTER,505154,2102 SOUTH 96TH STREET,TACOMA,Pierce,0,0,0,0,96,0,1,0
PRESTIGE CARE & REHABILITATION - CAMAS,505273,740 NE DALLAS STREET,CAMAS,Clark,4,14,8,0,51,8,21,0
BUENA VISTA HEALTHCARE,505329,151 BUENA VISTA DRIVE,COLVILLE,Stevens,0,0,5,0,30,4,6,0
LAKE RIDGE CENTER,505261,817 EAST PLUM STREET,MOSES LAKE,Grant,2,16,9,0,73,7,79,0
PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA,505373,917 SOUTH SCHEUBER ROAD,CENTRALIA,Lewis,62,31,18,10,63,30,22,0
WHITMAN HEALTH & REHAB CENTER,505251,1150 WEST FAIRVIEW ROAD,COLFAX,Whitman,40,5,8,2,37,22,32,0
DISCOVERY NURSING & REHAB OF VANCOUVER,505341,5220 NORTHEAST HAZEL DELL AVENUE,VANCOUVER,Clark,0,1,2,0,62,2,2,0
BAINBRIDGE ISLAND HEALTH & REHAB CENTER,505325,835 MADISON AVENUE NORTH,BAINBRIDGE ISLAND,Kitsap,0,0,4,0,44,3,2,0
PRESTIGE POST-ACUTE & REHAB CTR - KITTITAS VALLLEY,505263,1050 E MOUNTAIN VIEW,ELLENSBURG,Kittitas,36,24,52,28,47,42,36,0
SNOHOMISH HEALTH AND REHABILITATION,505338,800 10TH STREET,SNOHOMISH,Snohomish,2,1,10,0,62,1,3,0
PUYALLUP NURSING AND REHABILITATION CENTER,505211,516 23RD AVE SE,PUYALLUP,Pierce,0,6,23,0,69,5,22,0
"MANOR CARE OF TACOMA WA, LLC",505289,5601 S ORCHARD STREET,TACOMA,Pierce,48,16,19,8,76,17,10,0
GRAYS HARBOR HEALTH & REHABILITATION CENTER,505016,920 ANDERSON DRIVE,ABERDEEN,Grays Harbor,33,8,13,6,51,11,14,0
SOUNDVIEW REHABILTATION AND HEALTH CARE INC,505216,1105 27TH STREET,ANACORTES,Skagit,0,0,9,0,30,1,0,0
AVAMERE HERITAGE REHABILITATION OF TACOMA,505183,7411 PACIFIC AVENUE,TACOMA,Pierce,4,0,0,0,64,4,3,0
FRANKLIN HILLS HEALTH & REHAB CENTER,505024,6021 NORTH LIDGERWOOD,SPOKANE,Spokane,49,4,9,9,48,21,1,0
ORCHARD PARK HEALTH CARE & REHAB CENTER,505093,4755 SOUTH 48TH,TACOMA,Pierce,16,1,22,1,122,9,1,0
PANORAMA CITY CONV & REHAB CTR,505059,1600 SLEATER KINNEY ROAD SE,LACEY,Thurston,0,3,16,0,116,1,0,0
MT BAKER CARE CENTER,505376,2905 CONNELLY AVENUE,BELLINGHAM,Whatcom,0,4,17,0,50,0,6,0
FRONTIER REHAB & EXTENDED CARE,505276,1500 3RD AVENUE,LONGVIEW,Cowlitz,0,17,9,0,83,0,14,0
VIEW RIDGE CARE CENTER,505362,5129 HILLTOP ROAD,EVERETT,Snohomish,0,3,0,0,48,2,2,0
SHUKSAN HEALTHCARE CENTER,505098,1530 JAMES STREET,BELLINGHAM,Whatcom,5,0,13,12,35,2,2,0
FOREST RIDGE HEALTH & REHAB,505240,140 SOUTH MARION AVENUE,BREMERTON,Kitsap,0,0,15,0,87,0,0,0
