Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
LIFE CARE CENTER OF CASPER,535049,4041 SOUTH POPLAR STREET,CASPER,Natrona,0,3,4,0,87,1,12,0
POWELL VALLEY CARE CENTER,535045,777 AVENUE H,POWELL,Park,0,0,8,0,81,2,0,0
SUBLETTE CENTER,535017,333 N BRIDGER AVE,PINEDALE,Sublette,0,0,0,0,36,1,14,0
WESTWARD HEIGHTS CARE CENTER,535034,150 CARING WAY,LANDER,Fremont,0,2,9,0,51,0,3,0
MISSION AT CASTLE ROCK REHABILITATION CENTER,535033,1445 UINTA DRIVE,GREEN RIVER,Sweetwater,0,1,15,0,43,3,7,0
GOSHEN HEALTHCARE COMMUNITY,535057,2009 LARAMIE STREET,TORRINGTON,Goshen,0,1,11,0,83,4,18,0
NEW HORIZONS CARE CENTER,535030,1111 LANE 12,LOVELL,Big Horn,0,27,0,0,65,11,33,0
THERMOPOLIS REHABILITATION AND WELLNESS,535051,1210 CANYON HILLS RD,THERMOPOLIS,Hot Springs,0,0,3,0,38,0,1,0
MORNING STAR CARE CENTER,535050,4 NORTH FORK ROAD,FORT WASHAKIE,Fremont,0,0,1,0,27,2,1,0
SHEPHERD OF THE VALLEY REHABILITION AND WELLNESS,535042,60 MAGNOLIA,CASPER,Natrona,0,9,4,0,139,1,25,0
CODY REGIONAL HEALTH LONG TERM CARE CENTER,535027,707 SHERIDAN AVENUE,CODY,Park,0,1,4,0,73,2,2,0
WORLAND HEALTHCARE AND REHABILITATION CENTER,535048,1901 HOWELL AVENUE,WORLAND,Washakie,16,0,10,5,62,10,0,0
WYOMING RETIREMENT CENTER,535021,890 US HWY 20 SOUTH,BASIN,Big Horn,0,0,4,0,68,1,4,0
CROOK COUNTY MEDICAL SERVICES DISTRICT LTC,535029,713 OAK STREET,SUNDANCE,Crook,0,0,6,0,27,0,0,0
SOUTH LINCOLN NURSING CENTER,53A051,711 ONYX STREET,KEMMERER,Lincoln,0,0,2,0,23,0,1,0
RAWLINS REHABILITATION AND WELLNESS,535036,542 16TH STREET,RAWLINS,Carbon,0,0,7,0,45,1,1,0
CASPER MOUNTAIN REHABILITATION AND CARE CENTER,535024,4305 S POPLAR,CASPER,Natrona,0,0,9,0,87,0,0,0
STAR VALLEY CARE CENTER,53A050,130 HOSPITAL LANE,AFTON,Lincoln,0,3,7,0,17,1,2,0
ROCKY MOUNTAIN CARE - EVANSTON,535038,475 YELLOW CREEK ROAD,EVANSTON,Uinta,0,0,9,0,43,2,2,0
WESTVIEW HEALTH CARE CENTER,535039,1990 WEST LOUCKS STREET,SHERIDAN,Sheridan,0,0,15,0,49,1,3,0
DOUGLAS CARE CENTER LLC,535040,1108 BIRCH STREET,DOUGLAS,Converse,0,0,0,0,45,0,0,0
BONNIE BLUEJACKET MEMORIAL NURSING HOME,535019,388 SOUTH US HWY 20,BASIN,Big Horn,0,0,2,0,28,1,2,0
WIND RIVER REHABILITATON AND WELLNESS,535031,1002 FOREST DRIVE,RIVERTON,Fremont,0,2,10,0,68,2,15,0
SHERIDAN MANOR,535026,1851 BIG HORN AVE,SHERIDAN,Sheridan,1,2,18,0,73,0,0,0
LIFE CARE CENTER OF CHEYENNE,535032,1330 PRAIRIE AVENUE,CHEYENNE,Laramie,0,4,38,0,118,3,38,0
PLATTE COUNTY LEGACY HOME,535053,100 19TH ST,WHEATLAND,Platte,0,3,8,0,46,0,1,0
SAGE VIEW CARE CENTER,535056,1325 SAGE STREET,ROCK SPRINGS,Sweetwater,0,5,11,0,44,2,11,0
ST JOHN'S NURSING HOME,535046,625 EAST BROADWAY,JACKSON,Teton,0,0,3,0,37,1,0,0
LARAMIE CARE CENTER,535043,503 S 18TH ST,LARAMIE,Albany,0,0,0,0,63,0,0,0
SARATOGA CARE CENTER LLC,535055,207 EAST HOLLY AVENUE / PO BOX 630,SARATOGA,Carbon,0,0,1,0,21,1,0,0
GREEN HOUSE LIVING FOR SHERIDAN,535054,2311 SHIRLEY COVE,SHERIDAN,Sheridan,0,0,3,0,46,0,2,0
AMIE HOLT CARE CENTER,53A002,497 W LOTT,BUFFALO,Johnson,0,5,5,0,38,0,17,0
CHEYENNE HEALTH CARE CENTER,535025,2700 E 12TH STREET,CHEYENNE,Laramie,0,0,17,0,93,0,0,0
GRANITE REHABILITATION AND WELLNESS,535013,3128 BOXELDER DRIVE,CHEYENNE,Laramie,0,3,11,0,118,2,16,0
THE LEGACY LIVING AND REHABILITATION CENTER,535022,1000 S DOUGLAS HWY,GILLETTE,Campbell,0,2,33,0,141,2,0,0
WESTON COUNTY HEALTH SERVICES,535023,1124 WASHINGTON BLVD,NEWCASTLE,Weston,0,0,3,0,49,0,0,0
