Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
ST AUGUSTINE HEALTH AND REHABILITATION CENTER,105315,51 SUNRISE BLVD,SAINT AUGUSTINE,St. Johns,32,3,14,4,105,25,14,0
CLEWISTON NURSING & REHABILITATION,105462,301 SOUTH GLORIA ST,CLEWISTON,Hendry,7,1,24,13,115,8,5,0
LAKESIDE PAVILION,105439,2900 12TH STREET N,NAPLES,Collier,2,0,17,0,73,8,2,0
SEVEN HILLS HEALTH & REHABILITATION CENTER,105364,3333 CAPITAL MEDICAL BLVD,TALLAHASSEE,Leon,33,4,31,4,112,29,22,0
AYERS HEALTH AND REHABILITATION CENTER,105401,606 NE 7TH ST,TRENTON,Gilchrist,60,41,30,10,79,34,134,0
LIFE CARE CENTER OF MELBOURNE,105291,606 E SHERIDAN RD,MELBOURNE,Brevard,49,1,12,12,89,49,3,0
COURTYARDS OF ORLANDO CARE CENTER,105431,1900 MERCY DRIVE,ORLANDO,Orange,67,2,14,7,65,51,4,0
ABBEY DELRAY SOUTH,105411,1717 HOMEWOOD BLVD,DELRAY BEACH,Palm Beach,13,0,14,2,68,16,6,0
AVENTURA REHAB AND NURSING CENTER,105331,1800 N E 168TH STREET,NORTH MIAMI BEACH,Miami-Dade,22,9,12,9,72,18,1,2
SIGNATURE HEALTHCARE OF JACKSONVILLE,105287,2061 HYDE PARK RD,JACKSONVILLE,Duval,97,0,24,24,120,49,28,0
KRYSTAL BAY NURSING AND REHABILITATION,105120,16650 W DIXIE HWY,NORTH MIAMI BEACH,Miami-Dade,4,0,10,6,86,10,0,0
SUN TERRACE HEALTH CARE CENTER,105319,105 TRINITY LAKES DR,SUN CITY CENTER,Hillsborough,28,3,12,3,96,30,23,0
CONSULATE HEALTH CARE OF LAKELAND,105482,5245 N SOCRUM LOOP RD,LAKELAND,Polk,11,4,21,5,,11,13,1
FIRST COAST HEALTH & REHABILITATION CENTER,105429,7723 JASPER AVENUE,JACKSONVILLE,Duval,26,3,2,2,81,63,0,0
SEMINOLE PAVILION REHABILITATION & NURSING SERVICE,105412,10800 TEMPLE TERRACE,SEMINOLE,Pinellas,6,64,6,1,76,20,36,0
MANORCARE HEALTH SERVICES DUNEDIN,105436,870 PATRICIA AVE,DUNEDIN,Pinellas,2,12,32,0,101,5,20,0
CLEARWATER CENTER,105274,1270 TURNER ST,CLEARWATER,Pinellas,0,22,5,1,95,6,10,0
CONSULATE HEALTH CARE OF VERO BEACH,105474,1310 37TH ST,VERO BEACH,Indian River,59,29,11,7,123,35,30,0
ENGLEWOOD HEALTHCARE AND REHAB,105452,1111 DRURY LN,ENGLEWOOD,Sarasota,4,0,21,0,113,1,0,0
JACKSON MEMORIAL PERDUE MEDICAL CENTER,105252,19590 OLD CUTLER ROAD,CUTLER BAY,Miami-Dade,33,40,5,0,148,36,40,1
