Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
AVANTARA ARROWHEAD,435051,2500 ARROWHEAD DR,RAPID CITY,Pennington,44,3,14,8,49,32,7,0
AVERA MARYHOUSE LONG TERM CARE,435034,717 EAST DAKOTA,PIERRE,Hughes,6,26,37,2,62,18,44,0
AVANTARA IPSWICH,435055,617 BLOEMENDAAL DRIVE  POST OFFICE BOX 728,IPSWICH,Edmunds,1,0,4,0,36,3,13,0
PRAIRIE VIEW HEALTHCARE CENTER,435118,401 SOUTH FIRST AVENUE  POST OFFICE BOX 68,WOONSOCKET,Sanborn,1,1,7,0,37,13,9,0
GOOD SAMARITAN SOCIETY DE SMET,435074,411 CALUMET AVENUE NW,DE SMET,Kingsbury,0,0,5,0,38,8,3,0
GOOD SAMARITAN SOCIETY LUTHER MANOR,435044,1500 W 38TH ST,SIOUX FALLS,Minnehaha,12,0,19,3,80,15,0,0
ST WILLIAM'S CARE CENTER,435122,103 N VIOLA ST,MILBANK,Grant,7,0,11,0,50,10,6,0
LAKE ANDES SENIOR LIVING,435097,740 EAST LAKE ST  POST OFFICE BOX 130,LAKE ANDES,Charles Mix,0,0,10,0,29,4,0,0
WILMOT CARE CENTER INC,435119,501 4TH ST,WILMOT,Roberts,3,3,2,0,21,4,6,1
SANFORD CARE CENTER VERMILLION,43A098,125 S WALKER STREET,VERMILLION,Clay,0,3,15,0,63,16,14,0
PIONEER MEMORIAL NURSING HOME,435120,315 NORTH WASHINGTON ST   POST OFFICE BOX 368,VIBORG,Turner,16,3,16,9,30,24,1,0
BETHEL LUTHERAN HOME,435076,1001 S EGAN AVE,MADISON,Lake,16,30,19,5,58,20,69,0
GOOD SAMARITAN SOCIETY SCOTLAND,435095,130 6TH STREET,SCOTLAND,Bon Homme,10,1,2,0,37,11,19,0
KADOKA NURSING HOME,43A103,605 MAPLE ST W  POST OFFICE BOX 310,KADOKA,Jackson,16,1,7,3,23,13,2,0
