Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
CARING FAMILY NURSING AND REHABILITATION CENTER,335165,22-41 NEW HAVEN AVENUE,FAR ROCKAWAY,Queens,36,36,33,25,151,63,3,0
SCHENECTADY CENTER FOR REHABILITATION AND NURSING,335014,526 ALTAMONT AVE,SCHENECTADY,Schenectady,7,0,58,2,232,26,1,0
SAPPHIRE NURSING AT WAPPINGERS,335275,37 MESIER AVENUE,WAPPINGERS FALLS,Dutchess,0,137,2,1,52,1,8,0
PARK RIDGE NURSING HOME,335369,1555 LONG POND ROAD,ROCHESTER,Monroe,8,4,21,1,112,30,11,0
SAPPHIRE CTR FOR REHAB & NRSG OF CTRL QUEENS,335133,35 15 PARSONS BLVD,FLUSHING,Queens,45,0,1,1,158,30,0,0
ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,335283,813 FAY ROAD,SYRACUSE,Onondaga,89,54,74,30,202,98,7,0
UNIVERSITY CENTER FOR REHABILITATION AND NURSING,335061,2505 GRAND AVE,BRONX,Bronx,4,0,2,2,46,8,0,0
FULTON CENTER FOR REHABILITATION AND HEALTHCARE,335091,847 COUNTY  HIGHWAY 122,GLOVERSVILLE,Fulton,111,20,48,27,159,29,12,1
HENRY J CARTER SKILLED NURSING FACILITY,335092,1752 PARK AVE,MANHATTAN,New York,3,2,0,0,158,11,66,0
ACADIA CENTER FOR NURSING AND REHABILITATION,335254,1146 WOODCREST AVENUE,RIVERHEAD,Suffolk,56,0,44,21,92,49,6,0
CAYUGA NURSING AND REHABILITATION CENTER,335249,1229 TRUMANSBURG ROAD,ITHACA,Tompkins,2,0,20,0,103,0,0,0
WOODSIDE MANOR NURSING HOME INC,335366,2425 CLINTON AVENUE SOUTH,ROCHESTER,Monroe,0,0,7,0,36,4,0,0
ELDERWOOD AT GRAND ISLAND,335391,2850 GRAND ISLAND BLVD,GRAND ISLAND,Erie,14,3,18,2,75,15,15,0
"THE COTTAGES AT GARDEN GROVE, A SKILLED NRSG COMM",335340,5460 MELTZER COURT,CICERO,Onondaga,9,19,25,0,133,18,0,0
OCEANVIEW NURSING & REHABILITATION CARE CENTER,335168,315 BEACH 9TH STREET,FAR ROCKAWAY,Queens,0,0,0,0,97,5,0,0
HUDSON VALLEY REHABILITATION & EXTENDED CARE CTR,335399,"260 VINEYARD AVE, RT 44/55",HIGHLAND,Ulster,5,15,17,1,149,21,10,0
CENTRAL ISLAND HEALTHCARE,335284,825 OLD COUNTRY RD,PLAINVIEW,Nassau,70,14,9,0,139,16,1,0
MAYFAIR CARE CENTER,335279,100 BALDWIN ROAD,HEMPSTEAD,Nassau,20,29,49,16,137,47,0,1
THE HURLBUT,335341,1177 EAST HENRIETTA RD,ROCHESTER,Monroe,7,2,18,2,87,14,0,0
AURELIA OSBORN FOX MEMORIAL HOSPITAL,335204,ONE NORTON AVENUE,ONEONTA,Otsego,0,1,30,0,128,4,1,0
FOREST HILLS CARE CENTER,335139,71 44 YELLOWSTONE BLVD,FOREST HILLS,Queens,0,2,8,1,,8,2,0
ROBINSON TERRACE,335236,28652 STATE HIGHWAY 23,STAMFORD,Delaware,0,0,21,0,114,5,0,0
ST PATRICKS HOME,335011,66 VAN CORTLANDT PARK SOUTH,BRONX,Bronx,9,26,1,1,170,9,0,0
PARK NURSING HOME,335093,128 BEACH 115TH STREET,ROCKAWAY PARK,Queens,7,11,7,0,177,14,1,0
PARK TERRACE CARE CENTER,335317,59 20 VAN DOREN STREET,CORONA,Queens,13,0,3,0,174,34,0,0
SHORE VIEW NURSING  & REHABILITATION CENTER,335288,2865 BRIGHTON 3RD STREET,BROOKLYN,Kings,123,147,107,65,238,39,113,0
ROSCOE REGIONAL REHAB & RESIDENTIAL H C F,335316,420 ROCKLAND ROAD,ROSCOE,Sullivan,0,0,11,0,70,6,0,0
VALLEY VIEW MANOR NURSING HOME,335208,40 PARK STREET,NORWICH,Chenango,0,0,3,0,68,5,0,0
THE RIVERSIDE,335334,150 RIVERSIDE DRIVE,NEW YORK,New York,84,0,31,7,418,119,0,0
MOSHOLU PARKWAY NURSING & REHABILITATION CENTER,335030,3356 PERRY AVENUE,BRONX,Bronx,18,61,24,24,100,36,1,0
THE PARAMOUNT AT SOMERS REHAB AND NURSING CENTER,335261,ROUTE 100,SOMERS,Westchester,119,9,54,13,252,41,4,0
OXFORD NURSING HOME,335163,144 SO OXFORD ST,BROOKLYN,Kings,2,1,7,1,184,30,0,0
BEACH TERRACE CARE CENTER,335024,640 WEST BROADWAY,LONG BEACH,Nassau,28,7,22,13,145,37,1,0
BETH ABRAHAM CENTER FOR REHABILITATION AND NURSING,335201,612 ALLERTON AVENUE,BRONX,Bronx,117,111,43,6,425,72,4,1
RESORT NURSING HOME,335199,430 BEACH 68TH STREET,ARVERNE,Queens,8,4,7,0,155,19,1,0
NEWARK MANOR NURSING HOME INC,335219,222 WEST PEARL STREET,NEWARK,Wayne,0,0,8,0,50,11,0,0
HIGHFIELD GARDENS CARE CENTER OF GREAT NECK,335250,199 COMMUNITY DRIVE,GREAT NECK,Nassau,98,132,38,31,158,43,0,0
FOREST VIEW CENTER FOR REHABILITATION & NURSING,335310,71 20 110TH STREET,FOREST HILLS,Queens,0,0,14,1,126,18,0,0
GOLD CREST CARE CENTER,335079,2316 BRUNER AVENUE,BRONX,Bronx,44,32,42,27,141,24,20,2
HIGHLAND PARK REHABILITATION AND NURSING CENTER,335210,160 SENECA ST,WELLSVILLE,Allegany,42,0,16,7,61,34,7,0
PUTNAM NURSING & REHABILITATION CENTER,335229,404 LUDINGTONVILLE ROAD,HOLMES,Putnam,15,2,5,1,95,9,12,0
"WOODCREST REHAB & RESIDENTIAL H C CENTER, L L C",335266,119 09 26TH AVENUE,FLUSHING,Queens,0,3,0,0,140,6,0,0
THE VALLEY VIEW CENTER FOR NURSING CARE AND REHAB,335238,GLENMERE COVE RD PO BOX 59,GOSHEN,Orange,119,1,93,50,314,72,3,0
CROWN PARK REHABILITATION AND NURSING CENTER,335392,28 KELLOGG ROAD,CORTLAND,Cortland,4,0,20,0,146,14,0,0
VAN DUYN CENTER FOR REHABILITATION AND NURSING,335184,5075 WEST SENECA TURNPIKE,SYRACUSE,Onondaga,83,1,108,21,393,53,0,0
"PARKVIEW CARE AND REHABILITATION CENTER, INC",335074,5353 MERRICK ROAD,MASSAPEQUA,Nassau,10,5,9,0,126,10,0,0
WILLOW POINT REHABILITATION AND NURSING CENTER,335291,3700 OLD VESTAL ROAD,VESTAL,Broome,110,90,80,28,215,65,34,0
ST JOHNS HEALTH CARE CORPORATION,335008,150 HIGHLAND AVENUE,ROCHESTER,Monroe,65,0,135,21,314,52,0,0
SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,335321,3525 BAYCHESTER AVE,BRONX,Bronx,26,3,14,4,212,17,9,0
"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",335231,8533 JERICHO TPKE,WOODBURY,Nassau,1,3,19,1,84,21,0,0
