Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
CLARK COUNTY REHABILITATION & LIVING CENTER,525403,W4266 COUNTY HIGHWAY X,OWEN,Clark,0,0,3,0,141,0,6,0
NEIGHBORS - WEST NEIGHBORHOOD (THE),525714,651 HOWISON CIRCLE,MENOMONIE,Dunn,0,0,5,0,45,0,0,0
GRACE HEALTHCARE OF OREGON,525536,354 N MAIN ST,OREGON,Dane,0,8,0,0,27,0,3,0
OAKWOOD HEALTH SERVICES,525454,2512 NEW PINE DR,ALTOONA,Eau Claire,1,0,16,0,66,1,1,0
OAKWOOD LUTHERAN HOMES ASSOC,525375,6201 MINERAL POINT RD,MADISON,Dane,0,7,0,0,48,2,9,0
RIVERSIDE,525455,2575 S 7TH ST,LA CROSSE,La Crosse,2,31,26,0,104,10,46,0
DIVINE REHABILITATION AND NURSING AT LODI,525520,700 CLARK ST,LODI,Columbia,0,0,0,0,46,0,0,0
BAY AT BURLINGTON HEALTH AND REHABILITATION (THE),525482,677 E STATE ST,BURLINGTON,Racine,5,5,2,0,101,9,12,0
GOOD SHEPHERD SERVICES LTD,525509,607 BRONSON RD,SEYMOUR,Outagamie,0,6,7,0,32,0,12,0
TUDOR OAKS HEALTH CENTER,525279,S77 W12929 MCSHANE DR,MUSKEGO,Waukesha,0,0,0,0,54,0,0,0
SHEBOYGAN PROGRESSIVE HEALTH SERVICES,525511,1902 MEAD AVE,SHEBOYGAN,Sheboygan,0,0,3,0,63,2,12,0
DELAVAN HEALTH SERVICES,525324,905 E GENEVA ST,DELAVAN,Walworth,0,0,0,0,40,2,3,0
ORCHARD MANOR,525290,8800 HWY 61,LANCASTER,Grant,27,33,18,13,82,13,45,0
COURT MANOR HEALTH SERVICES,525328,911 3RD ST  WEST,ASHLAND,Ashland,0,0,3,0,59,0,0,0
ALLIS CARE CENTER,525108,9047 W GREENFIELD AVE,WEST ALLIS,Milwaukee,5,1,5,0,90,13,12,0
AUGUSTA HEALTH AND REHABILITATION,525535,901 BRIDGE CREEK LANE,AUGUSTA,Eau Claire,0,0,0,0,39,0,0,0
AMERICAN LUTHERAN HOME-MENOMONIE,525480,915 ELM AVE E,MENOMONIE,Dunn,0,0,0,0,25,0,1,0
TIVOLI AT DIVINE SAVIOR HEALTHCARE,525518,2805 HUNTERS TRAIL,PORTAGE,Columbia,0,25,10,0,61,4,55,0
HARBOR HAVEN HEALTH & REHABILITATION,525534,459 E FIRST STREET,FOND DU LAC,Fond du Lac,0,0,4,0,75,1,23,0
LINDENGROVE NEW BERLIN,525064,13755 W FIELDPOINTE DR,NEW BERLIN,Waukesha,0,0,0,0,104,0,11,0
VILLA PINES LIVING CENTER,525351,"201 PARK ST, PO BOX 130",FRIENDSHIP,Adams,0,0,1,0,45,0,1,0
GREEN KNOLLS AT BELOIT (THE),525273,1905 W HART RD,BELOIT,Rock,3,2,7,1,48,1,0,0
WISSOTA HEALTH AND REGIONAL VENT CENTER,525379,2815 COUNTY HIGHWAY I,CHIPPEWA FALLS,Chippewa,0,2,4,0,65,0,7,0
FORT ATKINSON CARE CENTER,525262,430 WILCOX ST,FORT ATKINSON,Jefferson,0,0,0,0,55,1,0,0
ELLSWORTH HEALTH SERVICES,525483,403 N MAPLE ST,ELLSWORTH,Pierce,0,0,1,0,32,0,1,0
NORTH CENTRAL HEALTH CARE,525132,1100 LAKE VIEW DR,WAUSAU,Marathon,12,20,50,2,157,6,0,0
FRIENDLY VILLAGE NURSING AND REHAB CENTER,525459,900 BOYCE DR,RHINELANDER,Oneida,0,1,12,0,73,0,0,0
EDENBROOK OF WISCONSIN RAPIDS,525429,130 STRAWBERRY LN,WISCONSIN RAPIDS,Wood,0,0,9,0,49,1,1,0
MULDER HEALTH CARE FACILITY,525209,713 LEONARD ST N,WEST SALEM,La Crosse,0,8,9,0,80,1,44,0
SKAALEN NURSING AND REHABILITATION CENTER,525512,400 N MORRIS ST,STOUGHTON,Dane,0,5,21,0,62,0,14,0
BAY AT SHERIDAN HEALTH AND REHABILITATION (THE),525318,8400 SHERIDAN RD,KENOSHA,Kenosha,,,,,,,,
BAY AT COLONIAL MANOR  HEALTH AND REHAB (THE),525405,1010 E WAUSAU AVE,WAUSAU,Marathon,0,0,9,0,44,0,0,0
MEADOWBROOK OF BLACK RIVER FALLS,525488,1311 TYLER ST,BLACK RIVER FALLS,Jackson,0,1,6,0,22,0,0,0
WILLIAMS BAY HEALTH SERVICES,525346,146 CLOVER ST,WILLIAMS BAY,Walworth,0,0,1,0,35,0,2,0
CLAIRIDGE HOUSE,525431,1519 60TH ST,KENOSHA,Kenosha,0,0,7,0,48,1,0,0
ST FRANCIS HEALTH SERVICES,525477,1915 E TRIPOLI AVE,SAINT FRANCIS,Milwaukee,0,2,3,0,32,0,22,0
OMRO CARE CENTER,525406,500 GRANT AVE,OMRO,Winnebago,0,1,2,0,36,0,1,0
DIVINE REHABILITATION AND NURSING AT ST CROIX,525532,750 E LOUISIANA ST,ST CROIX FALLS,Polk,0,0,0,0,48,1,2,0
ROLLING HILLS REHAB CTR,525430,14345 CTY HWY B,SPARTA,Monroe,0,14,6,0,61,2,23,0
CAPITOL LAKES HEALTH CENTER,525305,333 W MAIN ST,MADISON,Dane,0,0,2,0,48,2,5,0
ROCK HAVEN,525390,3400 N CTY TRK HWY F  PO BOX 920,JANESVILLE,Rock,11,13,4,2,96,13,53,0
BLOOMFIELD HEALTHCARE AND REHAB CENTER,525474,3151 CTY RD CH,DODGEVILLE,Iowa,0,0,625,0,38,0,0,0
INGLESIDE MANOR,525331,407 N EIGHTH ST,MOUNT HOREB,Dane,0,5,16,0,50,2,11,0
HILLSIDE MANOR,525447,803 S UNIVERSITY AVE,BEAVER DAM,Dodge,0,0,13,0,76,0,0,0
