Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
ARBOR CARE CENTERS-COUNTRYSIDE LLC,285207,703 NORTH MAIN STREET,MADISON,Madison,26,27,29,3,48,12,42,0
SOUTHLAKE VILLAGE REHABILITATION & CARE CENTER,285219,9401 ANDERMATT DRIVE,LINCOLN,Lancaster,0,0,0,0,104,14,34,0
AZRIA HEALTH GRETNA,285146,700 HIGHWAY 6,GRETNA,Sarpy,0,12,4,0,52,5,7,0
KEYSTONE RIDGE POST ACUTE NURSING AND REHAB,285238,7501 KEYSTONE DRIVE,OMAHA,Douglas,4,9,9,0,62,5,42,0
LEGACY SQUARE,28E173,1621 FRONT STREET,HENDERSON,York,21,1,6,0,37,32,24,0
CROWELL MEMORIAL HOME,285210,245 SOUTH 22ND STREET,BLAIR,Washington,39,3,13,3,41,33,1,0
SIDNEY REGIONAL MEDICAL CENTER-EXTENDED CARE,285290,549 KELLER DRIVE,SIDNEY,Cheyenne,2,14,4,0,45,2,37,0
HILLCREST CARE CENTER,285178,702 CEDAR AVENUE,LAUREL,Cedar,,,,,,,,
GOOD SAMARITAN SOCIETY - ATKINSON,285177,409 NEELY STREET,ATKINSON,Holt,0,0,5,0,36,5,3,0
PARKVIEW HAVEN NURSING HOME,285261,"P O BOX 667, 1203 4TH STREET",DESHLER,Thayer,0,0,51,0,23,0,5,0
OLD CHENEY REHABILITATION,285299,5431 SOUTH 16TH STREET,LINCOLN,Lancaster,0,0,2,0,24,3,5,0
TABITHA NURSING HOME,285057,4720 RANDOLPH STREET,LINCOLN,Lancaster,8,4,97,0,165,17,57,0
COLONIAL MANOR OF RANDOLPH,285183,"P O BOX 67, 811 SOUTH MAIN STREET",RANDOLPH,Cedar,0,0,4,0,34,4,5,0
MEMORIAL COMMUNITY CARE,28E191,1423 SEVENTH STREET,AURORA,Hamilton,0,2,10,0,38,1,5,0
GOOD SHEPHERD LUTHERAN HOME,285148,2242 WRIGHT STREET,BLAIR,Washington,0,19,16,0,48,7,24,0
LOUISVILLE CARE CENTER,285267,410 WEST 5TH STREET,LOUISVILLE,Cass,0,14,13,0,46,2,14,0
CLARKSON COMMUNITY CARE CENTER,285116,212 SUNRISE DRIVE,CLARKSON,Colfax,3,2,3,0,37,8,11,0
BROOKESTONE VILLAGE,285242,4330 SOUTH 144TH STREET,OMAHA,Douglas,5,19,11,0,119,16,35,0
PAPILLION MANOR,285268,610 SOUTH POLK STREET,PAPILLION,Sarpy,13,0,27,4,77,17,0,0
HERITAGE OF EMERSON,285222,607 NEBRASKA STREET,EMERSON,Dakota,0,1,4,0,35,1,4,0
HILLCREST FIRETHORN,285300,8601 FIRETHORN LANE,LINCOLN,Lancaster,0,1,3,0,53,3,2,0
"PARKVIEW HOME, INC.",285243,930 2ND STREET,DODGE,Dodge,1,0,0,0,35,9,6,0
THE LIGHTHOUSE AT LAKESIDE VILLAGE,285280,17600 ARBOR STREET,OMAHA,Douglas,0,0,9,0,33,5,0,0
HERITAGE OF BEL AIR,285089,1203 NORTH 13TH STREET,NORFOLK,Madison,0,0,20,0,88,7,18,0
INDIAN HILLS MANOR,285091,1720 NORTH SPRUCE,OGALLALA,Keith,0,1,6,0,37,2,6,0
DUNKLAU GARDENS,285119,450 EAST 23RD STREET,FREMONT,Dodge,8,21,35,2,78,15,16,0
ARBOR CARE CENTERS-FULLERTON LLC,285115,"PO BOX 648, 202 NORTH ESTHER",FULLERTON,Nance,1,0,9,0,57,3,7,0
REGENCY SQUARE CARE CENTER,285076,3501 DAKOTA AVENUE,SOUTH SIOUX CITY,Dakota,11,12,13,7,45,8,27,0
FALLS CITY NURSING AND REHABILITATION CENTER,285055,1720 BURTON DRIVE,FALLS CITY,Richardson,0,0,0,0,42,0,4,0
COMMUNITY MEMORIAL HEALTH CENTER,285257,"P O BOX 340, 1015 F STREET",BURWELL,Garfield,3,0,10,0,60,3,0,0
